,Principal Approve Amount,Principal Amount,Repayment Tenor Month Number,Gender,Occupation Description,Total Income Amount (Month),Collateral Type Code,Vehicle Brand,Vehicle Model,Vehicle Release Year,System CAR Code (Daily),DPD,age,Vehicle Age
4414,16500.0,16409.25,36,1,8,26000.0,1,4,111,2011,1,NPL,33,12
4419,42000.0,42000.0,36,0,8,20000.0,1,17,127,2015,1,NPL,45,8
4425,33000.0,33000.0,36,1,8,19000.0,1,4,144,2019,2,NPL,44,4
4427,34000.0,34000.0,36,1,8,14000.0,1,4,42,2017,2,NPL,22,6
4429,50000.0,50000.0,36,0,0,20000.0,1,18,87,2020,2,NPL,41,3
4434,3000.0,2110.76,12,0,0,10000.0,1,15,128,2006,0,PL,65,17
4436,15000.0,14357.64,36,1,0,20000.0,1,4,144,2010,0,PL,44,13
4437,227100.0,227100.0,60,0,4,25000.0,0,11,93,2017,0,PL,31,6
4443,235000.0,235000.0,60,0,4,20000.0,2,16,65,2009,1,PL,43,14
4451,30000.0,30000.0,36,0,8,18000.0,1,4,144,2017,2,NPL,32,6
4462,28000.0,27807.81,24,0,0,20000.0,1,4,144,2019,0,PL,38,4
4489,154000.0,154000.0,48,1,8,9500.0,2,16,65,2005,2,NPL,47,18
4491,90000.0,89940.1,42,1,4,15000.0,0,11,78,2010,1,PL,34,13
4498,15700.0,15700.0,24,1,8,15000.0,1,4,144,2011,1,NPL,41,12
4517,14000.0,14000.0,12,0,0,15000.0,1,18,51,2009,2,NPL,67,14
4532,12300.0,11677.54,36,0,8,9600.0,1,4,111,2013,0,PL,53,10
4550,9000.0,8290.7,12,0,0,20000.0,1,18,123,2011,1,NPL,53,12
4553,12000.0,11139.1,36,0,0,20000.0,2,10,139,2015,0,PL,68,8
4578,120000.0,120000.0,36,0,0,18000.0,2,16,65,2005,1,PL,46,18
4582,170000.0,170000.0,60,0,8,30000.0,2,16,65,2005,1,PL,48,18
4588,26200.0,25051.24,36,0,4,18500.0,1,4,144,2014,0,PL,44,9
4613,168000.0,168000.0,48,1,9,30000.0,2,5,36,2005,0,PL,42,18
4626,3300.0,3222.73,12,0,0,20000.0,1,4,144,2016,0,PL,45,7
4639,27000.0,26814.98,36,0,4,12500.0,1,4,144,2012,1,NPL,39,11
4641,130000.0,0.0,60,1,1,21000.0,2,5,36,2007,0,NPL,39,16
4644,145000.0,145000.0,60,0,0,20000.0,0,11,78,2017,1,NPL,50,6
4657,15000.0,11864.76,12,1,1,25000.0,1,4,144,2012,0,PL,63,11
4675,28000.0,27364.81,24,0,4,19000.0,1,4,86,2018,1,NPL,40,5
4677,27000.0,27000.0,36,0,4,20000.0,1,18,53,2018,2,NPL,34,5
4683,24000.0,23042.55,36,0,0,10000.0,1,18,49,2019,1,NPL,26,4
4690,115000.0,113042.2,36,0,1,13280.0,0,16,142,2008,1,PL,33,15
4699,80500.0,80500.0,48,0,9,30000.0,0,4,68,2005,2,NPL,25,18
4754,180000.0,180000.0,60,0,3,26690.0,2,16,55,2015,2,NPL,44,8
4757,17300.0,16692.83,24,0,4,9000.0,1,18,81,2012,0,PL,45,11
4763,27000.0,26171.14,30,0,4,15000.0,1,4,144,2016,1,NPL,34,7
4770,193000.0,192074.36,48,0,4,10000.0,0,15,133,2016,1,NPL,37,7
4801,250000.0,249834.55,60,1,9,15000.0,2,5,36,2011,1,NPL,39,12
4814,310000.0,0.0,60,0,7,21870.0,0,16,153,2019,0,PL,34,4
4834,17000.0,16811.85,18,0,0,10000.0,1,4,111,2012,1,NPL,26,11
4860,40000.0,39544.21,36,0,0,25000.0,1,4,97,2019,0,PL,37,4
4893,165000.0,163086.15,60,0,4,16000.0,2,5,36,2007,0,PL,45,16
4897,240000.0,240000.0,48,0,0,20000.0,0,4,19,2014,1,PL,35,9
4902,29000.0,28909.95,24,0,4,20000.0,1,4,144,2016,1,NPL,39,7
4938,29000.0,28987.47,24,0,4,24682.0,1,4,41,2014,0,PL,42,9
4941,4800.0,4494.71,12,1,4,18000.0,1,4,143,2005,1,NPL,40,18
4972,190000.0,187072.93,60,1,8,16000.0,2,16,65,2008,0,PL,29,15
4984,32000.0,30884.92,24,0,8,15000.0,1,4,144,2018,1,PL,61,5
4998,18200.0,18200.0,24,1,0,30000.0,1,4,111,2018,1,PL,42,5
5000,90000.0,89901.66,48,1,0,30000.0,2,5,36,2003,0,NPL,39,20
5006,100000.0,93080.56,36,1,0,20000.0,2,16,65,2007,0,PL,56,16
5028,33000.0,31166.89,30,0,0,17000.0,1,4,41,2015,1,NPL,31,8
5050,90000.0,90000.0,48,1,8,25000.0,0,16,30,2005,1,PL,49,18
5060,4800.0,4800.0,12,0,0,30000.0,1,4,143,2005,1,NPL,49,18
5101,30000.0,29805.02,36,0,8,11000.0,1,4,144,2018,1,NPL,26,5
5112,4000.0,3754.4,12,1,0,12000.0,1,4,21,2006,1,NPL,55,17
5121,27000.0,26783.9,36,0,0,10000.0,1,4,144,2017,1,NPL,41,6
5124,190000.0,190000.0,60,1,0,15000.0,2,5,36,2005,2,NPL,39,18
5126,30000.0,28563.34,24,0,8,20000.0,1,4,144,2018,1,PL,27,5
5127,15000.0,14909.24,18,0,8,10000.0,1,18,51,2012,0,PL,23,11
5207,85000.0,85000.0,60,0,0,18000.0,0,16,142,2004,1,NPL,28,19
5210,180000.0,180000.0,60,0,8,30000.0,0,16,12,2006,1,PL,45,17
5254,32000.0,31917.38,36,0,8,12000.0,1,4,144,2018,0,NPL,57,5
5273,130000.0,128360.03,60,0,9,12000.0,0,10,84,2013,0,PL,35,10
5275,40000.0,39911.16,36,0,8,15000.0,1,4,42,2017,1,NPL,44,6
5283,21000.0,20100.36,24,0,0,20000.0,1,4,86,2015,0,PL,36,8
5305,40000.0,40000.0,24,1,9,17000.0,0,1,35,2012,2,NPL,53,11
5318,110000.0,103469.0,25,0,0,30000.0,0,4,19,2007,1,PL,64,16
5322,15000.0,15000.0,18,0,0,20000.0,1,18,87,2020,2,NPL,41,3
5335,245000.0,243874.11,60,0,8,20000.0,2,16,65,2008,0,PL,53,15
5358,26000.0,25503.77,24,0,0,30000.0,1,4,144,2014,0,PL,31,9
5361,180000.0,180000.0,60,0,0,30000.0,0,4,20,2007,0,PL,34,16
5367,190000.0,190000.0,60,1,8,14500.0,2,16,65,2008,2,NPL,35,15
5371,31000.0,29532.2,24,1,8,30000.0,1,4,23,2019,1,NPL,29,4
5389,30000.0,27904.3,36,0,0,25000.0,1,4,97,2016,0,NPL,28,7
5390,26000.0,22408.04,24,1,9,15000.0,1,4,144,2017,0,PL,38,6
5392,50000.0,49569.93,36,1,4,15000.0,1,4,97,2019,1,NPL,33,4
5433,32000.0,27432.16,18,0,8,10000.0,1,4,144,2019,0,NPL,40,4
5448,25000.0,24888.5,24,1,0,30000.0,1,4,144,2012,1,PL,43,11
5464,150000.0,150000.0,24,1,4,18000.0,0,16,142,2008,1,NPL,36,15
5476,8000.0,7780.58,12,1,9,6500.0,1,4,23,2017,1,PL,23,6
5493,29000.0,27472.07,24,0,0,20000.0,1,4,144,2016,1,PL,31,7
5513,33300.0,30839.06,36,0,0,30000.0,1,4,145,2022,0,PL,38,1
5527,110000.0,109938.08,24,0,4,15000.0,0,10,84,2012,1,NPL,28,11
5537,25000.0,24977.62,24,0,0,20000.0,1,4,144,2016,0,PL,45,7
5562,26000.0,26000.0,36,1,4,16000.0,1,4,144,2013,2,NPL,46,10
5564,40000.0,40000.0,36,0,0,15000.0,1,4,42,2017,2,NPL,27,6
5570,100000.0,94751.66,42,1,0,20000.0,2,5,36,2016,0,PL,37,7
5584,25000.0,25000.0,24,0,4,14000.0,1,4,111,2019,2,NPL,28,4
5591,28000.0,27919.95,24,1,9,15000.0,1,4,144,2015,0,PL,32,8
5594,46000.0,46000.0,36,1,8,10000.0,1,4,97,2017,1,NPL,30,6
5608,25000.0,24261.58,36,1,8,15000.0,1,4,144,2013,1,PL,33,10
5622,19500.0,19500.0,36,1,0,30000.0,1,4,41,2014,2,NPL,37,9
5627,26000.0,25853.98,36,0,4,12000.0,1,4,144,2013,1,NPL,29,10
5636,250000.0,250000.0,60,1,4,20000.0,0,10,6,2019,1,PL,31,4
5644,210000.0,210000.0,60,0,4,25000.0,0,16,142,2013,2,NPL,35,10
5646,32000.0,31794.69,30,0,9,20000.0,1,4,144,2020,1,NPL,45,3
5654,21000.0,21000.0,24,1,8,15000.0,1,4,144,2011,2,NPL,41,12
5663,108000.0,108000.0,61,1,4,20000.0,0,4,20,2004,1,NPL,37,19
5691,15000.0,15000.0,30,1,4,15000.0,1,4,144,2011,2,NPL,28,12
5716,23700.0,23700.0,30,0,8,17000.0,0,1,8,2006,1,NPL,37,17
5719,21500.0,20859.46,36,1,8,20000.0,1,4,42,2017,1,NPL,52,6
5748,100000.0,99410.78,60,0,4,15000.0,0,4,33,2005,1,PL,45,18
5796,36700.0,35078.76,36,0,0,20000.0,1,4,42,2016,0,NPL,44,7
5824,45000.0,45000.0,60,1,8,15000.0,0,4,20,2001,1,NPL,40,22
5829,23000.0,22993.25,24,1,4,11500.0,1,4,145,2016,1,PL,31,7
5835,200000.0,200000.0,60,0,0,30000.0,2,5,36,2006,1,PL,48,17
5853,170000.0,0.0,60,0,0,18000.0,0,16,30,2012,0,PL,43,11
5869,15000.0,14986.48,12,1,4,12000.0,1,4,144,2010,1,PL,27,13
5903,4800.0,4193.23,12,1,8,9000.0,1,4,143,2005,0,PL,45,18
5904,14000.0,12983.59,24,1,8,15000.0,1,4,111,2011,0,PL,36,12
5919,15800.0,15800.0,24,1,8,15000.0,1,4,144,2011,2,NPL,60,12
5920,7500.0,7416.59,12,1,4,15000.0,1,18,140,2012,0,NPL,43,11
5922,100000.0,100000.0,60,1,8,23000.0,0,4,20,2009,1,NPL,33,14
5966,160000.0,157727.65,24,0,0,25000.0,2,8,10,2011,1,NPL,30,12
5968,21500.0,21500.0,24,1,8,15000.0,1,4,144,2011,2,NPL,60,12
5983,170000.0,170000.0,60,0,0,30000.0,0,4,20,2006,0,PL,39,17
5988,110000.0,109999.24,48,1,4,19000.0,2,5,40,2001,0,PL,30,22
5999,160000.0,160000.0,48,0,0,25000.0,0,10,6,2013,0,PL,40,10
6037,188000.0,188000.0,60,1,4,20800.0,2,5,36,2010,1,PL,40,13
6073,18000.0,17176.29,36,1,0,20000.0,1,18,51,2011,0,PL,54,12
6074,220000.0,220000.0,60,1,4,25000.0,2,10,139,2011,0,PL,44,12
6081,150000.0,149697.1,36,0,0,20000.0,2,16,64,2003,0,PL,49,20
6118,26000.0,25824.05,36,0,9,15000.0,1,4,144,2013,1,NPL,43,10
6120,182000.0,182000.0,60,0,8,15000.0,0,10,6,2016,1,PL,45,7
6124,50000.0,49800.13,36,1,4,22300.0,1,4,97,2019,1,NPL,28,4
6146,123500.0,123500.0,61,1,4,20000.0,0,11,78,2013,1,PL,32,10
6154,14500.0,14500.0,36,0,0,16000.0,1,18,121,2013,2,NPL,67,10
6158,29000.0,28646.25,12,1,8,15000.0,1,4,147,2019,1,NPL,23,4
6165,29000.0,27573.94,24,0,0,17000.0,1,4,97,2012,1,NPL,40,11
6187,26000.0,24791.43,36,0,0,9000.0,1,4,144,2012,1,PL,26,11
6197,100000.0,99779.97,42,1,8,20000.0,0,10,84,2012,1,PL,35,11
6218,15800.0,14506.16,18,0,8,21000.0,1,4,111,2010,1,NPL,38,13
6227,150000.0,145721.63,24,1,0,30000.0,0,4,9,2013,0,PL,32,10
6232,27000.0,27000.0,36,1,8,10000.0,1,4,144,2012,1,NPL,44,11
6238,28000.0,27804.3,36,1,9,15000.0,1,4,144,2019,1,NPL,29,4
6251,32000.0,32000.0,36,1,0,15000.0,1,4,145,2021,2,NPL,48,2
6300,170000.0,170000.0,60,1,4,14000.0,2,5,36,2005,1,NPL,35,18
6399,20000.0,19364.97,24,0,8,9900.0,1,4,144,2015,1,PL,44,8
6403,12700.0,0.0,12,0,0,30000.0,1,18,50,2009,0,NPL,34,14
6447,26000.0,25338.28,30,0,8,13000.0,1,4,144,2014,0,PL,49,9
6464,46800.0,46287.65,24,1,0,30000.0,2,1,26,2006,1,NPL,50,17
6512,178000.0,177903.36,60,0,4,10000.0,0,16,152,2010,0,PL,34,13
6517,19500.0,19416.47,18,0,4,15000.0,1,4,23,2014,0,PL,31,9
6518,170000.0,170000.0,60,0,8,15000.0,0,2,54,2011,0,PL,28,12
6520,250000.0,249517.67,60,0,7,25000.0,0,8,0,2016,1,NPL,32,7
6548,15000.0,15000.0,18,1,0,15000.0,1,4,148,2007,1,NPL,51,16
6574,18000.0,17766.38,36,0,8,13000.0,1,18,51,2011,0,PL,31,12
6578,100000.0,99901.3,61,0,4,17000.0,0,4,68,2004,0,PL,45,19
6645,20000.0,20000.0,24,0,0,30000.0,1,4,144,2018,2,NPL,36,5
6655,24000.0,23967.07,36,1,8,15000.0,1,18,49,2019,0,PL,36,4
6664,36000.0,35524.82,24,0,0,20000.0,1,18,3,2019,1,PL,26,4
6678,170000.0,170000.0,48,1,4,20000.0,2,5,36,2008,1,PL,58,15
6680,27000.0,26768.36,36,1,8,12000.0,1,4,144,2012,1,NPL,23,11
6695,240000.0,240000.0,60,1,0,15000.0,0,16,142,2015,2,NPL,29,8
6705,170000.0,170000.0,61,1,9,20000.0,0,15,18,2017,1,PL,47,6
6708,17200.0,16774.98,36,1,0,20000.0,1,4,111,2012,1,PL,58,11
6736,32000.0,30004.62,24,0,4,20000.0,1,4,144,2018,1,PL,34,5
6737,30000.0,29286.23,36,0,8,9000.0,1,4,144,2017,0,PL,39,6
6744,11000.0,11000.0,12,0,4,25000.0,1,15,115,2012,1,NPL,35,11
6745,20000.0,18876.16,24,1,9,20000.0,1,4,86,2016,1,PL,46,7
6746,28000.0,25609.86,24,1,4,16000.0,1,4,144,2015,0,PL,40,8
6751,10000.0,10000.0,12,1,4,15000.0,1,18,82,2012,1,NPL,62,11
6801,20000.0,20000.0,36,1,4,12000.0,1,4,146,2010,1,NPL,29,13
6808,27900.0,27092.48,36,0,0,30000.0,1,4,144,2018,0,PL,40,5
6811,14000.0,13346.37,36,1,9,10000.0,1,4,144,2009,0,PL,60,14
6815,33000.0,33000.0,36,1,1,15500.0,1,4,144,2019,2,NPL,28,4
6823,156700.0,154814.99,48,1,4,14000.0,0,4,20,2006,1,PL,29,17
6826,16000.0,15084.68,42,0,9,9000.0,0,16,31,1994,0,PL,56,29
6830,220000.0,0.0,60,1,0,25000.0,1,18,49,2022,0,PL,46,1
6853,29000.0,29000.0,36,0,4,18000.0,1,4,23,2018,1,NPL,28,5
6856,30000.0,29967.61,24,1,0,15000.0,1,4,144,2019,1,PL,49,4
6873,23500.0,22274.14,24,0,0,12000.0,1,4,41,2016,1,PL,51,7
6890,18000.0,18000.0,24,0,9,15000.0,1,18,51,2011,1,NPL,32,12
6891,57300.0,56945.68,36,0,4,18000.0,1,4,97,2020,1,PL,25,3
6916,150000.0,150000.0,60,1,8,30000.0,3,16,27,2004,0,PL,28,19
6918,26000.0,24712.71,36,0,1,30000.0,1,4,41,2011,0,NPL,40,12
6926,13000.0,12496.56,18,1,0,25000.0,1,4,86,2016,1,NPL,40,7
6930,90000.0,90000.0,60,0,0,20000.0,0,16,142,2007,0,PL,35,16
6934,28500.0,28107.53,36,0,0,20000.0,1,4,144,2019,0,PL,52,4
6949,33700.0,31978.99,36,0,9,10000.0,1,4,144,2020,0,PL,41,3
6957,27500.0,27329.84,36,0,0,15000.0,1,4,144,2015,0,PL,30,8
6963,28000.0,27961.4,18,0,0,30000.0,1,18,49,2020,1,PL,36,3
6969,25000.0,25000.0,36,1,8,9000.0,1,4,144,2014,1,NPL,34,9
6970,30000.0,28832.14,36,0,9,15000.0,1,4,144,2015,0,PL,57,8
6975,25000.0,25000.0,36,1,8,20000.0,1,18,77,2016,1,NPL,38,7
6980,21000.0,20735.3,18,1,8,13050.0,1,4,86,2017,1,PL,30,6
6981,13500.0,13437.96,12,0,4,15000.0,1,18,50,2011,0,PL,33,12
6982,30000.0,30000.0,36,0,4,11000.0,1,4,144,2018,1,NPL,32,5
6984,30000.0,28570.99,36,0,4,15000.0,1,4,23,2019,0,PL,45,4
6987,250000.0,0.0,60,1,0,20000.0,2,5,36,2016,0,NPL,43,7
6997,300000.0,0.0,60,1,4,30000.0,2,5,36,2010,0,PL,46,13
7001,200000.0,200000.0,48,0,4,20000.0,2,5,36,2007,1,PL,55,16
7012,250000.0,247736.13,60,0,0,30000.0,2,16,65,2006,0,PL,39,17
7013,100000.0,99931.19,48,1,0,20000.0,2,16,64,2001,0,PL,29,22
7019,20000.0,17323.12,12,1,8,15000.0,2,11,56,2002,1,NPL,41,21
7028,71700.0,71700.0,48,0,4,13000.0,0,4,20,2002,1,NPL,39,21
7041,30000.0,28120.71,12,1,8,12000.0,1,4,147,2020,1,NPL,33,3
7070,98000.0,96851.57,60,1,4,22000.0,0,4,68,2008,0,PL,43,15
7118,90000.0,89727.87,60,0,4,15000.0,0,4,68,2005,1,PL,41,18
7122,26000.0,25964.95,12,0,4,18000.0,1,4,23,2018,1,NPL,27,5
7127,150000.0,150000.0,60,1,4,14250.0,2,16,64,2003,1,PL,39,20
7160,16000.0,15811.14,36,0,8,26000.0,1,4,147,2012,1,NPL,59,11
7177,18000.0,17635.95,24,1,4,22000.0,1,4,111,2014,1,NPL,36,9
7180,8000.0,8000.0,36,0,4,15000.0,1,18,82,2010,2,NPL,27,13
7187,120000.0,119009.91,36,1,8,30000.0,2,5,36,2005,1,PL,56,18
7199,185000.0,185000.0,60,1,0,30000.0,2,16,65,2008,0,PL,44,15
7202,228800.0,228800.0,60,0,4,16300.0,2,16,65,2008,2,NPL,36,15
7224,30000.0,27350.64,24,0,8,10000.0,1,4,144,2018,0,PL,45,5
7227,220000.0,220000.0,60,1,4,20000.0,0,16,142,2013,1,NPL,45,10
7241,176000.0,176000.0,60,0,4,13000.0,0,4,19,2009,1,NPL,30,14
7257,10000.0,10000.0,12,0,4,20000.0,1,3,37,2016,2,NPL,32,7
7292,157000.0,157000.0,60,0,5,24000.0,0,16,142,2011,1,NPL,41,12
7296,42000.0,41150.57,24,0,8,25000.0,1,6,156,2016,1,NPL,31,7
7311,31000.0,31000.0,30,0,9,15000.0,1,4,144,2017,1,NPL,23,6
7353,130000.0,130000.0,60,0,4,15000.0,0,4,68,2006,1,PL,29,17
7405,15700.0,14852.4,36,0,9,30000.0,1,4,144,2011,0,PL,32,12
7417,37000.0,36983.74,18,0,0,15000.0,1,18,58,2019,0,PL,30,4
7420,12000.0,11799.45,24,0,8,9000.0,1,4,22,2008,1,NPL,63,15
7424,26000.0,24929.21,36,0,0,20000.0,1,4,144,2013,1,NPL,42,10
7455,26000.0,26000.0,36,1,8,15000.0,1,4,144,2013,1,NPL,22,10
7461,31000.0,30807.88,30,0,8,15000.0,1,4,144,2018,1,PL,33,5
7464,14000.0,14000.0,12,0,0,15000.0,1,4,144,2011,1,NPL,30,12
7474,230000.0,224016.7,61,1,4,13664.0,2,16,65,2009,0,PL,32,14
7488,160000.0,160000.0,60,1,0,25000.0,0,4,19,2010,1,PL,56,13
7524,29000.0,28264.25,36,1,4,16000.0,1,4,144,2016,0,PL,43,7
7525,18700.0,18700.0,18,1,8,30000.0,1,4,111,2014,2,NPL,60,9
7552,33000.0,33000.0,18,1,0,25000.0,1,4,112,2021,1,NPL,44,2
7557,23000.0,22573.56,24,1,4,16000.0,1,4,144,2012,1,NPL,43,11
7561,26000.0,26000.0,24,0,8,12000.0,1,4,144,2013,1,NPL,59,10
7569,26000.0,26000.0,36,0,0,12000.0,1,4,144,2012,1,NPL,33,11
7578,34000.0,33958.37,36,1,8,10100.0,1,4,144,2021,0,PL,25,2
7597,27000.0,27000.0,36,1,0,20000.0,1,18,77,2016,1,NPL,24,7
7598,15700.0,15255.71,30,0,8,12000.0,1,4,111,2010,0,PL,32,13
7621,135000.0,135000.0,61,0,4,16000.0,0,16,142,2009,1,NPL,46,14
7634,50000.0,49554.93,30,1,8,10000.0,1,17,127,2020,0,PL,30,3
7648,176000.0,176000.0,60,0,0,30000.0,0,16,142,2011,1,NPL,39,12
7658,25000.0,24935.12,24,0,9,20000.0,1,4,144,2013,1,PL,41,10
7670,26000.0,26000.0,24,0,8,10000.0,1,18,58,2018,2,NPL,29,5
7690,23000.0,21151.16,12,0,4,10000.0,1,18,53,2016,0,PL,38,7
7698,16500.0,16500.0,18,0,8,19000.0,1,4,111,2011,1,NPL,43,12
7712,33000.0,33000.0,36,1,8,12000.0,1,4,145,2022,1,NPL,43,1
7746,190000.0,190000.0,60,1,4,18000.0,2,16,65,2013,1,NPL,34,10
7757,29000.0,27403.23,24,1,8,20000.0,1,4,144,2016,1,NPL,53,7
7763,24000.0,24000.0,36,1,8,9000.0,1,4,144,2012,1,NPL,45,11
7785,10000.0,10000.0,24,1,0,30000.0,1,4,144,2010,1,NPL,31,13
7795,26000.0,24727.05,36,1,8,21000.0,1,4,23,2018,0,NPL,28,5
7806,24000.0,24000.0,12,0,0,30000.0,1,4,111,2018,2,NPL,53,5
7818,26800.0,0.0,36,1,4,12000.0,1,4,144,2013,0,NPL,39,10
7843,15000.0,15000.0,18,1,4,17880.0,1,4,143,2008,2,NPL,22,15
7855,13000.0,12251.93,24,1,8,9000.0,1,4,144,2010,1,PL,44,13
7859,10000.0,8682.91,12,1,4,14500.0,1,18,82,2012,0,PL,33,11
7876,30000.0,29025.88,36,1,4,15000.0,1,4,144,2019,1,PL,51,4
7895,240000.0,239077.85,60,1,4,20000.0,0,16,142,2014,1,PL,50,9
7961,26000.0,26000.0,36,1,8,25000.0,1,4,147,2018,1,NPL,40,5
7967,4800.0,4782.6,12,1,8,12000.0,1,4,143,2005,0,PL,30,18
7996,40000.0,36608.93,24,1,0,12000.0,2,5,46,1996,1,PL,31,27
8017,10000.0,9900.47,36,1,8,12000.0,1,4,22,2010,1,NPL,31,13
8025,81000.0,80793.07,60,1,4,25000.0,0,4,19,2003,0,PL,40,20
8034,23700.0,23315.0,36,1,8,15000.0,1,4,131,2018,1,NPL,31,5
8036,202000.0,196741.27,36,1,4,30000.0,0,16,12,2008,0,PL,46,15
8053,19000.0,18868.61,12,1,0,10000.0,1,15,118,2019,0,PL,26,4
8062,18000.0,18000.0,36,0,0,20000.0,1,18,51,2011,1,NPL,34,12
8063,18000.0,18000.0,36,1,0,30000.0,1,4,144,2010,1,NPL,31,13
8077,180000.0,177206.82,36,0,4,25000.0,0,4,20,2007,0,PL,42,16
8078,30000.0,29140.61,36,1,0,15000.0,1,4,144,2018,0,PL,35,5
8080,61000.0,61000.0,60,1,0,20000.0,0,1,35,2012,1,PL,41,11
8106,130000.0,130000.0,60,1,4,17000.0,2,16,64,2004,1,NPL,41,19
8127,10000.0,9952.06,12,1,8,10000.0,1,4,144,2019,0,NPL,30,4
8132,26000.0,24920.93,36,0,1,20000.0,1,4,144,2018,0,PL,38,5
8145,29000.0,28991.41,36,1,5,20000.0,1,4,144,2016,0,PL,36,7
8146,3000.0,2271.26,12,1,9,20000.0,1,15,128,2006,0,PL,51,17
8154,170000.0,0.0,60,0,0,25000.0,2,5,36,2009,0,NPL,33,14
8169,127000.0,126917.51,60,0,0,30000.0,0,4,2,2004,0,PL,40,19
8182,30000.0,29577.68,36,0,9,15000.0,1,4,144,2017,0,PL,45,6
8205,80000.0,80000.0,60,0,4,24000.0,0,4,19,2002,1,PL,25,21
8217,200000.0,198469.35,61,0,5,24407.0,2,16,65,2015,0,PL,39,8
8222,180000.0,0.0,60,1,8,15000.0,2,5,36,2005,0,PL,37,18
8237,220000.0,220000.0,60,0,9,16000.0,2,16,65,2007,1,PL,47,16
8267,19500.0,19500.0,36,0,0,10000.0,1,4,23,2014,1,NPL,26,9
8272,246000.0,245509.51,60,0,8,18000.0,2,16,65,2008,0,NPL,36,15
8308,18000.0,17011.55,24,1,4,15000.0,1,18,83,2012,0,PL,39,11
8344,177400.0,177400.0,60,1,2,20000.0,0,11,5,2016,0,PL,47,7
8368,240000.0,240000.0,48,0,8,20000.0,0,4,9,2016,1,NPL,36,7
8383,23500.0,23363.33,24,0,9,20000.0,1,4,144,2012,1,PL,32,11
8421,29000.0,28955.24,37,0,8,20000.0,1,4,97,2012,0,PL,26,11
8423,300000.0,0.0,61,0,8,18570.0,2,5,36,2019,0,PL,35,4
8434,214000.0,214000.0,60,1,0,25000.0,2,5,36,2007,1,PL,72,16
8435,250000.0,250000.0,60,0,7,24830.0,2,2,103,2016,0,PL,40,7
8459,18700.0,18700.0,36,0,8,11000.0,1,18,51,2012,1,NPL,34,11
8469,31000.0,31000.0,36,0,8,10000.0,1,4,41,2014,1,NPL,51,9
8470,100000.0,100000.0,48,0,0,25000.0,0,4,20,2002,1,NPL,33,21
8471,24000.0,23735.52,36,0,9,15000.0,1,4,144,2012,1,NPL,53,11
8472,125000.0,125000.0,60,1,8,12000.0,2,16,64,2002,0,PL,41,21
8473,39000.0,38915.63,37,1,4,16000.0,1,4,97,2015,1,PL,32,8
8476,15000.0,13299.85,12,1,4,25000.0,1,4,111,2010,1,PL,31,13
8489,6500.0,6174.12,18,1,8,15000.0,1,4,146,2004,0,PL,27,19
8497,30000.0,27447.3,24,1,8,30000.0,0,4,33,2004,0,PL,41,19
8502,80000.0,73618.14,24,0,8,10000.0,0,10,6,2013,0,PL,33,10
8530,200000.0,200000.0,60,0,9,30000.0,2,16,65,2007,0,PL,37,16
8547,13500.0,11682.27,18,1,9,10000.0,1,4,144,2008,0,PL,44,15
8549,100000.0,97820.91,60,1,8,12000.0,2,16,65,2005,0,PL,61,18
8556,30000.0,30000.0,36,1,4,11500.0,1,4,144,2018,1,NPL,24,5
8559,30000.0,30000.0,12,0,4,15000.0,1,4,144,2016,1,NPL,43,7
8561,16500.0,16016.46,30,0,4,12000.0,1,4,111,2011,0,PL,32,12
8565,250000.0,250000.0,60,0,0,30000.0,2,16,65,2006,0,PL,31,17
8574,19000.0,17792.39,36,0,4,15000.0,1,4,147,2014,0,PL,35,9
8613,31700.0,31169.8,36,1,4,15000.0,1,18,3,2017,1,PL,35,6
8619,9000.0,8173.46,24,1,8,12000.0,1,0,138,2017,0,NPL,23,6
8635,9000.0,0.0,12,0,4,13000.0,1,15,74,2013,0,PL,41,10
8643,110000.0,110000.0,60,0,0,30000.0,0,16,142,2006,0,PL,33,17
8667,29000.0,27862.36,36,0,0,15000.0,1,4,110,2021,0,PL,40,2
8668,16500.0,15853.36,18,0,0,17000.0,1,4,144,2017,1,NPL,40,6
8669,150000.0,150000.0,48,0,0,20000.0,2,11,57,2008,1,NPL,33,15
8680,30000.0,30000.0,24,1,4,12000.0,1,4,144,2017,1,NPL,33,6
8693,20000.0,20000.0,36,1,8,12000.0,1,4,14,2011,1,NPL,25,12
8715,28500.0,27249.96,36,1,9,9000.0,1,4,144,2016,0,PL,23,7
8716,200000.0,200000.0,60,1,8,15000.0,2,5,36,2006,0,PL,30,17
8732,27000.0,26690.67,36,0,9,9000.0,1,4,41,2012,1,NPL,41,11
8735,165000.0,165000.0,60,1,4,15000.0,0,8,1,2010,1,PL,31,13
8737,18000.0,17492.03,36,0,0,20000.0,1,4,111,2013,0,PL,37,10
8757,15000.0,13081.95,18,0,9,15000.0,1,4,41,2013,0,PL,40,10
8780,18000.0,15674.45,12,0,4,23000.0,1,4,111,2016,0,PL,33,7
8785,11000.0,11000.0,12,0,0,20000.0,1,3,37,2016,1,NPL,56,7
8793,100000.0,100000.0,61,1,8,15000.0,0,4,20,2005,1,NPL,29,18
8797,150000.0,150000.0,48,0,4,19000.0,2,11,57,2007,1,PL,31,16
8804,170000.0,170000.0,60,0,4,17000.0,2,11,57,2012,0,PL,36,11
8806,190000.0,189587.18,60,0,8,18000.0,2,16,65,2011,1,PL,43,12
