,Principal Approve Amount,Principal Amount,Repayment Tenor Month Number,Gender,Occupation Description,Total Income Amount (Month),Collateral Type Code,Vehicle Brand,Vehicle Model,Vehicle Release Year,Vehicle Sub Model,Evaluation Amount,System CAR Code (Daily),System CAR Code Date,Final CAR Code Previous Month,DPD,age,Vehicle Age,per_LTV,per_LTV_cate
2996,150000,146993.64,60,F,พนักงานบริษัท,17000,CAR,TOYOTA,YARIS,2009,DT,201500,S1,28/9/2022,S1,PL,30,14,74.44168734,65-75%
2997,33000,32029.88,36,M,เกษตรกร,15000,MC,HONDA,WAVE 110 I,2020,EG,44000,S2,6/1/2023,S1,PL,47,3,75,65-75%
2998,27000,25136.89,36,F,เกษตรกร,12000,MC,HONDA,WAVE 110 I,2017,CU,42000,S1,28/9/2022,S1,PL,47,6,64.28571429,65-75%
2999,35000,34999.82,36,M,อื่นๆ,21900,MC,HONDA,CB 150,2017,AI,47500,S2,6/1/2023,S1,PL,38,6,73.68421053,65-75%
3001,26300,26120.68,36,F,เกษตรกร,12000,MC,HONDA,WAVE 110 I,2013,BW,35000,S1,28/9/2022,S1,PL,52,10,75.14285714,75%
3002,15000,14995.94,12,M,อื่นๆ,15000,MC,HONDA,WAVE 110 I,2018,DE,41000,S1,28/9/2022,S1,PL,38,5,36.58536585,30-50%
3003,250000,250000,60,M,STREET VENDOR,30000,CAR,HONDA,CIVIC,2012,AY,381500,S1,28/9/2022,S1,PL,31,11,65.53079948,65-75%
3004,27000,26211.84,36,M,อื่นๆ,13000,MC,YAMAHA,QBIX 125 ABS,2017,BO,36000,S1,28/9/2022,S1,PL,32,6,75,65-75%
3005,174500,174500,60,M,อื่นๆ,17000,PU,ISUZU,D-MAX,2005,CE,217000,S2,6/1/2023,S1,PL,50,18,80.41474654,75%
3006,23000,22974.78,24,F,พนักงานบริษัท,12000,MC,YAMAHA,FINO 125,2015,BE,31500,S1,28/9/2022,S1,PL,28,8,73.01587302,65-75%
3007,21000,18044.35,12,F,เกษตรกร,15000,MC,HONDA,MOOVE 110I,2016,BE,29000,S1,29/9/2022,S1,PL,43,7,72.4137931,65-75%
3008,26000,25013.24,24,F,STREET VENDOR,35000,MC,YAMAHA,QBIX 125 S,2017,CU,34500,S1,29/9/2022,S1,PL,45,6,75.36231884,75%
3009,15800,15323.86,36,F,STREET VENDOR,9000,MC,HONDA,WAVE 110 I,2011,AI,21000,S1,29/9/2022,S1,PL,52,12,75.23809524,75%
3010,18500,18500,24,M,อื่นๆ,13000,MC,YAMAHA,FINO (MLEKE),2012,AE,25000,S2,6/1/2023,S1,PL,43,11,74,65-75%
3011,23000,22283.83,36,F,อื่นๆ,8400,MC,HONDA,WAVE 110 I,2013,CC,35500,S1,29/9/2022,S1,PL,33,10,64.78873239,65-75%
3012,7600,6528.54,12,F,STREET VENDOR,15000,MC,HONDA,WAVE 125,2006,AL,25500,S1,29/9/2022,S1,PL,39,17,29.80392157,30%
3014,20000,20000,36,F,STREET VENDOR,10000,MC,HONDA,WAVE 110 I,2020,EF,43000,S1,29/9/2022,S1,PL,53,3,46.51162791,30-50%
3015,15000,14403.79,18,F,STREET VENDOR,12000,MC,HONDA,WAVE 100,2007,AI,20000,S1,29/9/2022,S1,PL,38,16,75,65-75%
3016,295000,295000,60,F,STREET VENDOR,20000,PU,TOYOTA,HILUX VIGO,2010,EB,368500,S1,29/9/2022,S1,PL,36,13,80.05427408,75%
3017,17000,16614.7,24,M,STREET VENDOR,15000,MC,YAMAHA,FILANO,2012,AA,23500,S1,29/9/2022,S1,PL,48,11,72.34042553,65-75%
3018,17300,16304.26,24,F,STREET VENDOR,30000,MC,HONDA,SCOOPY I,2012,BT,28000,S1,29/9/2022,S1,PL,52,11,61.78571429,65-75%
3019,18700,18654.05,24,M,อื่นๆ,20000,MC,YAMAHA,FINO (MLEKE),2012,AE,25000,S1,29/9/2022,S1,PL,31,11,74.8,65-75%
3020,25000,23876.26,30,M,อื่นๆ,13000.09,MC,HONDA,WAVE 110 I,2013,CC,35500,S1,29/9/2022,S1,PL,22,10,70.42253521,65-75%
3021,29300,28286.58,36,F,พนักงานบริษัท,17000,MC,HONDA,WAVE 110 I,2016,CK,39000,S1,29/9/2022,S1,PL,48,7,75.12820513,75%
3022,13000,12913.32,18,F,อื่นๆ,20200,MC,HONDA,CLICK 110I,2009,AC,17500,S2,3/1/2023,S1,PL,46,14,74.28571429,65-75%
3023,15000,15000,24,F,พนักงานบริษัท,12000,MC,YAMAHA,FINO 115,2014,AO,20000,S2,3/1/2023,S1,PL,37,9,75,65-75%
3024,27000,25717.31,12,F,STREET VENDOR,10000,MC,HONDA,SUPER CUB 110,2018,CA,36500,S1,30/9/2022,S1,PL,54,5,73.97260274,65-75%
3025,27000,26101.46,36,F,STREET VENDOR,30000,MC,HONDA,WAVE 110 I,2012,BE,37000,S1,30/9/2022,S1,PL,46,11,72.97297297,65-75%
3026,29000,28527.19,30,F,พนักงานบริษัท,20000,MC,HONDA,WAVE 110 I,2016,CI,39000,S1,30/9/2022,S1,PL,37,7,74.35897436,65-75%
3027,26000,25215.52,36,M,อื่นๆ,20000,MC,HONDA,WAVE 110 I,2012,BC,36000,S1,30/9/2022,S1,PL,36,11,72.22222222,65-75%
3028,27000,26085.38,24,F,STREET VENDOR,15000,MC,HONDA,WAVE 110 I,2014,CJ,36000,S2,12/1/2023,S1,PL,28,9,75,65-75%
3030,135000,135000,60,F,เกษตรกร,15000,PU,TOYOTA,HILUX TIGER,2004,BT,193000,S1,1/10/2022,S1,PL,42,19,69.94818653,65-75%
3031,18000,16809.55,12,F,พนักงานบริษัท,9000,MC,YAMAHA,FINO (MLEKE),2011,AD,24000,S1,2/10/2022,S1,PL,36,12,75,65-75%
3032,28500,28423.77,24,F,เกษตรกร,7000,MC,HONDA,WAVE 110 I,2015,CM,38000,S1,5/1/2023,S2,PL,51,8,75,65-75%
3034,34000,32891.2,36,M,เกษตรกร,20000,MC,YAMAHA,M-SLAZ 150,2018,BH,45500,S1,10/1/2023,S2,PL,37,5,74.72527473,65-75%
3035,15500,15115.26,24,F,STREET VENDOR,35000,MC,HONDA,WAVE 110 I,2015,CL,38000,S1,3/10/2022,S1,PL,36,8,40.78947368,30-50%
3037,31500,29273.94,36,F,อื่นๆ,7000,MC,HONDA,WAVE 110 I,2018,DG,42000,S1,3/10/2022,S1,PL,39,5,75,65-75%
3038,23400,23400,36,F,เกษตรกร,13000,MC,HONDA,WAVE 110 I,2012,BC,36000,S2,6/1/2023,S1,PL,40,11,65,65-75%
3039,100000,100000,42,M,เกษตรกร,12000,PU,ISUZU,D-MAX,2014,CG,479000,S1,16/1/2023,S2,PL,31,9,20.87682672,30%
3040,27000,27000,36,M,อื่นๆ,18000,MC,HONDA,DREAM 110,2015,CC,44000,S1,3/10/2022,S1,PL,28,8,61.36363636,65-75%
3041,28500,26144.37,36,M,ข้าราชการ,7300,MC,HONDA,WAVE 110 I,2015,CL,38000,S1,3/10/2022,S1,PL,60,8,75,65-75%
3042,25000,24802.77,36,F,เกษตรกร,18000,MC,HONDA,WAVE 110 I,2015,CK,37000,S1,10/1/2023,S2,PL,30,8,67.56756757,65-75%
3043,24000,23191.45,24,M,เกษตรกร,10000,MC,HONDA,MSX 125,2018,BR,32000,S2,14/1/2023,S1,PL,26,5,75,65-75%
3044,225000,225000,60,F,STREET VENDOR,20000,CAR,NISSAN,SYLPHY,2013,AF,321500,S1,3/10/2022,S1,PL,54,10,69.9844479,65-75%
3046,139000,139000,60,F,พนักงานรัฐวิสาหกิจ,26000,CAR,HONDA,CITY,2009,AS,214000,S1,3/10/2022,S1,PL,45,14,64.95327103,65-75%
3047,27900,27760.58,48,F,พนักงานบริษัท,15000,PU,TOYOTA,HILUX MIGHTY X,1996,BE,98000,S1,4/10/2022,S1,PL,42,27,28.46938776,30%
3048,120000,120000,60,F,STREET VENDOR,40000,CAR,MITSUBISHI,ATTRAGE,2014,AB,207500,S2,6/1/2023,S1,PL,30,9,57.8313253,50-65%
3049,11000,9874,18,F,อื่นๆ,15000,PU,TOYOTA,HILUX VIGO,2011,ES,241500,S1,16/1/2023,S2,PL,51,12,4.554865424,30%
3050,16000,16000,24,F,อื่นๆ,12600,MC,HONDA,CLICK 125I,2011,AZ,22000,S2,6/1/2023,S1,PL,29,12,72.72727273,65-75%
3051,22500,22176.41,24,F,ข้าราชการ,30000,CAR,TOYOTA,SOLUNA,1999,EJ,74000,S1,4/10/2022,S1,PL,41,24,30.40540541,30-50%
3053,8600,8600,36,F,STREET VENDOR,15000,MC,YAMAHA,MIO 115,2008,AK,11500,S1,4/10/2022,S1,PL,37,15,74.7826087,65-75%
3054,25500,25500,36,F,อื่นๆ,9000,MC,YAMAHA,FINN 115I,2017,AH,34000,S2,14/1/2023,S1,PL,30,6,75,65-75%
3055,27000,27000,30,F,พนักงานบริษัท,15000,MC,HONDA,WAVE 110 I,2015,CI,37000,S1,4/10/2022,S1,PL,30,8,72.97297297,65-75%
3056,5000,4792.95,12,F,เกษตรกร,16000,MC,HONDA,WAVE 110 I,2012,BC,36000,S1,4/10/2022,S1,PL,48,11,13.88888889,30%
3057,27000,26830.51,36,F,อื่นๆ,15000,MC,HONDA,WAVE 110 I,2012,BC,36000,S1,4/10/2022,S1,PL,47,11,75,65-75%
3058,26000,26000,36,M,อื่นๆ,15000,MC,HONDA,WAVE 110 I,2013,CC,35500,S2,3/1/2023,S1,PL,49,10,73.23943662,65-75%
3059,27000,26766.83,30,F,เกษตรกร,15000,MC,HONDA,WAVE 110 I,2012,BC,36000,S1,4/10/2022,S1,PL,60,11,75,65-75%
3060,20000,20000,12,M,อื่นๆ,21000,MC,HONDA,WAVE 125 I,2019,DR,38900,S1,5/10/2022,S1,PL,40,4,51.41388175,50-65%
3061,6000,5457.53,18,F,เกษตรกร,30000,MC,SUZUKI,SMASH 110,2007,AJ,12000,S1,5/10/2022,S1,PL,54,16,50,30-50%
3062,28600,28600,36,F,STREET VENDOR,20000,MC,HONDA,WAVE 125 I,2009,AX,38000,S1,5/10/2022,S1,PL,30,14,75.26315789,75%
3063,27000,27000,36,F,STREET VENDOR,15000,MC,HONDA,WAVE 110 I,2014,CJ,36000,S1,5/10/2022,S1,PL,44,9,75,65-75%
3064,29000,29000,36,M,อื่นๆ,10000,MC,YAMAHA,GRAND FILANO 125,2018,AS,38500,S1,5/10/2022,S1,PL,30,5,75.32467532,75%
3067,29000,29000,24,F,อื่นๆ,11000,MC,HONDA,WAVE 110 I,2016,CK,39000,S2,6/1/2023,S1,PL,41,7,74.35897436,65-75%
3068,15800,15800,24,M,อื่นๆ,13700,MC,HONDA,SCOOPY I,2010,AS,23000,S2,3/1/2023,S1,PL,32,13,68.69565217,65-75%
3069,15000,13977.18,24,M,อื่นๆ,10000,MC,HONDA,WAVE 110 I,2010,AG,20000,S1,6/10/2022,S1,PL,35,13,75,65-75%
3070,14000,13579.05,24,F,เกษตรกร,12000,MC,SUZUKI,SHOGUN 125,2011,AH,20000,S1,6/10/2022,S1,PL,40,12,70,65-75%
3071,9000,8336.66,12,F,พนักงานบริษัท,17000,MC,STALLION,CENTAUR 150,2016,AA,30000,S1,7/10/2022,S1,PL,33,7,30,30%
3072,15000,13547.98,18,F,STREET VENDOR,7000,MC,HONDA,WAVE 110 I,2013,BW,35000,S1,7/10/2022,S1,PL,57,10,42.85714286,30-50%
3073,18000,18000,36,M,อื่นๆ,15000,MC,HONDA,CLICK 125I,2013,AI,24500,S2,6/1/2023,S1,PL,39,10,73.46938776,65-75%
3074,29000,28976,24,M,พนักงานบริษัท,9500,MC,HONDA,WAVE 125 I,2019,DR,38900,S1,14/1/2023,S2,PL,27,4,74.55012853,65-75%
3075,13000,12805.69,18,M,เกษตรกร,15000,CAR,TOYOTA,VIOS,2013,DU,290000,S2,9/1/2023,S1,PL,45,10,4.482758621,30%
3076,23400,23073.44,36,F,เกษตรกร,15000,MC,HONDA,DREAM 125,2009,AL,31000,S1,7/10/2022,S1,PL,61,14,75.48387097,75%
3077,32000,31060.61,36,F,พนักงานบริษัท,15000,MC,HONDA,WAVE 110 I,2019,DS,43000,S1,7/10/2022,S1,PL,29,4,74.41860465,65-75%
3078,24000,23767.51,24,F,พนักงานบริษัท,10000,MC,HONDA,SCOOPY I,2017,CA,32000,S1,7/10/2022,S1,PL,26,6,75,65-75%
3079,16000,15200.91,18,F,พนักงานบริษัท,30000,MC,HONDA,SCOOPY I,2013,AT,22500,S2,14/1/2023,S1,PL,28,10,71.11111111,65-75%
3080,27000,25120.01,12,M,อาจารย์,25000,MC,HONDA,SUPER CUB 110,2018,CA,36500,S1,8/10/2022,S1,PL,48,5,73.97260274,65-75%
3081,27000,26933.23,24,F,พนักงานบริษัท,12000,MC,HONDA,WAVE 110 I,2014,CI,36000,S1,8/10/2022,S1,PL,24,9,75,65-75%
3082,30000,29024.44,24,M,พนักงานบริษัท,25000,MC,HONDA,WAVE 110 I,2017,CR,40000,S1,8/10/2022,S1,PL,41,6,75,65-75%
3083,10500,10448.86,12,F,อื่นๆ,13000,MC,YAMAHA,NOUVO 135,2010,AF,14000,S1,8/10/2022,S1,PL,30,13,75,65-75%
3084,27000,26555.56,36,M,อื่นๆ,10000,MC,HONDA,WAVE 110 I,2012,BC,36000,S1,8/10/2022,S1,PL,60,11,75,65-75%
3085,17500,17500,24,F,STREET VENDOR,30000,MC,YAMAHA,FINO (MLEKE),2010,AL,23500,S2,9/1/2023,S1,PL,36,13,74.46808511,65-75%
3086,18000,17949.62,36,F,พนักงานบริษัท,17500,MC,HONDA,SCOOPY I,2013,BG,24000,S1,8/10/2022,S1,PL,39,10,75,65-75%
3087,29000,28713.38,36,M,STREET VENDOR,25000,MC,YAMAHA,FINN 115I,2022,AE,38500,S1,10/10/2022,S1,PL,46,1,75.32467532,75%
3088,21500,21446.97,18,M,พนักงานรัฐวิสาหกิจ,13000,MC,HONDA,SUPER CUB 110,2017,CC,28500,S1,10/10/2022,S1,PL,30,6,75.43859649,75%
3089,26000,26000,36,F,พนักงานบริษัท,15000,MC,HONDA,WAVE 110 I,2014,CH,35000,S2,9/1/2023,S1,PL,40,9,74.28571429,65-75%
3090,10000,8512.97,12,M,อื่นๆ,15000,MC,HONDA,WAVE 110 I,2017,CT,41000,S1,10/10/2022,S1,PL,50,6,24.3902439,30%
3091,30000,29874.07,36,F,พนักงานบริษัท,20000,MC,HONDA,WAVE 110 I,2020,EE,43000,S1,11/10/2022,S1,PL,34,3,69.76744186,65-75%
3092,29000,29000,24,M,อื่นๆ,25000,MC,HONDA,WAVE 110 I,2019,DO,42000,S2,14/1/2023,S1,PL,30,4,69.04761905,65-75%
3093,173000,173000,60,F,ข้าราชการ,21020,PU,ISUZU,D-MAX,2006,CM,247500,S1,11/10/2022,S1,PL,48,17,69.8989899,65-75%
3094,26000,26000,36,F,อื่นๆ,13000,MC,HONDA,WAVE 110 I,2013,BW,35000,S2,14/1/2023,S1,PL,40,10,74.28571429,65-75%
3095,30000,29997.61,36,M,อื่นๆ,38000,MC,HONDA,WAVE 110 I,2016,CM,40000,S1,11/10/2022,S1,PL,22,7,75,65-75%
3096,24000,23071.65,36,F,STREET VENDOR,15000,MC,YAMAHA,FINN 115I,2019,AK,32000,S1,12/10/2022,S1,PL,52,4,75,65-75%
3097,26000,22787.63,18,M,พนักงานบริษัท,20000,MC,HONDA,WAVE 125 I,2018,DC,34900,S1,12/10/2022,S1,PL,28,5,74.49856734,65-75%
3098,12800,12367.8,24,M,เกษตรกร,19000,MC,HONDA,CLICK 110I,2008,AU,17000,S1,12/10/2022,S1,PL,33,15,75.29411765,75%
3099,18400,18389.78,18,F,พนักงานบริษัท,19000,MC,HONDA,SCOOPY I,2016,BO,24500,S1,15/10/2022,S1,PL,34,7,75.10204082,75%
3100,27000,26690.87,24,F,STREET VENDOR,8000,MC,HONDA,WAVE 110 I,2018,DG,42000,S2,6/1/2023,S1,PL,24,5,64.28571429,65-75%
3101,26000,26000,36,F,STREET VENDOR,15000,MC,HONDA,WAVE 110 I,2013,BW,35000,S1,15/10/2022,S1,PL,32,10,74.28571429,65-75%
3102,25000,24642.41,24,F,STREET VENDOR,15000,MC,HONDA,WAVE 110 I,2016,CK,39000,S1,15/10/2022,S1,PL,47,7,64.1025641,65-75%
3104,30000,29134.73,18,M,STREET VENDOR,30000,MC,YAMAHA,QBIX 125 ABS,2019,BP,40000,S1,15/10/2022,S1,PL,25,4,75,65-75%
3105,28500,28500,36,F,อื่นๆ,10000,MC,HONDA,WAVE 110 I,2015,CL,38000,S1,15/10/2022,S1,PL,38,8,75,65-75%
3106,20000,19198.56,36,F,พนักงานบริษัท,12000,MC,HONDA,WAVE 125 I,2019,DR,38900,S1,16/10/2022,S1,PL,39,4,51.41388175,50-65%
3107,22500,21655.95,24,F,พนักงานบริษัท,20000,MC,HONDA,ZOOMER X 110I,2016,CA,30000,S1,16/10/2022,S1,PL,28,7,75,65-75%
3108,29000,28930.34,36,F,อื่นๆ,12000,MC,HONDA,WAVE 110 I,2016,CK,39000,S1,17/10/2022,S1,PL,29,7,74.35897436,65-75%
3109,27000,26916.73,36,M,พนักงานบริษัท,10000,MC,HONDA,WAVE 110 I,2014,CI,36000,S1,17/10/2022,S1,PL,26,9,75,65-75%
3110,29000,29000,36,F,STREET VENDOR,10000,MC,HONDA,WAVE 110 I,2016,CK,39000,S1,17/10/2022,S1,PL,55,7,74.35897436,65-75%
3111,31000,31000,36,M,STREET VENDOR,30000,MC,HONDA,DREAM 110,2014,CA,42000,S1,17/10/2022,S1,PL,37,9,73.80952381,65-75%
3112,16000,16000,36,F,เกษตรกร,12000,MC,HONDA,WAVE 100,2008,BD,22000,S1,17/10/2022,S1,PL,25,15,72.72727273,65-75%
3113,14200,14200,24,F,พนักงานบริษัท,7000,MC,HONDA,AIR-BLADE,2007,AT,19000,S1,17/10/2022,S1,PL,40,16,74.73684211,65-75%
3114,20000,19019.94,18,F,พนักงานบริษัท,9000,CAR,TOYOTA,COROLLA,2000,AT,95000,S1,17/10/2022,S1,PL,35,23,21.05263158,30%
3115,13900,13900,18,M,อื่นๆ,12000,MC,HONDA,CLICK 110I,2011,AC,18500,S1,17/10/2022,S1,PL,46,12,75.13513514,75%
3116,23000,22613.96,24,F,เกษตรกร,12000,MC,HONDA,WAVE 110 I,2010,AP,31000,S1,17/10/2022,S1,PL,49,13,74.19354839,65-75%
3117,16800,16737.75,36,M,อื่นๆ,18500,MC,HONDA,CLICK 125I,2012,AF,22500,S1,17/10/2022,S1,PL,40,11,74.66666667,65-75%
3118,26000,25868.94,36,F,พนักงานบริษัท,10000,MC,HONDA,WAVE 110 I,2014,CH,35000,S1,17/10/2022,S1,PL,40,9,74.28571429,65-75%
3119,24500,24500,36,F,พนักงานบริษัท,12000,MC,HONDA,SCOOPY I,2017,CY,33000,S1,17/10/2022,S1,PL,35,6,74.24242424,65-75%
3120,24000,24000,36,M,พนักงานบริษัท,9700,MC,HONDA,CLICK 125I,2017,BD,32000,S2,14/1/2023,S1,PL,25,6,75,65-75%
3121,10000,10000,24,M,พนักงานรัฐวิสาหกิจ,38000,MC,YAMAHA,SPARK LX 115,2016,BH,20500,S1,17/10/2022,S1,PL,39,7,48.7804878,30-50%
3122,26400,26323.37,36,F,STREET VENDOR,20000,MC,HONDA,WAVE 110 I,2012,AZ,35000,S1,18/10/2022,S1,PL,23,11,75.42857143,75%
3123,12800,12800,36,F,เกษตรกร,15000,MC,HONDA,WAVE 110 I,2008,AA,18000,S1,18/10/2022,S1,PL,34,15,71.11111111,65-75%
3124,28000,23558.38,12,F,อื่นๆ,14000,MC,YAMAHA,LEXI 125 S,2018,BC,37500,S1,18/10/2022,S1,PL,48,5,74.66666667,65-75%
3125,28800,28733.24,36,F,พนักงานบริษัท,22000,MC,HONDA,SCOOPY I,2019,CK,38500,S1,18/10/2022,S1,PL,37,4,74.80519481,65-75%
3127,27000,26923.74,36,F,STREET VENDOR,8000,MC,HONDA,WAVE 110 I,2015,CK,37000,S1,18/10/2022,S1,PL,24,8,72.97297297,65-75%
3128,29000,27808.58,36,F,เลี้ยงสัตว์,20000,MC,HONDA,WAVE 125 I,2019,DR,38900,S1,18/10/2022,S1,PL,50,4,74.55012853,65-75%
3129,21000,20130.32,36,F,เกษตรกร,14000,MC,HONDA,SUPER CUB 110,2017,CC,28500,S1,18/10/2022,S1,PL,38,6,73.68421053,65-75%
3130,12500,12500,24,F,STREET VENDOR,10000,MC,YAMAHA,FINO (4DO),2009,AA,17000,S1,18/10/2022,S1,PL,45,14,73.52941176,65-75%
3131,26000,25574.04,24,F,เกษตรกร,10000,MC,HONDA,WAVE 110 I,2013,BW,35000,S1,18/10/2022,S1,PL,55,10,74.28571429,65-75%
3132,22000,22000,18,M,STREET VENDOR,25000,MC,HONDA,WAVE 110 I,2012,BC,36000,S1,18/10/2022,S1,PL,40,11,61.11111111,65-75%
3133,20000,20000,18,F,อื่นๆ,12000,MC,HONDA,WAVE 110 I,2017,CV,42000,S1,18/10/2022,S1,PL,27,6,47.61904762,30-50%
3134,34000,34000,36,M,อื่นๆ,20000,MC,YAMAHA,EXCITER 150,2020,CN,56500,S1,19/10/2022,S1,PL,40,3,60.17699115,65-75%
3135,28000,27059.53,18,F,STREET VENDOR,25000,MC,HONDA,SCOOPY I,2019,CK,38500,S1,19/10/2022,S1,PL,55,4,72.72727273,65-75%
3136,14000,13024.24,24,M,เกษตรกร,10000,MC,HONDA,WAVE 110 I,2009,AF,19000,S1,19/10/2022,S1,PL,62,14,73.68421053,65-75%
3137,12600,11908.79,18,F,อื่นๆ,12000,MC,YAMAHA,FINO 115,2013,AJ,19500,S1,19/10/2022,S1,PL,44,10,64.61538462,65-75%
3138,13000,13000,12,F,STREET VENDOR,25000,MC,HONDA,CLICK 110I,2009,AC,17500,S1,19/10/2022,S1,PL,54,14,74.28571429,65-75%
3139,255000,255000,60,M,STREET VENDOR,30000,PU,FORD,RANGER,2017,BC,365000,S1,19/10/2022,S1,PL,31,6,69.8630137,65-75%
3140,31000,30447.3,24,M,STREET VENDOR,13000,MC,HONDA,WAVE 110 I,2019,DO,42000,S1,19/10/2022,S1,PL,33,4,73.80952381,65-75%
3141,29000,29000,36,M,อื่นๆ,15000,MC,HONDA,WAVE 110 I,2016,CK,39000,S1,19/10/2022,S1,PL,39,7,74.35897436,65-75%
3142,15500,15104.4,36,F,STREET VENDOR,12000,MC,HONDA,SCOOPY I,2010,AS,23000,S1,19/10/2022,S1,PL,48,13,67.39130435,65-75%
3143,8100,7429.16,12,M,STREET VENDOR,40000,MC,YAMAHA,MIO 125,2010,AE,12500,S1,19/10/2022,S1,PL,43,13,64.8,65-75%
3144,30000,28787.26,36,M,STREET VENDOR,35000,CAR,TOYOTA,VIOS,2004,FE,116000,S1,19/10/2022,S1,PL,44,19,25.86206897,30%
3145,27000,27000,36,F,อื่นๆ,12000,MC,HONDA,SCOOPY I,2019,CN,37000,S1,19/10/2022,S1,PL,40,4,72.97297297,65-75%
3146,29000,28813.52,36,F,STREET VENDOR,9000,MC,HONDA,WAVE 110 I,2016,CK,39000,S1,19/10/2022,S1,PL,28,7,74.35897436,65-75%
3147,12500,12228.68,12,F,STREET VENDOR,20000,MC,HONDA,CLICK 110I,2010,AE,17000,S1,19/10/2022,S1,PL,44,13,73.52941176,65-75%
3148,28000,26820.63,36,M,STREET VENDOR,23000,MC,YAMAHA,QBIX 125 ABS,2018,BV,38000,S1,20/10/2022,S1,PL,34,5,73.68421053,65-75%
3149,15000,14364.26,36,F,พนักงานบริษัท,12000,MC,HONDA,WAVE 110 I,2011,AI,21000,S1,20/10/2022,S1,PL,31,12,71.42857143,65-75%
3150,26000,25779.16,36,F,เกษตรกร,20000,MC,HONDA,WAVE 110 I,2014,CH,35000,S1,20/10/2022,S1,PL,58,9,74.28571429,65-75%
3151,25000,25000,36,F,STREET VENDOR,13000,MC,HONDA,WAVE 110 I,2019,DS,43000,S2,14/1/2023,S1,PL,53,4,58.13953488,50-65%
3152,27000,26768.36,36,F,STREET VENDOR,20000,MC,HONDA,DREAM 110I,2017,CO,53000,S1,20/10/2022,S1,PL,41,6,50.94339623,50-65%
3153,9500,9500,12,F,STREET VENDOR,30000,MC,GPX,COUNTRY 125,2014,AA,13500,S1,20/10/2022,S1,PL,40,9,70.37037037,65-75%
3154,28500,28500,36,M,STREET VENDOR,18000,MC,HONDA,SUPER CUB 110I,2019,CP,38000,S1,20/10/2022,S1,PL,39,4,75,65-75%
3155,260000,260000,48,F,พนักงานรัฐวิสาหกิจ,18634,CAR,HONDA,CITY,2017,AS,400000,S2,6/1/2023,S1,PL,29,6,65,65-75%
3156,25000,25000,36,M,อื่นๆ,30000,MC,HONDA,WAVE 110 I,2013,CC,35500,S1,21/10/2022,S1,PL,36,10,70.42253521,65-75%
3157,24000,22903.24,36,F,STREET VENDOR,12000,MC,HONDA,CLICK 125I,2017,BD,32000,S1,21/10/2022,S1,PL,63,6,75,65-75%
3158,24500,24384.56,36,F,พนักงานบริษัท,15000,MC,HONDA,SCOOPY I,2018,BZ,33000,S1,21/10/2022,S1,PL,35,5,74.24242424,65-75%
3159,29000,29000,24,M,อื่นๆ,15000,MC,HONDA,DREAM 110I,2017,CO,53000,S1,21/10/2022,S1,PL,27,6,54.71698113,50-65%
3160,28000,27064.68,36,F,STREET VENDOR,20000,MC,HONDA,WAVE 110 I,2019,DS,43000,S2,9/1/2023,S1,PL,31,4,65.11627907,65-75%
3161,17500,17181.71,24,F,STREET VENDOR,25000,MC,HONDA,SCOOPY I,2015,CQ,31000,S1,21/10/2022,S1,PL,39,8,56.4516129,50-65%
3162,10000,9854.41,12,M,อื่นๆ,13000,MC,HONDA,SCOOPY I,2013,AT,22500,S1,21/10/2022,S1,PL,35,10,44.44444444,30-50%
3163,26400,26400,24,F,เกษตรกร,15000,MC,HONDA,WAVE 110 I,2013,BW,35000,S1,21/10/2022,S1,PL,38,10,75.42857143,75%
3164,20000,19190.75,24,M,อื่นๆ,15000,MC,HONDA,CLICK 125I,2017,BD,32000,S1,21/10/2022,S1,PL,43,6,62.5,65-75%
3165,21200,20754.96,24,M,เกษตรกร,15000,MC,HONDA,MSX 125,2015,BK,28500,S1,21/10/2022,S1,PL,24,8,74.38596491,65-75%
3166,27000,26972.86,12,F,เกษตรกร,20000,MC,HONDA,WAVE 110 I,2012,BC,36000,S1,21/10/2022,S1,PL,44,11,75,65-75%
3167,18400,18051.86,24,F,เกษตรกร,15000,MC,HONDA,CLICK 125I,2013,AI,24500,S1,22/10/2022,S1,PL,34,10,75.10204082,75%
3168,29000,28462.75,24,F,พนักงานบริษัท,20000,MC,HONDA,WAVE 125 I,2019,DR,38900,S1,22/10/2022,S1,PL,26,4,74.55012853,65-75%
3169,24500,23706.36,18,M,พนักงานบริษัท,15000,MC,HONDA,WAVE 125 I,2017,CP,32500,S1,22/10/2022,S1,PL,41,6,75.38461538,75%
3170,160000,159686.1,60,F,อาจารย์,11400,PU,MITSUBISHI,TRITON,2019,BD,610000,S1,22/10/2022,S1,PL,45,4,26.2295082,30%
3171,13500,12686.25,12,M,STREET VENDOR,20000,MC,HONDA,ZOOMER X 110I,2014,BT,21000,S1,22/10/2022,S1,PL,52,9,64.28571429,65-75%
3172,10000,9661.26,18,M,พนักงานบริษัท,12000,MC,HONDA,WAVE 125 I,2021,DK,49000,S1,24/10/2022,S1,PL,35,2,20.40816327,30%
3173,30000,28513.17,36,F,เกษตรกร,15000,MC,HONDA,WAVE 110 I,2017,CT,41000,S1,24/10/2022,S1,PL,53,6,73.17073171,65-75%
3174,15500,13912.93,18,F,STREET VENDOR,30000,MC,HONDA,SCOOPY I,2010,BC,21000,S1,24/10/2022,S1,PL,55,13,73.80952381,65-75%
