,Principal Approve Amount,Principal Amount,Repayment Tenor Month Number,Gender,Occupation Description,Total Income Amount (Month),Collateral Type Code,Vehicle Brand,Vehicle Model,Vehicle Release Year,Vehicle Sub Model,Evaluation Amount,System CAR Code (Daily),System CAR Code Date,Final CAR Code Previous Month,DPD,age,Vehicle Age,per_LTV,per_LTV_cate
2812,24000,23612.96,24,M,พนักงานบริษัท,10000,MC,HONDA,ZOOMER X 110I,2018,CY,34500,S1,16/9/2022,S1,PL,27,5,69.56521739,65-75%
2813,28500,28305.38,18,F,พนักงานรัฐวิสาหกิจ,13000,MC,HONDA,WAVE 110 I,2012,BF,38000,S1,16/9/2022,S1,PL,36,11,75,65-75%
2814,30000,29753.22,36,M,อื่นๆ,10000,MC,HONDA,WAVE 110 I,2017,CT,41000,S1,16/9/2022,S1,PL,41,6,73.17073171,65-75%
2815,27000,25661.56,24,F,เกษตรกร,20000,MC,HONDA,WAVE 110 I,2012,BC,36000,S1,16/9/2022,S1,PL,57,11,75,65-75%
2816,27500,27500,36,F,พนักงานบริษัท,14000,MC,YAMAHA,FINO 125,2018,AN,36500,S1,10/1/2023,S2,PL,48,5,75.34246575,75%
2817,22000,21970.99,36,F,เกษตรกร,15000,MC,HONDA,WAVE 125,2010,BF,30500,S1,16/9/2022,S1,PL,39,13,72.13114754,65-75%
2818,9000,8297.2,18,F,อื่นๆ,10000,MC,YAMAHA,NOUVO 135,2008,AD,12000,S1,16/9/2022,S1,PL,56,15,75,65-75%
2819,210000,210000,60,F,STREET VENDOR,40000,CAR,TOYOTA,PRIUS,2010,EZ,290000,S2,9/1/2023,S1,PL,33,13,72.4137931,65-75%
2820,168000,168000,60,M,STREET VENDOR,20000,PU,TOYOTA,HILUX VIGO,2012,CO,297500,S2,9/1/2023,S1,PL,30,11,56.47058824,50-65%
2821,15000,14726.75,24,M,เกษตรกร,15000,MC,HONDA,WAVE 110 I,2010,AG,20000,S1,16/9/2022,S1,PL,47,13,75,65-75%
2822,25000,24251.24,18,F,STREET VENDOR,15000,MC,GPX,LEGEND 150,2019,AQ,36000,S1,16/9/2022,S1,PL,26,4,69.44444444,65-75%
2823,26800,25492.86,24,F,อื่นๆ,10000,MC,HONDA,CLICK 125I,2018,BC,35500,S1,16/9/2022,S1,PL,45,5,75.49295775,75%
2825,140000,140000,60,F,STREET VENDOR,20000,CAR,MG,MG3,2015,AN,203000,S2,6/1/2023,S1,PL,33,8,68.96551724,65-75%
2826,23000,21857.87,24,M,อื่นๆ,25000,MC,HONDA,ZOOMER X 110I,2017,CN,31000,S1,16/9/2022,S1,PL,64,6,74.19354839,65-75%
2827,30000,28436.94,24,F,พนักงานบริษัท,15000,MC,HONDA,WAVE 110 I,2017,CT,41000,S1,16/9/2022,S1,PL,32,6,73.17073171,65-75%
2828,24000,22748.8,24,F,อื่นๆ,15000,MC,HONDA,WAVE 110 I,2015,CK,37000,S1,16/9/2022,S1,PL,27,8,64.86486486,65-75%
2829,31500,29571.14,36,M,STREET VENDOR,20000,MC,HONDA,WAVE 110 I,2018,DG,42000,S1,16/9/2022,S1,PL,43,5,75,65-75%
2830,32000,31330.46,36,F,STREET VENDOR,30000,MC,HONDA,WAVE 110 I,2018,DE,41000,S1,16/9/2022,S1,PL,34,5,78.04878049,75%
2831,18000,17114.25,24,F,อื่นๆ,10000,MC,YAMAHA,GT 125,2016,CP,24000,S1,16/9/2022,S1,PL,54,7,75,65-75%
2832,11000,10827.38,24,F,อื่นๆ,12000,MC,YAMAHA,FINO (4DO),2009,AA,17000,S1,17/9/2022,S1,PL,25,14,64.70588235,65-75%
2833,17000,15934.82,36,M,เกษตรกร,8000,MC,HONDA,SCOOPY I,2012,BO,23000,S1,17/9/2022,S1,PL,60,11,73.91304348,65-75%
2834,15000,14200.31,18,F,พนักงานบริษัท,15000,MC,HONDA,WAVE 110 I,2021,DM,44000,S1,17/9/2022,S1,PL,46,2,34.09090909,30-50%
2835,24000,22622.31,12,F,พนักงานบริษัท,14000,MC,HONDA,WAVE 110 I,2013,BW,35000,S1,17/9/2022,S1,PL,28,10,68.57142857,65-75%
2836,26500,26320.53,24,F,ข้าราชการ,22300,MC,HONDA,WAVE 110 I,2013,CC,35500,S1,17/9/2022,S1,PL,42,10,74.64788732,65-75%
2837,30000,29270.32,24,F,อื่นๆ,6500,MC,HONDA,WAVE 110 I,2016,CL,40000,S2,14/1/2023,S1,PL,24,7,75,65-75%
2838,16500,16456.73,36,M,อื่นๆ,20000,MC,HONDA,WAVE 100,2008,AO,22000,S1,17/9/2022,S1,PL,49,15,75,65-75%
2839,29000,27356.69,36,F,พนักงานรัฐวิสาหกิจ,10000,MC,HONDA,WAVE 110 I,2016,CI,39000,S1,17/9/2022,S1,PL,41,7,74.35897436,65-75%
2840,300000,300000,60,M,เกษตรกร,40000,PU,TOYOTA,HILUX VIGO,2013,FI,487500,S1,17/9/2022,S1,PL,54,10,61.53846154,65-75%
2843,15000,14500.7,18,M,พนักงานบริษัท,17000,MC,HONDA,WAVE 100,2008,AO,22000,S1,18/9/2022,S1,PL,27,15,68.18181818,65-75%
2844,30000,29252.76,24,F,STREET VENDOR,15000,MC,HONDA,WAVE 110 I,2017,CR,40000,S2,6/1/2023,S1,PL,24,6,75,65-75%
2845,12500,12486.35,12,M,พนักงานบริษัท,30000,MC,HONDA,CLICK 110I,2010,AE,17000,S1,18/9/2022,S1,PL,46,13,73.52941176,65-75%
2846,10000,8336.01,12,F,STREET VENDOR,12000,MC,YAMAHA,FINO 115,2014,AO,20000,S1,19/9/2022,S1,PL,38,9,50,30-50%
2849,100000,100000,60,F,อาจารย์,16430,CAR,FORD,FOCUS,2011,AK,171500,S2,9/1/2023,S1,PL,51,12,58.3090379,50-65%
2850,28000,27017.25,30,F,อื่นๆ,9000,MC,HONDA,WAVE 110 I,2012,BF,38000,S1,19/9/2022,S1,PL,65,11,73.68421053,65-75%
2852,30000,29475.51,24,M,พนักงานบริษัท,19000,MC,HONDA,SUPER CUB 110,2020,DA,42000,S1,19/9/2022,S1,PL,36,3,71.42857143,65-75%
2853,220000,219526.1,54,F,บุคลากรทางการแพทย์,32000,CAR,TOYOTA,COROLLA ALTIS,2014,BA,295500,S2,6/1/2023,S1,PL,35,9,74.4500846,65-75%
2854,18000,17569.1,36,F,พนักงานบริษัท,10000,MC,YAMAHA,FINO (MLEKE),2012,AE,25000,S1,19/9/2022,S1,PL,41,11,72,65-75%
2855,28000,27902.58,36,F,STREET VENDOR,40000,MC,HONDA,MSX 125,2018,BP,37500,S1,19/9/2022,S1,PL,35,5,74.66666667,65-75%
2856,249000,249000,60,M,พนักงานบริษัท,20000,PU,MITSUBISHI,TRITON,2015,BJ,354000,S1,19/9/2022,S1,PL,28,8,70.33898305,65-75%
2857,15000,14565.43,36,F,STREET VENDOR,20000,MC,HONDA,SCOOPY I,2010,AS,23000,S1,19/9/2022,S1,PL,38,13,65.2173913,65-75%
2858,27000,26353.4,36,F,พนักงานบริษัท,15000,MC,HONDA,SCOOPY I,2019,CN,37000,S1,19/9/2022,S1,PL,24,4,72.97297297,65-75%
2859,173000,170499.71,60,M,อื่นๆ,15000,PU,ISUZU,D-MAX,2005,BT,230500,S1,19/9/2022,S1,PL,59,18,75.05422993,75%
2860,25000,24777.43,30,F,อื่นๆ,12000,MC,HONDA,WAVE 110 I,2013,CC,35500,S1,19/9/2022,S1,PL,49,10,70.42253521,65-75%
2861,290000,290000,60,F,STREET VENDOR,30000,PU,TOYOTA,HILUX VIGO,2012,DX,363500,S1,19/9/2022,S1,PL,32,11,79.77991747,75%
2862,18000,17647.82,18,M,อื่นๆ,9000,CAR,TOYOTA,SOLUNA,1997,IJ,60500,S1,19/9/2022,S1,PL,62,26,29.75206612,30%
2863,11000,11000,18,F,STREET VENDOR,10000,MC,YAMAHA,FINO (4DO),2009,AA,17000,S1,19/9/2022,S1,PL,51,14,64.70588235,65-75%
2864,24000,23444.13,36,F,เกษตรกร,25000,MC,HONDA,MSX 125,2018,BR,32000,S1,19/9/2022,S1,PL,40,5,75,65-75%
2865,90000,90000,60,F,อาจารย์,30000,PU,NISSAN,FRONTIER NAVARA,2011,AD,254000,S2,9/1/2023,S1,PL,50,12,35.43307087,30-50%
2866,39000,39000,30,F,อื่นๆ,23000,MC,HONDA,PCX 150,2015,CF,52000,S2,9/1/2023,S1,PL,32,8,75,65-75%
2867,30000,29597.84,36,F,อื่นๆ,15000,MC,HONDA,WAVE 110 I,2016,CL,40000,S2,12/1/2023,S1,PL,50,7,75,65-75%
2868,12000,10864.39,18,F,อื่นๆ,11000,MC,YAMAHA,FINO (4DO),2009,AA,17000,S1,4/1/2023,S2,PL,31,14,70.58823529,65-75%
2869,178000,174188.89,48,M,พนักงานบริษัท,23000,CAR,HONDA,BRIO,2013,AR,236000,S2,6/1/2023,S1,PL,40,10,75.42372881,75%
2870,90000,90000,60,M,STREET VENDOR,28600,CAR,TOYOTA,VIOS,2003,CV,124500,S2,9/1/2023,S1,PL,36,20,72.28915663,65-75%
2871,125000,125000,60,M,เกษตรกร,30000,PU,ISUZU,D-MAX,2002,BV,184000,S1,19/9/2022,S1,PL,63,21,67.93478261,65-75%
2872,33000,32599.61,36,M,STREET VENDOR,13000,MC,YAMAHA,N-MAX 155,2018,DA,51000,S2,6/1/2023,S1,PL,52,5,64.70588235,65-75%
2873,140000,140000,48,M,อื่นๆ,13000,PU,MITSUBISHI,TRITON,2008,AM,199500,S1,19/9/2022,S1,PL,33,15,70.1754386,65-75%
2874,30000,28750.03,30,M,อื่นๆ,12000,MC,HONDA,WAVE 110 I,2018,DE,41000,S1,20/9/2022,S1,PL,31,5,73.17073171,65-75%
2875,20000,19500.47,36,F,อื่นๆ,15000,MC,HONDA,WAVE 125 I,2021,DK,49000,S1,20/9/2022,S1,PL,64,2,40.81632653,30-50%
2876,17000,16787.67,36,F,เกษตรกร,10000,MC,HONDA,WAVE 110 I,2016,CK,39000,S2,6/1/2023,S1,PL,40,7,43.58974359,30-50%
2877,26000,25467.49,24,F,อื่นๆ,18000,MC,HONDA,WAVE 110 I,2013,BW,35000,S1,20/9/2022,S1,PL,37,10,74.28571429,65-75%
2878,27000,26974.66,36,F,พนักงานบริษัท,12000,MC,YAMAHA,FINN 115I,2020,AJ,36000,S1,19/12/2022,S2,PL,29,3,75,65-75%
2879,23000,22650.29,24,M,เกษตรกร,9000,PU,TOYOTA,HILUX MIGHTY X,1994,BI,82000,S1,20/9/2022,S1,PL,47,29,28.04878049,30%
2880,4800,4147.44,12,M,อื่นๆ,8600,MC,HONDA,WAVE 100,2005,AD,16000,S1,20/9/2022,S1,PL,44,18,30,30%
2881,26300,25642.75,36,F,พนักงานบริษัท,15000,MC,HONDA,WAVE 110 I,2013,BW,35000,S1,20/9/2022,S1,PL,33,10,75.14285714,75%
2882,135000,135000,60,F,STREET VENDOR,30000,CAR,NISSAN,ALMERA,2012,BV,192000,S2,12/1/2023,S1,PL,41,11,70.3125,65-75%
2883,30000,29839.54,36,F,STREET VENDOR,9000,MC,HONDA,WAVE 110 I,2018,DG,42000,S1,20/9/2022,S1,PL,46,5,71.42857143,65-75%
2885,25200,24557.67,36,F,พนักงานบริษัท,26000,MC,YAMAHA,GRAND FILANO 125,2017,AT,33500,S1,20/9/2022,S1,PL,30,6,75.2238806,75%
2886,170000,170000,60,M,อื่นๆ,20000,PU,ISUZU,D-MAX,2006,CQ,221500,S1,20/9/2022,S1,PL,28,17,76.74943567,75%
2887,24000,23947.4,18,F,อื่นๆ,15000,MC,YAMAHA,FINN 115I,2019,AK,32000,S1,20/9/2022,S1,PL,53,4,75,65-75%
2888,148000,148000,60,M,STREET VENDOR,25000,PU,ISUZU,D-MAX,2003,AG,186000,S2,12/1/2023,S1,PL,51,20,79.56989247,75%
2890,138000,138000,60,M,พนักงานบริษัท,22000,CAR,NISSAN,ALMERA,2013,BI,196000,S2,9/1/2023,S1,PL,57,10,70.40816327,65-75%
2891,21000,20471.58,36,M,พนักงานบริษัท,16000,MC,HONDA,MSX 125,2015,BK,28500,S1,20/9/2022,S1,PL,39,8,73.68421053,65-75%
2892,24000,22476.87,36,M,อื่นๆ,8000,MC,HONDA,WAVE 110 I,2015,CM,38000,S1,20/9/2022,S1,PL,30,8,63.15789474,65-75%
2893,313000,313000,60,M,อื่นๆ,30000,PU,TOYOTA,HILUX REVO,2017,EW,389000,S2,9/1/2023,S1,PL,45,6,80.46272494,75%
2894,30000,28989.28,36,F,พนักงานบริษัท,15000,MC,HONDA,WAVE 110 I,2018,DE,41000,S1,20/9/2022,S1,PL,24,5,73.17073171,65-75%
2896,27000,26211.7,36,F,พนักงานบริษัท,12000,MC,HONDA,WAVE 110 I,2012,BC,36000,S1,20/9/2022,S1,PL,35,11,75,65-75%
2897,27000,27000,36,F,STREET VENDOR,25000,MC,YAMAHA,M-SLAZ 150,2016,AR,37000,S1,20/9/2022,S1,PL,43,7,72.97297297,65-75%
2898,26000,25201.62,36,F,อื่นๆ,8000,MC,HONDA,WAVE 110 I,2013,BW,35000,S1,20/9/2022,S1,PL,38,10,74.28571429,65-75%
2899,29000,28905.7,24,M,พนักงานบริษัท,12000,MC,HONDA,WAVE 125 I,2019,DR,38900,S1,20/9/2022,S1,PL,27,4,74.55012853,65-75%
2901,12000,11296.15,24,F,ข้าราชการ,15000,MC,YAMAHA,FINO (4DO),2008,AA,17000,S1,21/9/2022,S1,PL,46,15,70.58823529,65-75%
2902,28500,28500,30,F,อื่นๆ,15000,MC,HONDA,SUPER CUB 110I,2019,CP,38000,S2,3/1/2023,S1,PL,26,4,75,65-75%
2903,27900,25537.69,18,M,พนักงานบริษัท,24000,MC,HONDA,WAVE 110 I,2015,CI,37000,S1,21/9/2022,S1,PL,27,8,75.40540541,75%
2904,200000,195618.56,36,F,อื่นๆ,18000,CAR,TOYOTA,COROLLA ALTIS,2014,BB,309000,S2,6/1/2023,S1,PL,52,9,64.72491909,65-75%
2905,13000,12220.75,24,F,ข้าราชการ,15000,MC,YAMAHA,FINO (4DO),2008,AA,17000,S1,21/9/2022,S1,PL,46,15,76.47058824,75%
2906,26000,25556.49,24,F,STREET VENDOR,15000,MC,HONDA,WAVE 110 I,2013,BW,35000,S1,21/9/2022,S1,PL,47,10,74.28571429,65-75%
2907,30000,28913.93,36,F,STREET VENDOR,18000,MC,HONDA,WAVE 110 I,2017,CR,40000,S1,21/9/2022,S1,PL,28,6,75,65-75%
2908,9800,9001.97,18,M,พนักงานบริษัท,15000,MC,YAMAHA,MIO 125,2011,AF,13000,S1,21/9/2022,S1,PL,34,12,75.38461538,75%
2909,30000,29856.81,36,M,พนักงานบริษัท,10350,MC,HONDA,WAVE 110 I,2022,CH,44500,S1,21/9/2022,S1,PL,21,1,67.41573034,65-75%
2910,50000,50000,36,F,STREET VENDOR,30000,MC,HONDA,PCX 160,2022,BT,84000,S1,21/9/2022,S1,PL,31,1,59.52380952,50-65%
2911,5000,4247.09,12,M,อื่นๆ,10000,MC,HONDA,WAVE 100,2006,AI,18000,S1,15/1/2023,S2,PL,58,17,27.77777778,30%
2912,11000,9496.72,12,F,STREET VENDOR,15000,MC,GPX,DEMON 125,2016,AF,16000,S1,21/9/2022,S1,PL,44,7,68.75,65-75%
2913,50000,47340.45,24,M,อื่นๆ,40000,PU,TOYOTA,HILUX REVO,2018,CN,536500,S1,21/9/2022,S1,PL,41,5,9.319664492,30%
2914,134000,134000,60,F,เกษตรกร,22000,CAR,MITSUBISHI,MIRAGE,2013,AF,207500,S1,22/9/2022,S1,PL,51,10,64.57831325,65-75%
2915,150000,149564.43,60,F,พนักงานบริษัท,20000,PU,ISUZU,D-MAX,2005,AX,200500,S1,11/1/2023,S2,PL,29,18,74.81296758,65-75%
2916,98400,98400,48,M,STREET VENDOR,10000,PU,TOYOTA,HILUX TIGER,1999,OG,164000,S2,9/1/2023,S1,PL,67,24,60,50-65%
2917,23000,22735.39,36,F,STREET VENDOR,20000,MC,HONDA,ZOOMER X 110I,2017,CN,31000,S1,22/9/2022,S1,PL,24,6,74.19354839,65-75%
2918,119000,119000,60,M,STREET VENDOR,15000,CAR,TOYOTA,YARIS,2006,DG,159000,S2,9/1/2023,S1,PL,39,17,74.8427673,65-75%
2919,215000,214585.39,60,F,อื่นๆ,20000,CAR,TOYOTA,VIOS,2014,DG,288500,S2,6/1/2023,S1,PL,33,9,74.52339688,65-75%
2921,29000,28900.43,24,M,เกษตรกร,15000,MC,HONDA,WAVE 125 I,2019,DR,38900,S1,22/9/2022,S1,PL,27,4,74.55012853,65-75%
2922,15000,13864.8,24,F,STREET VENDOR,30000,MC,HONDA,WAVE 110 I,2018,DE,41000,S1,22/9/2022,S1,PL,32,5,36.58536585,30-50%
2923,123000,123000,60,F,STREET VENDOR,25000,CAR,HONDA,CIVIC,2003,AT,164000,S2,6/1/2023,S1,PL,38,20,75,65-75%
2924,15000,12630.21,12,F,อื่นๆ,30000,MC,HONDA,WAVE 100,2007,AI,20000,S2,6/1/2023,S1,PL,38,16,75,65-75%
2925,18000,14011.77,12,M,อื่นๆ,20000,MC,YAMAHA,FINO (MLEKE),2011,AD,24000,S1,16/1/2023,S2,PL,49,12,75,65-75%
2926,15000,12929.59,12,F,อื่นๆ,12000,MC,HONDA,WAVE 110 I,2011,AI,21000,S1,22/9/2022,S1,PL,47,12,71.42857143,65-75%
2927,200000,200000,60,F,STREET VENDOR,25000,CAR,TOYOTA,YARIS,2013,FW,279500,S1,22/9/2022,S1,PL,25,10,71.55635063,65-75%
2928,100000,100000,60,M,อื่นๆ,17000,CAR,HONDA,JAZZ,2006,CB,158000,S1,22/9/2022,S1,PL,47,17,63.29113924,65-75%
2929,6300,6300,12,F,เกษตรกร,30000,MC,RYUKA,SAVE-II S,2020,AC,21000,S2,3/1/2023,S1,PL,37,3,30,30%
2930,17500,16565.55,24,F,เกษตรกร,14000,MC,YAMAHA,FINO (MLEKE),2010,AL,23500,S1,22/9/2022,S1,PL,57,13,74.46808511,65-75%
2931,14500,14308.65,18,F,อื่นๆ,15000,MC,HONDA,ICON,2008,AX,19500,S1,23/9/2022,S1,PL,38,15,74.35897436,65-75%
2932,13000,12660.75,36,F,STREET VENDOR,20000,MC,HONDA,CLICK 110I,2009,AC,17500,S1,23/9/2022,S1,PL,38,14,74.28571429,65-75%
2933,22000,21812.37,36,M,อื่นๆ,10000,MC,YAMAHA,MIO 125I,2015,BR,30000,S1,23/9/2022,S1,PL,52,8,73.33333333,65-75%
2935,15000,13716.78,18,M,พนักงานบริษัท,14000,MC,HONDA,WAVE 125 I,2017,CP,32500,S1,23/9/2022,S1,PL,29,6,46.15384615,30-50%
2936,105000,105000,60,F,บุคลากรทางการแพทย์,40000,CAR,TOYOTA,VIOS,2007,AV,162000,S2,12/1/2023,S1,PL,38,16,64.81481481,65-75%
2937,15800,13623.01,12,F,พนักงานบริษัท,20000,MC,HONDA,SCOOPY I,2010,AS,23000,S1,23/9/2022,S1,PL,45,13,68.69565217,65-75%
2938,20000,18322.45,18,F,อื่นๆ,9000,MC,HONDA,SCOOPY,2012,BG,33000,S1,23/9/2022,S1,PL,62,11,60.60606061,65-75%
2939,22000,21812.37,36,F,STREET VENDOR,30000,MC,HONDA,CLICK 125I,2016,AT,30000,S1,23/9/2022,S1,PL,28,7,73.33333333,65-75%
2940,17000,16988.54,36,M,พนักงานบริษัท,15000,MC,YAMAHA,FINO (MLEKE),2010,AL,23500,S1,23/9/2022,S1,PL,45,13,72.34042553,65-75%
2941,197000,193676.72,60,M,STREET VENDOR,20000,PU,TOYOTA,HILUX VIGO,2009,CO,247000,S1,23/9/2022,S1,PL,28,14,79.75708502,75%
2942,23400,22682.6,24,M,อื่นๆ,13000,MC,HONDA,WAVE 110 I,2012,BC,36000,S1,23/9/2022,S1,PL,56,11,65,65-75%
2943,18000,18000,36,F,อื่นๆ,10000,MC,YAMAHA,FINO (MLEKE),2011,AD,24000,S1,23/9/2022,S1,PL,61,12,75,65-75%
2944,10000,9459.37,24,M,อื่นๆ,10000,MC,HONDA,WAVE 110 I,2012,BC,36000,S1,23/9/2022,S1,PL,55,11,27.77777778,30%
2946,20000,18919.88,24,M,อื่นๆ,40000,MC,HONDA,WAVE 110 I,2012,BC,36000,S1,23/9/2022,S1,PL,43,11,55.55555556,50-65%
2947,33000,32973.94,36,F,เกษตรกร,10000,MC,HONDA,WAVE 110 I,2019,DT,44000,S1,23/9/2022,S1,PL,60,4,75,65-75%
2948,14000,11892.15,12,F,พนักงานบริษัท,10000,MC,HONDA,SCOOPY I,2011,AR,24000,S1,23/9/2022,S1,PL,45,12,58.33333333,50-65%
2949,26800,26233.42,36,M,พนักงานบริษัท,13852,MC,HONDA,WAVE 110 I,2013,CC,35500,S2,3/1/2023,S1,PL,35,10,75.49295775,75%
2950,26000,25306.32,36,F,อื่นๆ,15000,MC,HONDA,WAVE 110 I,2016,CM,40000,S1,24/9/2022,S1,PL,26,7,65,65-75%
2951,26400,26232.21,36,F,อื่นๆ,15000,MC,HONDA,WAVE 110 I,2014,CH,35000,S1,24/9/2022,S1,PL,27,9,75.42857143,75%
2952,23400,22762.92,36,M,อื่นๆ,20000,MC,HONDA,WAVE 110 I,2014,CJ,36000,S2,6/1/2023,S1,PL,30,9,65,65-75%
2953,13000,12416.99,36,F,STREET VENDOR,18000,MC,HONDA,CLICK 110I,2010,AD,17500,S2,14/1/2023,S1,PL,24,13,74.28571429,65-75%
2954,25000,23655.46,24,F,ข้าราชการ,25000,MC,HONDA,SCOOPY I,2017,CB,26500,S1,24/9/2022,S1,PL,54,6,94.33962264,75%
2955,27000,23260.3,12,F,พนักงานบริษัท,13000,MC,HONDA,CLICK 125I,2019,BD,42000,S1,25/9/2022,S1,PL,27,4,64.28571429,65-75%
2956,30000,28864.46,24,F,STREET VENDOR,30000,CAR,TOYOTA,VIOS,2003,DL,119000,S1,25/9/2022,S1,PL,40,20,25.21008403,30%
2957,15000,12922.93,12,M,พนักงานบริษัท,20000,MC,YAMAHA,FINO (MLEKE),2011,AD,24000,S1,25/9/2022,S1,PL,38,12,62.5,65-75%
2958,210000,209376.56,60,M,STREET VENDOR,20000,PU,ISUZU,D-MAX,2007,CT,304500,S1,25/9/2022,S1,PL,42,16,68.96551724,65-75%
2959,20000,19911.4,12,F,เกษตรกร,20000,MC,HONDA,WAVE 110 I,2015,CI,37000,S1,26/9/2022,S1,PL,34,8,54.05405405,50-65%
2960,27800,27593.92,36,F,เกษตรกร,15000,MC,HONDA,WAVE 110 I,2015,CK,37000,S1,26/9/2022,S1,PL,57,8,75.13513514,75%
2961,25000,24481.41,24,F,STREET VENDOR,12000,MC,HONDA,WAVE 110 I,2018,DH,43000,S1,26/9/2022,S1,PL,37,5,58.13953488,50-65%
2962,25000,23595.44,24,M,เกษตรกร,20000,MC,HONDA,WAVE 110 I,2017,CR,40000,S1,26/9/2022,S1,PL,70,6,62.5,65-75%
2963,27000,26243.96,36,M,อื่นๆ,9000,MC,HONDA,WAVE 110 I,2014,CJ,36000,S1,26/9/2022,S1,PL,52,9,75,65-75%
2964,12700,12344.13,36,F,พนักงานบริษัท,20000,MC,YAMAHA,SPARK 115 I,2012,AI,17000,S1,26/9/2022,S1,PL,45,11,74.70588235,65-75%
2965,26000,25260.92,36,F,STREET VENDOR,20000,MC,HONDA,WAVE 125 I,2018,DC,34900,S1,26/9/2022,S1,PL,45,5,74.49856734,65-75%
2966,15000,14682.85,24,F,STREET VENDOR,25000,MC,HONDA,SCOOPY I,2013,BI,20000,S1,26/9/2022,S1,PL,27,10,75,65-75%
2967,31000,28401.45,18,M,พนักงานบริษัท,20000,MC,HONDA,CLICK 125I,2019,BD,42000,S1,26/9/2022,S1,PL,34,4,73.80952381,65-75%
2968,27000,26165.17,36,F,อื่นๆ,9000,MC,HONDA,WAVE 110 I,2012,BF,38000,S1,26/9/2022,S1,PL,44,11,71.05263158,65-75%
2969,15000,12897.06,12,F,อื่นๆ,10000,MC,HONDA,SCOOPY I,2010,AS,23000,S1,26/9/2022,S1,PL,49,13,65.2173913,65-75%
2970,30000,25800.81,12,M,ข้าราชการ,33000,MC,HONDA,WAVE 110 I,2019,DU,44000,S1,26/9/2022,S1,PL,49,4,68.18181818,65-75%
2971,10000,9700.75,24,F,พนักงานบริษัท,15000,MC,HONDA,CLICK 110,2007,AB,13500,S2,14/1/2023,S1,PL,38,16,74.07407407,65-75%
2973,140000,140000,60,M,พนักงานบริษัท,40000,PU,MITSUBISHI,TRITON,2012,AQ,206500,S2,9/1/2023,S1,PL,43,11,67.79661017,65-75%
2974,16500,16435.81,36,F,STREET VENDOR,20000,MC,HONDA,SCOOPY I,2011,AR,24000,S1,12/12/2022,S2,PL,56,12,68.75,65-75%
2975,27000,25876.25,30,M,เกษตรกร,12000,MC,HONDA,WAVE 110 I,2012,BC,36000,S1,26/9/2022,S1,PL,69,11,75,65-75%
2976,13000,12832.47,36,F,อื่นๆ,9000,MC,HONDA,SCOOPY I,2014,BX,20000,S2,6/1/2023,S1,PL,33,9,65,65-75%
2977,300000,300000,60,M,พนักงานบริษัท,20000,PU,TOYOTA,HILUX VIGO,2013,EZ,399000,S1,26/9/2022,S1,PL,31,10,75.18796992,75%
2978,178000,178000,60,M,STREET VENDOR,25000,PU,TOYOTA,HILUX VIGO,2005,CQ,222000,S2,9/1/2023,S1,PL,28,18,80.18018018,75%
2979,4800,4125.7,12,F,อื่นๆ,10000,MC,HONDA,WAVE 100,2005,AD,16000,S1,27/9/2022,S1,PL,35,18,30,30%
2980,27000,26907.84,24,M,STREET VENDOR,30000,MC,HONDA,WAVE 110 I,2012,BC,36000,S1,27/9/2022,S1,PL,34,11,75,65-75%
2981,36400,36290.16,36,M,อื่นๆ,20000,MC,HONDA,PCX 150,2016,CF,56000,S2,6/1/2023,S1,PL,33,7,65,65-75%
2982,13000,12630.31,36,M,อื่นๆ,15000,MC,HONDA,WAVE 110 I,2008,AA,18000,S1,27/9/2022,S1,PL,42,15,72.22222222,65-75%
2983,195000,194051.76,60,M,STREET VENDOR,20000,PU,TOYOTA,HILUX VIGO,2008,BZ,248000,S1,27/9/2022,S1,PL,52,15,78.62903226,75%
2984,296000,296000,60,M,เกษตรกร,24000,PU,ISUZU,D-MAX,2016,AB,370000,S1,15/1/2023,S2,PL,37,7,80,75%
2985,184000,183013.05,60,M,เกษตรกร,20000,PU,TOYOTA,HILUX VIGO,2005,CF,230000,S1,27/9/2022,S1,PL,43,18,80,75%
2986,27700,26903.27,36,M,พนักงานบริษัท,11000,MC,HONDA,WAVE 110 I,2015,CI,37000,S1,27/9/2022,S1,PL,26,8,74.86486486,65-75%
2987,15800,15458.48,24,M,เลี้ยงสัตว์,10000,MC,HONDA,SCOOPY I,2010,BC,21000,S1,27/9/2022,S1,PL,64,13,75.23809524,75%
2988,150000,150000,60,F,อื่นๆ,17000,PU,MITSUBISHI,TRITON,2007,AY,235000,S1,27/9/2022,S1,PL,41,16,63.82978723,65-75%
2989,160000,160000,60,F,STREET VENDOR,15000,CAR,MAZDA,2,2011,BM,228500,S2,6/1/2023,S1,PL,35,12,70.02188184,65-75%
2991,15000,12904.76,12,F,เกษตรกร,13000,MC,HONDA,WAVE 110 I,2019,DT,44000,S1,27/9/2022,S1,PL,51,4,34.09090909,30-50%
2992,10000,8585.46,12,M,อื่นๆ,10000,MC,HONDA,WAVE 110 I,2009,AF,19000,S1,27/9/2022,S1,PL,63,14,52.63157895,50-65%
2993,13500,13500,36,F,พนักงานบริษัท,15000,MC,HONDA,WAVE 110 I,2010,AP,31000,S1,28/9/2022,S1,PL,33,13,43.5483871,30-50%
2994,16500,13933.82,12,M,พนักงานบริษัท,16000,MC,HONDA,WAVE 125 I,2012,BM,22000,S1,4/1/2023,S2,PL,39,11,75,65-75%
