,Principal Approve Amount,Principal Amount,Repayment Tenor Month Number,Gender,Occupation Description,Total Income Amount (Month),Collateral Type Code,Vehicle Brand,Vehicle Model,Vehicle Release Year,Vehicle Sub Model,Evaluation Amount,System CAR Code (Daily),System CAR Code Date,Final CAR Code Previous Month,DPD,age,Vehicle Age
931,30000.0,29943.13,36,M,ข้าราชการ,15000.0,MC,HONDA,WAVE 110 I,2017,CU,42000,S1,2022-09-14,S1,PL,35,6
932,13500.0,11682.27,18,M,เกษตรกร,10000.0,MC,HONDA,WAVE 110 I,2008,AA,18000,S1,2022-08-17,S1,PL,44,15
933,140000.0,138930.54,60,M,อื่นๆ,37000.0,CAR,TOYOTA,VIOS,2010,DV,210500,S2,2023-01-09,S1,PL,54,13
934,24000.0,23767.51,24,F,พนักงานบริษัท,10000.0,MC,HONDA,SCOOPY I,2017,CA,32000,S1,2022-10-07,S1,PL,26,6
935,33000.0,32029.88,36,M,เกษตรกร,15000.0,MC,HONDA,WAVE 110 I,2020,EG,44000,S2,2023-01-06,S1,PL,47,3
936,200000.0,200000.0,60,F,STREET VENDOR,25000.0,CAR,TOYOTA,YARIS,2013,FW,279500,S1,2022-09-22,S1,PL,25,10
937,60000.0,60000.0,24,F,พนักงานบริษัท,30000.0,MC,HONDA,PCX 160,2020,EK,93000,S2,2023-01-06,S1,PL,38,3
938,150000.0,149564.43,60,F,พนักงานบริษัท,20000.0,PU,ISUZU,D-MAX,2005,AX,200500,S1,2023-01-11,S2,PL,29,18
941,27000.0,26911.19,18,M,พนักงานรัฐวิสาหกิจ,16000.0,CAR,HONDA,CR-V,2003,BJ,156500,S1,2022-08-29,S1,PL,33,20
942,30000.0,29025.88,36,M,พนักงานบริษัท,15000.0,MC,HONDA,WAVE 110 I,2019,DO,42000,S2,2023-01-09,S1,PL,51,4
943,22000.0,20796.59,24,F,เกษตรกร,12000.0,MC,HONDA,WAVE 110 I,2014,CH,35000,S2,2023-01-12,S1,PL,44,9
944,29000.0,26473.85,24,F,เกษตรกร,10000.0,MC,HONDA,WAVE 110 I,2016,CI,39000,S1,2022-08-22,S1,PL,68,7
945,28500.0,28305.38,18,F,พนักงานรัฐวิสาหกิจ,13000.0,MC,HONDA,WAVE 110 I,2012,BF,38000,S1,2022-09-16,S1,PL,36,11
946,22853.47,22853.47,36,F,พนักงานบริษัท,10000.0,MC,GPX,DEMON 150,2019,AC,33500,S2,2022-11-30,S2,PL,34,4
947,30000.0,29013.0,36,F,STREET VENDOR,20000.0,PU,ISUZU,FASTER Z,1996,AX,133500,S1,2022-07-20,S1,PL,29,27
948,90000.0,90000.0,60,F,STREET VENDOR,20000.0,CAR,TOYOTA,VIOS,2007,DJ,169000,S1,2023-01-10,S2,PL,35,16
949,14000.0,12876.9,18,M,เกษตรกร,10000.0,MC,YAMAHA,FINO 115,2013,AJ,19500,S1,2022-09-16,S1,PL,35,10
951,11000.0,9496.72,12,F,STREET VENDOR,15000.0,MC,GPX,DEMON 125,2016,AF,16000,S1,2022-09-21,S1,PL,44,7
952,250000.0,250000.0,60,M,STREET VENDOR,30000.0,PU,TOYOTA,HILUX VIGO,2011,EE,355000,S1,2022-09-05,S1,PL,48,12
954,18000.0,17647.82,18,M,อื่นๆ,9000.0,CAR,TOYOTA,SOLUNA,1997,IJ,60500,S1,2022-09-19,S1,PL,62,26
955,12000.0,12000.0,18,M,พนักงานบริษัท,20000.0,MC,SUZUKI,SMASH,2012,AC,17500,S1,2022-10-24,S1,PL,51,11
956,90000.0,90000.0,60,M,STREET VENDOR,28600.0,CAR,TOYOTA,VIOS,2003,CV,124500,S2,2023-01-09,S1,PL,36,20
957,185000.0,185000.0,60,M,STREET VENDOR,30000.0,PU,TOYOTA,HILUX VIGO,2008,BZ,248000,S1,2022-08-10,S1,PL,44,15
960,30000.0,29280.11,24,F,STREET VENDOR,30000.0,MC,HONDA,WAVE 110 I,2017,CR,40000,S1,2023-01-13,S2,PL,26,6
962,17000.0,16988.54,36,M,พนักงานบริษัท,15000.0,MC,YAMAHA,FINO (MLEKE),2010,AL,23500,S1,2022-09-23,S1,PL,45,13
963,22500.0,21415.05,36,M,STREET VENDOR,20000.0,MC,YAMAHA,MIO 125I,2015,BR,30000,S1,2022-10-26,S1,PL,28,8
964,33000.0,32929.75,18,M,เลี้ยงสัตว์,30000.0,MC,HONDA,WAVE 110 I,2021,DM,44000,S2,2023-01-03,S1,PL,49,2
965,13000.0,12630.31,36,M,อื่นๆ,15000.0,MC,HONDA,WAVE 110 I,2008,AA,18000,S1,2022-09-27,S1,PL,42,15
967,18500.0,17438.96,24,F,STREET VENDOR,8000.0,MC,YAMAHA,FINN 115I,2018,AI,28500,S1,2022-08-30,S1,PL,47,5
969,9000.0,8297.2,18,F,อื่นๆ,10000.0,MC,YAMAHA,NOUVO 135,2008,AD,12000,S1,2022-09-16,S1,PL,56,15
971,197000.0,193676.72,60,M,STREET VENDOR,20000.0,PU,TOYOTA,HILUX VIGO,2009,CO,247000,S1,2022-09-23,S1,PL,28,14
972,17000.0,16920.59,36,M,อื่นๆ,20000.0,MC,KAWASAKI,NEW KSR 110,2014,AL,24500,S1,2022-06-27,S1,PL,35,9
973,50000.0,47219.57,36,F,STREET VENDOR,20000.0,MC,VESPA,SPRINT 125,2016,AN,71900,S1,2023-01-13,S2,PL,53,7
975,16800.0,16737.75,36,M,อื่นๆ,18500.0,MC,HONDA,CLICK 125I,2012,AF,22500,S1,2022-10-17,S1,PL,40,11
976,29000.0,28780.14,36,F,STREET VENDOR,10000.0,MC,HONDA,WAVE 110 I,2016,CK,39000,S1,2022-10-26,S1,PL,60,7
977,80000.0,79867.37,42,M,พนักงานบริษัท,12000.0,PU,CHEVROLET,COLORADO,2014,CN,268500,S2,2023-01-06,S1,PL,36,9
979,21000.0,19947.38,18,F,อื่นๆ,10000.0,MC,YAMAHA,MIO 125I,2014,AW,28000,S1,2022-09-12,S1,PL,62,9
980,21500.0,21446.97,18,M,พนักงานรัฐวิสาหกิจ,13000.0,MC,HONDA,SUPER CUB 110,2017,CC,28500,S1,2022-10-10,S1,PL,30,6
981,81000.0,80793.07,60,M,พนักงานบริษัท,25000.0,CAR,HONDA,CITY,2003,AL,121000,S1,2022-08-15,S1,PL,40,20
982,260000.0,259582.22,60,F,พนักงานบริษัท,16000.0,PU,TOYOTA,HILUX VIGO,2013,EM,356500,S1,2023-01-13,S2,PL,43,10
984,3000.0,2110.76,12,F,STREET VENDOR,10000.0,MC,SUZUKI,STEP 125,2006,AE,10000,S1,2022-07-27,S1,PL,65,17
985,29000.0,26473.85,24,F,เกษตรกร,10000.0,MC,HONDA,WAVE 110 I,2016,CI,39000,S1,2022-08-22,S1,PL,68,7
987,100000.0,99779.97,42,M,อื่นๆ,20000.0,CAR,MITSUBISHI,MIRAGE,2012,BA,143000,S2,2023-01-09,S1,PL,35,11
988,28600.0,28592.86,24,M,STREET VENDOR,20000.0,MC,HONDA,DREAM 110,2015,CC,44000,S2,2023-01-06,S1,PL,40,8
989,14000.0,13571.85,24,F,อื่นๆ,15000.0,MC,YAMAHA,FINO 115,2013,AJ,19500,S1,2022-08-23,S1,PL,30,10
990,40000.0,39506.09,36,F,STREET VENDOR,12000.0,MC,HONDA,PCX 150I,2019,CF,72000,S2,2023-01-06,S1,PL,35,4
991,18000.0,17114.25,24,F,อื่นๆ,10000.0,MC,YAMAHA,GT 125,2016,CP,24000,S1,2022-09-16,S1,PL,54,7
992,29000.0,28905.7,24,M,พนักงานบริษัท,12000.0,MC,HONDA,WAVE 125 I,2019,DR,38900,S1,2022-09-20,S1,PL,27,4
993,28500.0,28107.53,36,F,STREET VENDOR,20000.0,MC,HONDA,WAVE 110 I,2019,DU,44000,S1,2023-01-07,S2,PL,52,4
994,200000.0,200000.0,60,M,เกษตรกร,25000.0,PU,ISUZU,D-MAX,2005,BQ,258000,S2,2023-01-06,S1,PL,32,18
995,15800.0,15643.48,24,M,พนักงานบริษัท,15000.0,MC,HONDA,SCOOPY I,2010,BC,21000,S1,2022-09-07,S1,PL,35,13
996,27000.0,26923.74,36,F,STREET VENDOR,8000.0,MC,HONDA,WAVE 110 I,2015,CK,37000,S1,2022-10-18,S1,PL,24,8
997,27000.0,25120.01,12,M,อาจารย์,25000.0,MC,HONDA,SUPER CUB 110,2018,CA,36500,S1,2022-10-08,S1,PL,48,5
998,26000.0,25260.92,36,F,STREET VENDOR,20000.0,MC,HONDA,WAVE 125 I,2018,DC,34900,S1,2022-09-26,S1,PL,45,5
999,17000.0,16926.92,36,F,STREET VENDOR,20000.0,MC,YAMAHA,FINO (MLEKE),2010,AL,23500,S2,2023-01-14,S1,PL,41,13
1000,27000.0,26766.83,30,F,เกษตรกร,15000.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S1,2022-10-04,S1,PL,60,11
1002,160000.0,160000.0,60,F,STREET VENDOR,15000.0,CAR,MAZDA,2,2011,BM,228500,S2,2023-01-06,S1,PL,35,12
1004,26000.0,26000.0,12,M,พนักงานบริษัท,15000.0,MC,HONDA,WAVE 125 I,2020,EC,40900,S1,2022-11-24,S1,PL,24,3
1005,14000.0,13975.46,36,F,พนักงานบริษัท,13000.0,MC,HONDA,WAVE 110 I,2009,AF,19000,S2,2022-12-07,S1,NPL,41,14
1006,130000.0,130000.0,60,F,STREET VENDOR,35000.0,PU,FORD,RANGER,2007,BU,212000,S2,2022-12-07,S1,NPL,37,16
1009,25000.0,24347.9,36,F,อื่นๆ,15000.0,MC,HONDA,PCX 125I,2011,AB,33500,S2,2022-12-04,S1,NPL,32,12
1010,50000.0,49948.79,24,F,พนักงานบริษัท,9233.0,MC,HONDA,PCX 150,2019,DN,72000,S2,2022-12-04,S1,NPL,38,4
1011,28000.0,26326.67,12,M,อื่นๆ,20000.0,MC,HONDA,WAVE 110I,2020,DM,37500,S2,2022-12-10,S1,NPL,35,3
1012,15700.0,15594.86,36,F,STREET VENDOR,30000.0,MC,HONDA,WAVE 110 I,2011,AI,21000,S2,2022-12-07,S1,NPL,55,12
1013,197000.0,197000.0,60,M,พนักงานรัฐวิสาหกิจ,23538.0,CAR,HONDA,CITY,2011,BA,263000,S2,2022-12-07,S1,NPL,31,12
1014,19000.0,18932.1,18,M,อื่นๆ,12000.0,MC,HONDA,WAVE 110 I,2018,DE,41000,S2,2022-12-28,S1,NPL,43,5
1015,8600.0,8059.34,12,M,อื่นๆ,13000.0,MC,YAMAHA,MIO 125,2011,AF,13000,S2,2022-12-07,S1,NPL,30,12
1016,16500.0,16149.63,24,F,เกษตรกร,15000.0,MC,HONDA,CLICK 125I,2011,AZ,22000,S2,2022-12-07,S1,NPL,35,12
1017,39500.0,38409.75,30,F,STREET VENDOR,30000.0,MC,HONDA,DREAM 110I,2017,CO,53000,S2,2022-12-10,S1,NPL,39,6
1018,31000.0,30133.93,36,M,พนักงานบริษัท,15000.0,MC,HONDA,PCX 150,2013,BS,41500,S2,2022-12-04,S1,NPL,38,10
1019,190000.0,190000.0,48,M,พนักงานบริษัท,24000.0,PU,TOYOTA,HILUX VIGO,2008,CB,285000,S2,2023-01-06,S1,NPL,35,15
1021,110000.0,109101.15,60,F,STREET VENDOR,25000.0,CAR,HONDA,CIVIC,2005,CJ,170000,S2,2022-12-10,S1,NPL,35,18
1023,30000.0,27436.57,24,F,อื่นๆ,15000.0,MC,HONDA,WAVE 110 I,2017,CT,41000,S2,2023-01-12,S1,NPL,43,6
1024,230000.0,230000.0,60,F,อาจารย์,22000.0,CAR,HONDA,CITY,2013,BP,308000,S2,2022-12-07,S1,NPL,36,10
1025,14000.0,13854.61,36,F,STREET VENDOR,20000.0,MC,HONDA,SCOOPY I,2011,BB,22000,S2,2022-12-07,S1,NPL,48,12
1026,140000.0,138963.28,60,F,อื่นๆ,22770.0,CAR,TOYOTA,VIOS,2010,DX,222000,S2,2022-11-03,S1,NPL,42,13
1027,27000.0,26768.36,36,F,พนักงานบริษัท,16600.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S2,2022-12-07,S1,NPL,41,11
1028,18300.0,18261.78,24,F,STREET VENDOR,20000.0,MC,HONDA,CLICK 125I,2013,AI,24500,S2,2022-12-07,S1,NPL,40,10
1029,26000.0,24380.81,30,F,STREET VENDOR,12000.0,MC,HONDA,WAVE 110 I,2012,AZ,35000,S2,2023-01-12,S1,NPL,29,11
1030,50000.0,31971.48,12,M,เกษตรกร,30000.0,PU,MITSUBISHI,TRITON,2013,BD,338000,S1,2023-01-05,S2,NPL,47,10
1031,13200.0,12286.79,24,M,อื่นๆ,20000.0,MC,HONDA,CLICK 110I,2011,AE,17500,S1,2023-01-16,S2,NPL,36,12
1032,36375.0,35619.72,36,M,STREET VENDOR,20000.0,MC,HONDA,PCX 150,2014,CE,48500,S2,2022-12-30,S3,NPL,22,9
1034,48000.0,47217.95,36,M,อื่นๆ,20000.0,MC,HONDA,PCX 150,2018,DD,64500,S2,2022-10-30,S1,NPL,50,5
1035,40000.0,39999.71,36,F,STREET VENDOR,25000.0,CAR,MITSUBISHI,LANCER,2002,AC,105000,S2,2022-12-15,S1,NPL,29,21
1036,26800.0,26207.14,36,F,STREET VENDOR,30000.0,CAR,HONDA,CITY,1999,AT,89500,S2,2022-12-15,S1,NPL,50,24
1037,28500.0,28427.97,18,F,พนักงานบริษัท,28000.0,MC,HONDA,SUPER CUB 110,2019,DA,38000,S1,2023-01-13,S2,NPL,29,4
1038,18000.0,16846.07,18,M,อื่นๆ,27000.0,MC,YAMAHA,FINO (4DO),2010,AA,24000,S2,2022-12-10,S1,NPL,45,13
1039,23000.0,18094.35,12,F,พนักงานบริษัท,18000.0,MC,YAMAHA,FINO (MLEKE),2011,AD,35500,S2,2023-01-14,S1,NPL,35,12
1040,110000.0,110000.0,60,F,พนักงานบริษัท,12000.0,CAR,HONDA,JAZZ,2004,CK,146000,S2,2022-12-07,S1,NPL,29,19
1041,10000.0,9323.22,36,M,พนักงานบริษัท,33000.0,MC,HONDA,CLICK 110I,2008,AW,16000,S2,2022-12-10,S1,NPL,44,15
1042,29000.0,26590.04,36,M,ข้าราชการ,7000.0,MC,HONDA,WAVE 125 I,2019,DR,38900,S1,2023-01-10,S2,NPL,24,4
1043,50000.0,48616.32,36,F,พนักงานบริษัท,17166.6,MC,HONDA,PCX 150,2019,DN,72000,S2,2022-12-15,S1,NPL,30,4
1044,26000.0,25754.96,36,F,อื่นๆ,13000.0,MC,YAMAHA,FINO (MLEKE),2011,AD,24000,S2,2023-01-06,S1,NPL,31,12
1045,31000.0,30989.94,36,F,พนักงานบริษัท,18000.0,MC,HONDA,CLICK 125I,2019,BD,42000,S2,2022-12-10,S1,NPL,34,4
1046,12700.0,10407.99,12,M,อื่นๆ,15000.0,MC,YAMAHA,FINO (4DO),2008,AA,17000,S2,2023-01-14,S1,NPL,32,15
1047,12000.0,11694.08,24,F,STREET VENDOR,20000.0,MC,YAMAHA,FINO (4DO),2008,AA,17000,S2,2022-12-07,S1,NPL,32,15
1048,31500.0,30164.97,18,M,อื่นๆ,36000.0,MC,HONDA,CLICK 125I,2019,BD,42000,S2,2022-12-15,S1,NPL,37,4
1049,25000.0,21858.11,24,M,อื่นๆ,20000.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S2,2023-01-06,S1,NPL,47,11
1050,31500.0,29592.61,30,M,อื่นๆ,25000.0,MC,HONDA,WAVE 110 I,2019,DU,44000,S1,2023-01-16,S2,NPL,38,4
1052,31500.0,30697.34,30,M,อื่นๆ,30000.0,MC,HONDA,WAVE 110 I,2017,CV,42000,S1,2023-01-03,S2,NPL,56,6
1053,26000.0,25868.7,36,M,เกษตรกร,9000.0,MC,HONDA,DREAM 110,2011,AF,35000,S1,2023-01-15,S2,NPL,56,12
1055,10500.0,9403.52,24,M,STREET VENDOR,20000.0,MC,YAMAHA,MIO 125,2012,AJ,14000,S2,2022-12-30,S1,NPL,45,11
1056,177000.0,176941.14,60,M,อื่นๆ,25000.0,PU,ISUZU,D-MAX,2009,AP,253000,S2,2022-12-19,S1,NPL,57,14
1057,8500.0,6977.06,12,M,อื่นๆ,10000.0,MC,YAMAHA,MIO 115,2010,AO,13000,S1,2023-01-01,S2,NPL,32,13
1058,31000.0,29939.8,36,F,STREET VENDOR,20000.0,MC,HONDA,DREAM 110,2014,CA,42000,S2,2022-12-10,S1,NPL,49,9
1059,31000.0,29000.51,30,M,STREET VENDOR,30000.0,MC,HONDA,WAVE 110 I,2019,DO,42000,S2,2022-12-19,S1,NPL,38,4
1060,27000.0,25406.67,24,F,STREET VENDOR,13000.0,MC,HONDA,WAVE 110 I,2014,CJ,36000,S2,2022-12-15,S1,NPL,38,9
1061,200000.0,198124.35,48,M,พนักงานบริษัท,18000.0,PU,TOYOTA,HILUX VIGO,2010,CR,271000,S2,2022-12-07,S1,NPL,36,13
1063,159000.0,155282.86,36,F,เกษตรกร,30000.0,CAR,TOYOTA,VIOS,2012,AZ,245000,S2,2022-10-25,S1,NPL,36,11
1064,103000.0,103000.0,60,M,STREET VENDOR,15000.0,CAR,TOYOTA,VIOS,2006,AI,137500,S2,2022-12-07,S1,NPL,41,17
1065,31800.0,31711.72,36,M,เกษตรกร,20000.0,MC,HONDA,WAVE 125 I,2021,DK,49000,S2,2022-12-07,S1,NPL,27,2
1066,27000.0,26698.25,36,M,อื่นๆ,20000.0,MC,HONDA,WAVE 110 I,2015,CK,37000,S2,2022-12-19,S1,NPL,49,8
1068,108500.0,107763.8,60,M,อาจารย์,15500.0,CAR,MAZDA,2,2010,BH,167000,S2,2022-11-18,S1,NPL,38,13
1069,244000.0,244000.0,60,F,STREET VENDOR,30000.0,PU,ISUZU,D-MAX,2007,CO,309500,S2,2022-12-07,S1,NPL,48,16
1070,120000.0,120000.0,60,F,STREET VENDOR,20000.0,PU,TOYOTA,HILUX VIGO,2005,CO,215000,S2,2022-12-07,S1,NPL,48,18
1073,35000.0,34511.4,30,F,เกษตรกร,15000.0,MC,KAWASAKI,NINJA 650,2009,AA,76000,S2,2022-12-07,S1,NPL,30,14
1075,24000.0,23129.37,36,F,พนักงานบริษัท,16000.0,MC,HONDA,SCOOPY I,2018,BZ,33000,S2,2022-10-10,S1,NPL,24,5
1076,130000.0,130000.0,60,M,เกษตรกร,18000.0,PU,TOYOTA,HILUX TIGER,2003,CQ,198000,S2,2022-12-07,S1,NPL,47,20
1077,85000.0,84594.45,60,M,ข้าราชการ,16290.0,CAR,TOYOTA,VIOS,2005,EH,131000,S2,2022-12-07,S1,NPL,33,18
1078,36000.0,35470.28,36,M,อื่นๆ,15000.0,MC,HONDA,CLICK 150I,2019,BH,48500,S2,2023-01-06,S1,NPL,31,4
1079,31200.0,31141.63,18,M,STREET VENDOR,30000.0,MC,HONDA,WAVE 110 I,2019,DO,42000,S2,2022-12-10,S1,NPL,42,4
1080,29000.0,27930.6,24,M,พนักงานบริษัท,17000.0,MC,HONDA,CLICK 125I,2018,BA,39000,S2,2022-12-15,S1,NPL,47,5
1081,24300.0,24298.95,36,M,อื่นๆ,15000.0,CAR,CHEVROLET,AVEO,2007,AE,81000,S2,2022-12-04,S1,NPL,33,16
1082,190000.0,188712.01,60,M,พนักงานบริษัท,27006.0,PU,ISUZU,D-MAX,2006,CM,247500,S2,2022-12-22,S1,NPL,44,17
1083,33000.0,32808.51,36,F,พนักงานบริษัท,18000.0,MC,HONDA,WAVE 110 I,2020,EI,45000,S2,2022-12-07,S1,NPL,40,3
1084,36500.0,36199.71,36,M,พนักงานบริษัท,17000.0,MC,HONDA,PCX 150,2014,CE,48500,S2,2022-12-15,S1,NPL,36,9
1085,33700.0,33700.0,36,F,พนักงานบริษัท,12000.0,MC,HONDA,WAVE 110 I,2020,EH,45000,S2,2022-12-07,S1,NPL,35,3
1087,20000.0,19208.98,24,F,อื่นๆ,17000.0,MC,YAMAHA,GRAND FILANO 125,2014,AM,27500,S1,2023-01-07,S2,NPL,39,9
1088,28300.0,28222.83,24,M,STREET VENDOR,20000.0,CAR,HONDA,CIVIC,1996,AJ,105000,S2,2022-12-07,S1,NPL,38,27
1089,12600.0,12575.57,18,M,อื่นๆ,12000.0,MC,YAMAHA,FINO 115,2013,AJ,19500,S2,2022-12-07,S1,NPL,27,10
1090,37500.0,37470.71,18,F,อื่นๆ,20000.0,MC,YAMAHA,GRAND FILANO 125,2019,AW,50000,S2,2022-12-10,S1,NPL,27,4
1091,31500.0,30637.11,36,F,STREET VENDOR,15000.0,MC,HONDA,DREAM 110,2014,CA,42000,S2,2022-12-30,S1,NPL,38,9
1092,134000.0,133517.83,60,F,พนักงานบริษัท,15000.0,CAR,HONDA,CIVIC,2007,AS,207500,S2,2022-11-29,S1,NPL,33,16
1093,231000.0,229883.01,60,F,ข้าราชการ,27200.0,PU,ISUZU,D-MAX,2011,AO,330000,S2,2022-12-28,S1,NPL,42,12
1094,155000.0,155000.0,48,M,STREET VENDOR,25000.0,CAR,NISSAN,ALMERA,2013,BL,222500,S2,2022-12-07,S1,NPL,42,10
1095,29200.0,28481.96,36,M,พนักงานรัฐวิสาหกิจ,17000.0,MC,HONDA,CLICK 125I,2018,BA,39000,S2,2022-12-04,S1,NPL,40,5
1096,170000.0,169807.69,60,M,อื่นๆ,20000.0,CAR,HONDA,JAZZ,2010,AL,264000,S2,2022-12-10,S1,NPL,32,13
1097,31800.0,31800.0,36,M,STREET VENDOR,20000.0,MC,HONDA,WAVE 110 I,2018,DI,43000,S2,2022-12-07,S1,NPL,52,5
1098,16500.0,16409.25,36,M,อื่นๆ,26000.0,MC,HONDA,SCOOPY I,2011,BB,22000,S2,2022-12-04,S1,NPL,33,12
1099,42000.0,42000.0,36,F,อื่นๆ,20000.0,MC,VESPA,SPRINT 150,2015,AN,60000,S2,2022-12-07,S1,NPL,45,8
1101,9000.0,8290.7,12,F,STREET VENDOR,20000.0,MC,YAMAHA,SPARK NANO,2011,AE,12000,S2,2022-12-07,S1,NPL,53,12
1102,250000.0,250000.0,60,F,อาจารย์,31095.0,CAR,HONDA,JAZZ,2012,BH,313500,S2,2022-12-07,S1,NPL,45,11
1103,27000.0,26814.98,36,F,พนักงานบริษัท,12500.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S2,2022-12-04,S1,NPL,39,11
1104,145000.0,145000.0,60,F,STREET VENDOR,20000.0,CAR,NISSAN,MARCH,2017,AL,240500,S2,2022-12-07,S1,NPL,50,6
1105,24000.0,23042.55,36,F,STREET VENDOR,10000.0,MC,YAMAHA,FINN 115I,2019,AK,32000,S2,2022-12-13,S1,NPL,26,4
1106,27000.0,26171.14,30,F,พนักงานบริษัท,15000.0,MC,HONDA,WAVE 110 I,2016,CK,39000,S2,2022-12-07,S1,NPL,34,7
1107,193000.0,192074.36,48,F,พนักงานบริษัท,10000.0,CAR,SUZUKI,SWIFT,2016,AP,284000,S2,2022-12-13,S1,NPL,37,7
1108,250000.0,249834.55,60,M,เกษตรกร,15000.0,PU,ISUZU,D-MAX,2011,AN,385500,S2,2022-12-07,S1,NPL,39,12
1109,17000.0,16811.85,18,F,STREET VENDOR,10000.0,MC,HONDA,SCOOPY I,2012,BT,28000,S2,2022-12-07,S1,NPL,26,11
1111,29000.0,28909.95,24,F,พนักงานบริษัท,20000.0,MC,HONDA,WAVE 110 I,2016,CK,39000,S2,2022-12-07,S1,NPL,39,7
1112,4800.0,4494.71,12,M,พนักงานบริษัท,18000.0,MC,HONDA,WAVE 100,2005,AD,16000,S2,2022-12-04,S1,NPL,40,18
1113,90000.0,89901.66,48,M,STREET VENDOR,30000.0,PU,ISUZU,D-MAX,2003,AC,135500,S1,2023-01-07,S2,NPL,39,20
1114,33000.0,31166.89,30,F,STREET VENDOR,17000.0,MC,HONDA,DREAM 110,2015,CC,44000,S2,2022-10-15,S1,NPL,31,8
1115,4800.0,4800.0,12,F,STREET VENDOR,30000.0,MC,HONDA,WAVE 100,2005,AD,16000,S2,2022-12-07,S1,NPL,49,18
1116,30000.0,29805.02,36,F,อื่นๆ,11000.0,MC,HONDA,WAVE 110 I,2018,DG,42000,S2,2022-12-07,S1,NPL,26,5
1117,4000.0,3754.4,12,M,STREET VENDOR,12000.0,MC,HONDA,CLICK 110,2006,AC,13500,S2,2022-12-10,S1,NPL,55,17
1118,27000.0,26783.9,36,F,STREET VENDOR,10000.0,MC,HONDA,WAVE 110 I,2017,CV,42000,S2,2022-12-04,S1,NPL,41,6
1119,85000.0,85000.0,60,F,STREET VENDOR,18000.0,CAR,TOYOTA,VIOS,2004,BA,131500,S2,2022-12-07,S1,NPL,28,19
1120,32000.0,31917.38,36,F,อื่นๆ,12000.0,MC,HONDA,WAVE 110 I,2018,DI,43000,S1,2023-01-06,S2,NPL,57,5
1121,40000.0,39911.16,36,F,อื่นๆ,15000.0,MC,HONDA,DREAM 110I,2017,CO,53000,S2,2022-12-15,S1,NPL,44,6
1123,31000.0,29532.2,24,M,อื่นๆ,30000.0,MC,HONDA,CLICK 125I,2019,BD,42000,S2,2022-12-15,S1,NPL,29,4
1124,50000.0,49569.93,36,M,พนักงานบริษัท,15000.0,MC,HONDA,PCX 150,2019,DN,72000,S2,2022-12-04,S1,NPL,33,4
1125,28500.0,26601.1,36,M,พนักงานรัฐวิสาหกิจ,38000.0,MC,HONDA,SUPER CUB 110,2019,DA,38000,S2,2022-10-04,S1,NPL,47,4
1126,32000.0,27432.16,18,F,อื่นๆ,10000.0,MC,HONDA,WAVE 110 I,2019,DS,43000,S1,2023-01-12,S2,NPL,40,4
1128,150000.0,150000.0,24,M,พนักงานบริษัท,18000.0,CAR,TOYOTA,VIOS,2008,AN,201000,S2,2022-12-07,S1,NPL,36,15
1129,110000.0,109938.08,24,F,พนักงานบริษัท,15000.0,CAR,MITSUBISHI,MIRAGE,2012,BF,180000,S2,2022-12-07,S1,NPL,28,11
1130,46000.0,46000.0,36,M,อื่นๆ,10000.0,MC,HONDA,PCX 150,2017,CQ,61500,S2,2022-12-07,S1,NPL,30,6
1131,26000.0,25853.98,36,F,พนักงานบริษัท,12000.0,MC,HONDA,WAVE 110 I,2013,BW,35000,S2,2022-12-10,S1,NPL,29,10
1132,32000.0,31794.69,30,F,เกษตรกร,20000.0,MC,HONDA,WAVE 110 I,2020,EE,43000,S2,2022-12-10,S1,NPL,45,3
1134,23700.0,23700.0,30,F,อื่นๆ,17000.0,CAR,CHEVROLET,AVEO,2006,CV,79000,S2,2022-12-07,S1,NPL,37,17
1135,21500.0,20859.46,36,M,อื่นๆ,20000.0,MC,HONDA,DREAM 110I,2017,CO,53000,S2,2022-12-04,S1,NPL,52,6
1136,36700.0,35078.76,36,F,STREET VENDOR,20000.0,MC,HONDA,DREAM 110I,2016,CD,49000,S1,2023-01-11,S2,NPL,44,7
1137,45000.0,45000.0,60,M,อื่นๆ,15000.0,CAR,HONDA,CIVIC,2001,EA,151000,S2,2022-12-07,S1,NPL,40,22
1139,7500.0,7416.59,12,M,พนักงานบริษัท,15000.0,MC,YAMAHA,TTX 115,2012,AJ,10000,S1,2023-01-02,S2,NPL,43,11
1140,100000.0,100000.0,60,M,อื่นๆ,23000.0,CAR,HONDA,CIVIC,2009,AN,264500,S2,2022-12-07,S1,NPL,33,14
1142,26000.0,25824.05,36,F,เกษตรกร,15000.0,MC,HONDA,WAVE 110 I,2013,CC,35500,S2,2022-12-10,S1,NPL,43,10
1143,50000.0,49800.13,36,M,พนักงานบริษัท,22300.0,MC,HONDA,PCX 150,2019,DN,72000,S2,2022-12-15,S1,NPL,28,4
1144,29000.0,28646.25,12,M,อื่นๆ,15000.0,MC,HONDA,WAVE 125 I,2019,DR,38900,S2,2022-12-07,S1,NPL,23,4
1145,29000.0,27573.94,24,F,STREET VENDOR,17000.0,MC,HONDA,PCX 150,2012,BU,39000,S2,2022-12-10,S1,NPL,40,11
