,Principal Approve Amount,Principal Amount,Repayment Tenor Month Number,Gender,Occupation Description,Total Income Amount (Month),Collateral Type Code,Vehicle Brand,Vehicle Model,Vehicle Release Year,Vehicle Sub Model,Evaluation Amount,System CAR Code (Daily),System CAR Code Date,Final CAR Code Previous Month,DPD,age,Vehicle Age
2100,23000.0,22924.69,24,M,อื่นๆ,21000.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S2,2023-01-06,S1,PL,39,11
2101,24000.0,21209.59,24,F,STREET VENDOR,22000.0,MC,HONDA,SCOOPY I,2018,CH,32000,S1,2022-07-11,S1,PL,37,5
2102,28000.0,27937.51,24,F,STREET VENDOR,16000.0,MC,YAMAHA,FINN 115I,2022,AE,38500,S1,2022-07-12,S1,PL,46,1
2103,225000.0,222456.12,48,M,อื่นๆ,19500.0,VAN,TOYOTA,COMMUTER,2010,FA,300000,S1,2022-07-12,S1,PL,29,13
2104,27000.0,26989.72,24,M,ข้าราชการ,15000.0,MC,HONDA,WAVE 110 I,2017,CU,42000,S2,2023-01-06,S1,PL,35,6
2105,200000.0,200000.0,60,M,ข้าราชการ,40590.0,PU,TOYOTA,HILUX VIGO,2013,BP,374500,S2,2023-01-06,S1,PL,58,10
2106,99000.0,98945.03,60,F,STREET VENDOR,25000.0,CAR,TOYOTA,VIOS,2005,EM,153000,S1,2022-07-12,S1,PL,30,18
2109,23000.0,22754.69,36,M,STREET VENDOR,30000.0,MC,HONDA,WAVE 125 I,2016,CE,30900,S2,2023-01-06,S1,PL,40,7
2110,50000.0,48653.82,24,F,STREET VENDOR,20000.0,MC,HONDA,PCX 150,2019,DN,72000,S2,2023-01-06,S1,PL,26,4
2111,20000.0,18540.35,18,M,พนักงานบริษัท,20000.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S1,2022-07-14,S1,PL,46,11
2112,200000.0,199983.52,60,M,STREET VENDOR,30000.0,PU,ISUZU,D-MAX,2006,CN,250000,S1,2023-01-09,S2,PL,46,17
2114,80000.0,79960.31,36,M,อื่นๆ,18000.0,CAR,HONDA,JAZZ,2004,AG,134500,S2,2023-01-06,S1,PL,22,19
2115,280000.0,278468.92,60,F,STREET VENDOR,30000.0,PU,TOYOTA,HILUX VIGO,2012,EI,348000,S1,2022-10-26,S2,PL,65,11
2116,210000.0,208371.49,60,F,STREET VENDOR,30000.0,PU,ISUZU,D-MAX,2006,CI,264500,S1,2022-07-14,S1,PL,56,17
2117,15000.0,14019.2,24,M,อื่นๆ,19000.0,MC,HONDA,WAVE 110 I,2010,AJ,20000,S2,2023-01-03,S1,PL,51,13
2118,28000.0,26765.06,36,F,STREET VENDOR,20000.0,MC,YAMAHA,GRAND FILANO 125,2018,AU,43500,S1,2022-11-03,S2,PL,34,5
2119,72000.0,71925.51,60,F,ข้าราชการ,21000.0,CAR,HONDA,CITY,2005,CX,144500,S1,2022-07-15,S1,PL,51,18
2120,70000.0,69645.52,36,F,STREET VENDOR,15000.0,CAR,TOYOTA,COROLLA ALTIS,2003,DX,131500,S2,2023-01-06,S1,PL,43,20
2123,100000.0,98057.1,42,M,อื่นๆ,12000.0,PU,TOYOTA,HILUX TIGER,2000,IA,179500,S2,2023-01-09,S1,PL,50,23
2124,26000.0,25856.81,24,F,STREET VENDOR,15000.0,MC,HONDA,WAVE 110 I,2013,BW,35000,S1,2022-11-28,S2,PL,35,10
2125,30000.0,28534.46,36,M,อื่นๆ,20000.0,MC,HONDA,WAVE 125 I,2022,CP,53000,S1,2022-07-16,S1,PL,35,1
2126,160000.0,158702.89,48,M,เกษตรกร,40000.0,PU,ISUZU,D-MAX,2012,CD,435000,S2,2023-01-06,S1,PL,45,11
2127,40000.0,39931.68,36,F,พนักงานบริษัท,20000.0,MC,HONDA,PCX 150,2018,DD,64500,S2,2023-01-06,S1,PL,27,5
2128,40000.0,39476.64,36,F,STREET VENDOR,15000.0,MC,HONDA,DREAM 110I,2017,CO,53000,S2,2023-01-06,S1,PL,58,6
2129,49000.0,48945.53,30,M,อื่นๆ,15000.0,MC,VESPA,GTS 150,2018,AB,69700,S1,2023-01-12,S2,PL,25,5
2130,28000.0,27629.48,36,F,อื่นๆ,10000.0,MC,HONDA,WAVE 110 I,2019,DU,44000,S2,2023-01-06,S1,PL,30,4
2131,15000.0,14843.56,18,F,STREET VENDOR,25000.0,MC,HONDA,SCOOPY I,2010,AS,23000,S1,2022-07-17,S1,PL,47,13
2132,4500.0,3938.63,12,F,STREET VENDOR,10000.0,MC,HONDA,WAVE 100,2004,AB,15000,S2,2023-01-03,S1,PL,38,19
2133,30000.0,25972.88,24,M,อื่นๆ,12000.0,MC,YAMAHA,AEROX 155,2018,AB,44000,S1,2023-01-09,S2,PL,27,5
2134,189000.0,189000.0,60,F,STREET VENDOR,15000.0,PU,TOYOTA,HILUX VIGO,2008,CD,270500,S2,2023-01-06,S1,PL,42,15
2135,200000.0,197486.11,60,M,เกษตรกร,20000.0,PU,MAZDA,BT-50PRO,2013,AP,316000,S1,2022-07-18,S1,PL,56,10
2136,213100.0,212706.59,60,F,STREET VENDOR,40000.0,PU,ISUZU,D-MAX,2007,CY,304500,S1,2022-11-11,S2,PL,41,16
2137,233000.0,222296.98,48,F,พนักงานบริษัท,14000.0,CAR,TOYOTA,YARIS,2014,AJ,311000,S1,2023-01-13,S2,PL,58,9
2138,14000.0,12069.5,18,F,พนักงานบริษัท,15000.0,MC,YAMAHA,SPARK 115 I,2013,AK,19500,S2,2023-01-09,S1,PL,40,10
2139,37700.0,37237.98,36,M,STREET VENDOR,40000.0,MC,YAMAHA,GRAND FILANO 125,2019,AW,50000,S2,2023-01-06,S1,PL,38,4
2140,158000.0,157957.37,48,F,พนักงานบริษัท,14000.0,CAR,HONDA,BRIO,2013,AO,209500,S2,2023-01-06,S1,PL,33,10
2141,134000.0,131981.39,60,F,STREET VENDOR,40000.0,CAR,NISSAN,MARCH,2013,BO,191000,S2,2023-01-09,S1,PL,35,10
2143,170000.0,169998.57,60,M,เกษตรกร,12500.0,PU,ISUZU,D-MAX,2004,AC,227000,S2,2023-01-12,S1,PL,63,19
2144,25000.0,14527.5,24,F,อื่นๆ,13000.0,CAR,TOYOTA,COROLLA ALTIS,2004,AX,131500,S1,2022-07-18,S1,PL,25,19
2145,21000.0,20814.93,36,M,อื่นๆ,20000.0,CAR,TOYOTA,COROLA,1997,IP,70000,S2,2023-01-03,S1,PL,42,26
2146,31500.0,30783.25,36,F,STREET VENDOR,20000.0,MC,HONDA,WAVE 110 I,2019,DP,42000,S2,2023-01-03,S1,PL,40,4
2147,142600.0,140356.63,60,M,พนักงานบริษัท,18000.0,CAR,SUZUKI,SWIFT,2012,AK,219500,S2,2023-01-09,S1,PL,43,11
2148,260000.0,259582.22,60,F,พนักงานบริษัท,16000.0,PU,TOYOTA,HILUX VIGO,2013,EM,356500,S1,2023-01-13,S2,PL,43,10
2149,160000.0,154407.01,36,F,STREET VENDOR,21000.0,CAR,MITSUBISHI,ATTRAGE,2014,AC,229000,S1,2022-10-26,S2,PL,59,9
2152,50000.0,49522.41,30,M,พนักงานบริษัท,21500.0,MC,HONDA,PCX 150,2020,ED,76500,S1,2022-12-31,S2,PL,36,3
2153,20000.0,19934.46,18,F,พนักงานบริษัท,13000.0,MC,HONDA,WAVE 110 I,2013,BW,35000,S1,2022-07-19,S1,PL,39,10
2156,110000.0,110000.0,60,M,อื่นๆ,25000.0,CAR,TOYOTA,CAMRY,2004,DL,203000,S2,2023-01-06,S1,PL,55,19
2157,15000.0,14978.71,24,F,อื่นๆ,15000.0,MC,HONDA,SCOOPY I,2012,BO,23000,S1,2023-01-07,S2,PL,36,11
2158,150000.0,147612.7,48,M,อื่นๆ,15000.0,PU,ISUZU,D-MAX,2004,AH,207000,S1,2023-01-09,S2,PL,38,19
2159,40000.0,30120.88,12,F,STREET VENDOR,20000.0,MC,HONDA,PCX 150,2020,ED,76500,S2,2023-01-06,S1,PL,41,3
2160,65000.0,63890.44,36,M,พนักงานบริษัท,30000.0,CAR,CHEVROLET,CRUZE,2013,CF,218500,S2,2023-01-03,S1,PL,47,10
2161,31000.0,29625.06,36,M,STREET VENDOR,18000.0,MC,HONDA,WAVE 110 I,2018,DG,42000,S1,2022-12-09,S2,PL,47,5
2162,48000.0,45527.85,30,F,STREET VENDOR,40000.0,MC,HONDA,PCX 150,2018,DD,64500,S1,2022-07-19,S1,PL,33,5
2163,247000.0,246993.31,60,M,พนักงานบริษัท,25000.0,PU,ISUZU,D-MAX,2010,BN,308000,S1,2023-01-13,S2,PL,49,13
2164,27000.0,24989.8,36,F,STREET VENDOR,20000.0,MC,HONDA,WAVE 125,2007,AL,26900,S2,2023-01-09,S1,PL,38,16
2165,42000.0,41819.07,36,M,พนักงานบริษัท,17000.0,MC,YAMAHA,AEROX 155,2021,BW,56000,S2,2023-01-03,S1,PL,37,2
2166,13000.0,12656.17,18,F,อื่นๆ,12000.0,MC,HONDA,SCOOPY I,2010,AS,23000,S1,2022-07-20,S1,PL,47,13
2168,285000.0,284524.88,60,M,พนักงานบริษัท,12000.0,PU,TOYOTA,HILUX VIGO,2013,EM,356500,S2,2023-01-03,S1,PL,40,10
2169,110000.0,109799.5,36,F,อื่นๆ,30000.0,PU,TOYOTA,HILUX TIGER,2000,HV,191000,S2,2023-01-03,S1,PL,32,23
2170,33000.0,32929.75,18,M,เลี้ยงสัตว์,30000.0,MC,HONDA,WAVE 110 I,2021,DM,44000,S2,2023-01-03,S1,PL,49,2
2171,300000.0,299933.9,60,F,เกษตรกร,35000.0,CAR,HONDA,CR-V,2009,BI,352500,S1,2022-07-20,S1,PL,47,14
2172,4500.0,3562.01,12,M,อื่นๆ,9000.0,MC,HONDA,WAVE 100,2004,AB,15000,S1,2022-07-20,S1,PL,39,19
2173,25500.0,25263.91,24,F,พนักงานบริษัท,25000.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S2,2023-01-09,S1,PL,35,11
2175,24000.0,23408.35,36,F,อื่นๆ,20000.0,MC,YAMAHA,FINN 115I,2019,AK,32000,S1,2022-07-20,S1,PL,29,4
2177,28000.0,26105.05,24,F,พนักงานบริษัท,30000.0,MC,HONDA,WAVE 110 I,2012,BF,38000,S2,2023-01-06,S1,PL,40,11
2178,25000.0,24761.71,24,F,STREET VENDOR,20000.0,MC,YAMAHA,GRAND FILANO 125,2018,AU,43500,S1,2022-07-20,S1,PL,42,5
2179,30000.0,29013.0,36,F,STREET VENDOR,20000.0,PU,ISUZU,FASTER Z,1996,AX,133500,S1,2022-07-20,S1,PL,29,27
2180,67000.0,66133.59,60,F,STREET VENDOR,15000.0,CAR,TOYOTA,VIOS,2003,AD,104500,S1,2022-07-20,S1,PL,59,20
2181,32000.0,30916.75,18,F,เกษตรกร,13000.0,MC,HONDA,WAVE 110 I,2018,DI,43000,S1,2022-07-20,S1,PL,54,5
2183,240000.0,239939.04,48,M,อื่นๆ,15000.0,PU,ISUZU,D-MAX,2014,BI,356500,S1,2022-07-20,S1,PL,35,9
2184,33000.0,32985.69,36,M,อื่นๆ,20000.0,MC,HONDA,WAVE 110 I,2019,DU,44000,S2,2023-01-06,S1,PL,25,4
2185,30000.0,29555.6,36,F,เกษตรกร,9000.0,MC,HONDA,WAVE 110 I,2018,DG,42000,S2,2023-01-06,S1,PL,43,5
2186,17500.0,17500.0,36,F,พนักงานบริษัท,15000.0,MC,YAMAHA,FINO (MLEKE),2010,AL,23500,S2,2023-01-06,S1,PL,40,13
2187,79000.0,78854.74,60,F,STREET VENDOR,25000.0,CAR,TOYOTA,VIOS,2005,EE,123000,S1,2022-07-21,S1,PL,25,18
2188,80000.0,79867.37,42,M,พนักงานบริษัท,12000.0,PU,CHEVROLET,COLORADO,2014,CN,268500,S2,2023-01-06,S1,PL,36,9
2189,39400.0,38491.6,30,M,เกษตรกร,15000.0,CAR,HONDA,CIVIC,2001,FS,131500,S1,2022-07-21,S1,PL,30,22
2190,200000.0,199992.69,36,M,พนักงานบริษัท,18000.0,PU,ISUZU,D-MAX,2007,CV,286000,S2,2023-01-09,S1,PL,34,16
2192,250000.0,246696.91,60,M,เกษตรกร,30000.0,PU,TOYOTA,HILUX VIGO,2011,DW,340500,S1,2023-01-11,S2,PL,51,12
2194,25000.0,24938.19,18,M,พนักงานบริษัท,15000.0,MC,YAMAHA,GRAND FILANO 125,2015,BF,33000,S1,2023-01-10,S2,PL,51,8
2195,300000.0,300000.0,60,M,STREET VENDOR,15000.0,PU,TOYOTA,HILUX VIGO,2014,BW,383500,S2,2023-01-06,S1,PL,38,9
2196,18000.0,14903.12,18,M,อื่นๆ,13000.0,MC,HONDA,WAVE 125,2010,BF,30500,S1,2022-07-21,S1,PL,47,13
2198,150000.0,150000.0,60,M,STREET VENDOR,15000.0,PU,TOYOTA,HILUX VIGO,2005,CP,241000,S2,2023-01-06,S1,PL,42,18
2199,140000.0,139232.19,60,F,STREET VENDOR,30000.0,CAR,TOYOTA,VIOS,2008,AL,188000,S1,2023-01-16,S2,PL,45,15
2200,17000.0,16926.92,36,F,STREET VENDOR,20000.0,MC,YAMAHA,FINO (MLEKE),2010,AL,23500,S2,2023-01-14,S1,PL,41,13
2201,30000.0,29618.15,18,F,STREET VENDOR,20000.0,MC,HONDA,WAVE 110I,2020,DL,40500,S2,2023-01-03,S1,PL,58,3
2202,16900.0,16079.69,36,M,อื่นๆ,22000.0,MC,HONDA,CLICK 125I,2014,AO,26000,S1,2022-07-22,S1,PL,45,9
2203,7800.0,7229.68,18,M,อื่นๆ,10000.0,MC,YAMAHA,SPARK 135,2011,AG,12000,S2,2023-01-06,S1,PL,60,12
2204,18000.0,17927.68,24,F,อื่นๆ,15000.0,MC,YAMAHA,FINO (MLEKE),2011,AD,24000,S1,2022-07-22,S1,PL,36,12
2206,24700.0,24602.82,36,M,STREET VENDOR,20000.0,MC,HONDA,WAVE 110 I,2015,CL,38000,S2,2023-01-03,S1,PL,32,8
2207,140000.0,139962.0,60,M,พนักงานบริษัท,30000.0,PU,MAZDA,BT-50,2009,BH,203500,S1,2022-07-23,S1,PL,30,14
2208,17000.0,16397.43,18,M,STREET VENDOR,30000.0,MC,YAMAHA,FILANO,2012,AA,23500,S1,2022-07-23,S1,PL,39,11
2210,240000.0,240000.0,48,F,พนักงานบริษัท,29300.0,CAR,HONDA,ACCORD,2009,AA,331000,S2,2023-01-06,S1,PL,42,14
2211,15000.0,14918.22,12,M,พนักงานบริษัท,18000.0,MC,HONDA,ZOOMER X 110I,2014,BT,21000,S1,2022-07-23,S1,PL,38,9
2212,25000.0,21732.51,18,F,STREET VENDOR,15000.0,MC,HONDA,DREAM 110I,2013,BL,40000,S1,2022-11-28,S2,PL,22,10
2213,25000.0,23281.58,24,F,อื่นๆ,12000.0,MC,HONDA,WAVE 110 I,2019,DU,44000,S2,2023-01-03,S1,PL,47,4
2214,236000.0,235915.51,60,F,ข้าราชการ,32930.0,CAR,MG,MG3,2019,AJ,315500,S1,2023-01-07,S2,PL,31,4
2217,170000.0,166536.04,60,F,STREET VENDOR,40000.0,CAR,MG,MG3,2016,AD,253500,S1,2022-07-24,S1,PL,29,7
2218,32000.0,31947.92,36,F,พนักงานบริษัท,9570.0,MC,HONDA,WAVE 110 I,2018,DI,43000,S1,2023-01-10,S2,PL,34,5
2219,310000.0,308598.38,60,F,STREET VENDOR,30000.0,PU,TOYOTA,HILUX REVO,2016,AJ,443500,S1,2023-01-12,S2,PL,50,7
2220,27000.0,25928.04,36,F,พนักงานบริษัท,15000.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S1,2022-07-25,S1,PL,32,11
2221,20000.0,19049.41,36,F,STREET VENDOR,20000.0,MC,YAMAHA,GRAND FILANO 125,2015,BH,31000,S1,2022-12-01,S2,PL,58,8
2222,200000.0,195777.4,60,M,เกษตรกร,20000.0,PU,ISUZU,D-MAX,2011,CD,377000,S1,2022-07-25,S1,PL,57,12
2223,28600.0,28592.86,24,M,STREET VENDOR,20000.0,MC,HONDA,DREAM 110,2015,CC,44000,S2,2023-01-06,S1,PL,40,8
2224,30000.0,30000.0,36,M,พนักงานบริษัท,13000.0,MC,HONDA,WAVE 110 I,2016,CM,40000,S2,2023-01-06,S1,PL,29,7
2225,23000.0,22985.52,24,M,อื่นๆ,20000.0,MC,HONDA,WAVE 125,2010,BF,30500,S1,2022-07-25,S1,PL,35,13
2227,15000.0,12229.83,18,M,เกษตรกร,16000.0,MC,HONDA,WAVE 110 I,2018,DE,41000,S1,2022-07-25,S1,PL,51,5
2228,30000.0,29420.03,36,M,พนักงานบริษัท,25000.0,CAR,HONDA,CIVIC,1999,BT,110500,S2,2023-01-06,S1,PL,29,24
2229,26000.0,25954.74,18,F,STREET VENDOR,20000.0,MC,HONDA,WAVE 125 I,2018,DC,34900,S1,2022-12-12,S2,PL,30,5
2230,120000.0,120000.0,60,F,พนักงานบริษัท,20000.0,CAR,TOYOTA,COROLLA ALTIS,2007,CB,166500,S2,2023-01-09,S1,PL,44,16
2231,220000.0,213912.68,42,F,STREET VENDOR,25000.0,CAR,MG,MG3,2019,AK,318000,S1,2022-07-25,S1,PL,62,4
2233,170000.0,169962.8,60,M,เกษตรกร,20000.0,PU,ISUZU,D-MAX,2012,CB,394500,S1,2022-07-26,S1,PL,58,11
2234,15000.0,13115.06,24,M,อื่นๆ,9000.0,MC,HONDA,WAVE X,2007,AV,20000,S1,2022-07-26,S1,PL,52,16
2236,25000.0,23226.99,36,F,อื่นๆ,10000.0,MC,HONDA,WAVE 110 I,2014,CJ,36000,S1,2022-07-26,S1,PL,36,9
2237,300000.0,300000.0,60,M,เกษตรกร,20000.0,PU,TOYOTA,HILUX REVO,2018,CE,467500,S2,2023-01-06,S1,PL,51,5
2238,33000.0,32979.93,18,F,เกษตรกร,25000.0,MC,HONDA,ZOOMER X 110I,2022,CO,45000,S1,2022-07-26,S1,PL,46,1
2239,14500.0,14112.26,36,M,STREET VENDOR,10000.0,MC,YAMAHA,FINO 115,2013,AJ,19500,S1,2022-07-26,S1,PL,48,10
2240,50000.0,49974.8,36,F,เกษตรกร,20000.0,MC,YAMAHA,N-MAX 155,2020,BJ,72500,S1,2022-07-26,S1,PL,40,3
2241,11000.0,7632.7,12,M,อื่นๆ,18000.0,MC,SUZUKI,SHOGUN 125,2008,AH,16000,S2,2023-01-06,S1,PL,48,15
2243,93000.0,90993.43,60,F,STREET VENDOR,11000.0,CAR,HONDA,CITY,2004,BG,130500,S1,2022-07-26,S1,PL,32,19
2244,120000.0,119891.67,42,M,STREET VENDOR,15000.0,PU,TOYOTA,HILUX TIGER,2004,BU,201000,S2,2023-01-09,S1,PL,48,19
2245,3000.0,2110.76,12,F,STREET VENDOR,10000.0,MC,SUZUKI,STEP 125,2006,AE,10000,S1,2022-07-27,S1,PL,65,17
2246,15000.0,14357.64,36,M,STREET VENDOR,20000.0,MC,HONDA,WAVE 110 I,2010,AG,20000,S1,2023-01-11,S2,PL,44,13
2247,227100.0,227100.0,60,F,พนักงานบริษัท,25000.0,CAR,NISSAN,NOTE,2017,CT,349500,S1,2022-07-27,S1,PL,31,6
2248,235000.0,235000.0,60,F,พนักงานบริษัท,20000.0,PU,TOYOTA,HILUX VIGO,2009,FG,292000,S2,2023-01-09,S1,PL,43,14
2249,28000.0,27807.81,24,F,STREET VENDOR,20000.0,MC,HONDA,WAVE 110 I,2019,DU,44000,S1,2022-07-27,S1,PL,38,4
2250,90000.0,89940.1,42,M,พนักงานบริษัท,15000.0,CAR,NISSAN,MARCH,2010,CA,140000,S2,2023-01-09,S1,PL,34,13
2251,247000.0,247000.0,60,F,พนักงานบริษัท,35000.0,CAR,TOYOTA,YARIS,2015,DS,329000,S2,2023-01-09,S1,PL,35,8
2253,12300.0,11677.54,36,F,อื่นๆ,9600.0,MC,HONDA,SCOOPY I,2013,BH,19000,S1,2022-07-27,S1,PL,53,10
2254,12000.0,11139.1,36,F,STREET VENDOR,20000.0,PU,MITSUBISHI,TRITON,2015,BM,397500,S1,2022-07-27,S1,PL,68,8
2255,120000.0,120000.0,36,F,STREET VENDOR,18000.0,PU,TOYOTA,HILUX VIGO,2005,CQ,222000,S2,2023-01-09,S1,PL,46,18
2256,170000.0,170000.0,60,F,อื่นๆ,30000.0,PU,TOYOTA,HILUX VIGO,2005,CQ,222000,S2,2023-01-06,S1,PL,48,18
2257,26200.0,25051.24,36,F,พนักงานบริษัท,18500.0,MC,HONDA,WAVE 110 I,2014,CF,35000,S1,2023-01-16,S2,PL,44,9
2258,168000.0,168000.0,48,M,เกษตรกร,30000.0,PU,ISUZU,D-MAX,2005,BB,213000,S1,2022-12-10,S2,PL,42,18
2259,3300.0,3222.73,12,F,STREET VENDOR,20000.0,MC,HONDA,WAVE 110 I,2016,CK,39000,S1,2023-01-05,S2,PL,45,7
2260,15000.0,11864.76,12,M,ข้าราชการ,25000.0,MC,HONDA,WAVE 110 I,2012,BF,38000,S1,2022-07-30,S1,PL,63,11
2261,115000.0,113042.2,36,F,ข้าราชการ,13280.0,CAR,TOYOTA,VIOS,2008,AL,188000,S2,2023-01-06,S1,PL,33,15
2262,17300.0,16692.83,24,F,พนักงานบริษัท,9000.0,MC,YAMAHA,MIO 115 I,2012,AK,23000,S1,2023-01-16,S2,PL,45,11
2265,40000.0,39544.21,36,F,STREET VENDOR,25000.0,MC,HONDA,PCX 150,2019,DN,72000,S1,2022-08-01,S1,PL,37,4
2266,165000.0,163086.15,60,F,พนักงานบริษัท,16000.0,PU,ISUZU,D-MAX,2007,DF,205000,S1,2022-08-01,S1,PL,45,16
2267,240000.0,240000.0,48,F,STREET VENDOR,20000.0,CAR,HONDA,CITY,2014,AW,319000,S2,2023-01-12,S1,PL,35,9
2268,29000.0,28987.47,24,F,พนักงานบริษัท,24682.0,MC,HONDA,DREAM 110,2014,CA,42000,S1,2022-08-01,S1,PL,42,9
2269,190000.0,187072.93,60,M,อื่นๆ,16000.0,PU,TOYOTA,HILUX VIGO,2008,BZ,248000,S1,2022-08-01,S1,PL,29,15
2270,32000.0,30884.92,24,F,อื่นๆ,15000.0,MC,HONDA,WAVE 110 I,2018,DI,43000,S2,2023-01-06,S1,PL,61,5
2271,18200.0,18200.0,24,M,STREET VENDOR,30000.0,MC,HONDA,SCOOPY I,2018,AO,45000,S2,2023-01-06,S1,PL,42,5
2272,100000.0,93080.56,36,M,STREET VENDOR,20000.0,PU,TOYOTA,HILUX VIGO,2007,CN,190500,S1,2022-08-01,S1,PL,56,16
2273,90000.0,90000.0,48,M,อื่นๆ,25000.0,CAR,TOYOTA,COROLLA ALTIS,2005,BE,144500,S2,2023-01-09,S1,PL,49,18
2276,30000.0,28563.34,24,F,อื่นๆ,20000.0,MC,HONDA,WAVE 110 I,2018,DE,41000,S2,2023-01-06,S1,PL,27,5
2277,15000.0,14909.24,18,F,อื่นๆ,10000.0,MC,YAMAHA,FINO (MLEKE),2012,AE,25000,S1,2022-08-01,S1,PL,23,11
2278,180000.0,180000.0,60,F,อื่นๆ,30000.0,CAR,TOYOTA,CAMRY,2006,EF,282500,S2,2023-01-09,S1,PL,45,17
2279,130000.0,128360.03,60,F,เกษตรกร,12000.0,CAR,MITSUBISHI,MIRAGE,2013,AF,207500,S1,2022-08-02,S1,PL,35,10
2280,21000.0,20100.36,24,F,STREET VENDOR,20000.0,MC,HONDA,MSX 125,2015,BK,28500,S1,2022-08-02,S1,PL,36,8
2283,245000.0,243874.11,60,F,อื่นๆ,20000.0,PU,TOYOTA,HILUX VIGO,2008,CC,308000,S1,2022-08-02,S1,PL,53,15
2284,26000.0,25503.77,24,F,STREET VENDOR,30000.0,MC,HONDA,WAVE 110 I,2014,CH,35000,S1,2022-08-02,S1,PL,31,9
2285,180000.0,180000.0,60,F,STREET VENDOR,30000.0,CAR,HONDA,CIVIC,2007,AV,238500,S1,2022-08-02,S1,PL,34,16
2286,26000.0,22408.04,24,M,เกษตรกร,15000.0,MC,HONDA,WAVE 110 I,2017,CR,40000,S1,2022-08-02,S1,PL,38,6
2287,200000.0,199780.79,60,M,พนักงานบริษัท,38000.0,CAR,HONDA,CR-V,2012,CD,477500,S2,2023-01-06,S1,PL,41,11
2288,25000.0,24888.5,24,M,STREET VENDOR,30000.0,MC,HONDA,WAVE 110 I,2012,BF,38000,S2,2023-01-06,S1,PL,43,11
2289,8000.0,7780.58,12,M,เกษตรกร,6500.0,MC,HONDA,CLICK 125I,2017,BD,32000,S2,2023-01-03,S1,PL,23,6
2290,29000.0,27472.07,24,F,STREET VENDOR,20000.0,MC,HONDA,WAVE 110 I,2016,CK,39000,S2,2023-01-09,S1,PL,31,7
2291,33300.0,30839.06,36,F,STREET VENDOR,30000.0,MC,HONDA,WAVE 110I,2022,CH,44500,S1,2022-08-03,S1,PL,38,1
2292,25000.0,24977.62,24,F,STREET VENDOR,20000.0,MC,HONDA,WAVE 110 I,2016,CK,39000,S1,2022-08-03,S1,PL,45,7
2293,100000.0,94751.66,42,M,STREET VENDOR,20000.0,PU,ISUZU,D-MAX,2016,CB,396500,S1,2022-08-03,S1,PL,37,7
2294,28000.0,27919.95,24,M,เกษตรกร,15000.0,MC,HONDA,WAVE 110 I,2015,CM,38000,S1,2022-12-31,S2,PL,32,8
2296,25000.0,24261.58,36,M,อื่นๆ,15000.0,MC,HONDA,WAVE 110 I,2013,CC,35500,S2,2023-01-03,S1,PL,33,10
2297,250000.0,250000.0,60,M,พนักงานบริษัท,20000.0,CAR,MITSUBISHI,ATTRAGE,2019,CF,383000,S2,2023-01-09,S1,PL,31,4
2300,100000.0,99410.78,60,F,พนักงานบริษัท,15000.0,CAR,HONDA,CR-V,2005,AL,200500,S2,2023-01-06,S1,PL,45,18
2301,23000.0,22987.94,24,M,พนักงานบริษัท,33000.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S2,2023-01-03,S1,PL,28,11
2302,28000.0,25912.51,36,F,อาจารย์,30660.0,MC,HONDA,WAVE 110 I,2012,BF,38000,S1,2022-08-04,S1,PL,54,11
2303,23000.0,22993.25,24,M,พนักงานบริษัท,11500.0,MC,HONDA,WAVE 110I,2016,BT,31000,S2,2023-01-03,S1,PL,31,7
2304,200000.0,200000.0,60,F,STREET VENDOR,30000.0,PU,ISUZU,D-MAX,2006,CI,264500,S2,2023-01-06,S1,PL,48,17
2306,15000.0,14986.48,12,M,พนักงานบริษัท,12000.0,MC,HONDA,WAVE 110 I,2010,AG,20000,S2,2023-01-03,S1,PL,27,13
2307,4800.0,4193.23,12,M,อื่นๆ,9000.0,MC,HONDA,WAVE 100,2005,AD,16000,S1,2022-08-04,S1,PL,45,18
2308,14000.0,12983.59,24,M,อื่นๆ,15000.0,MC,HONDA,SCOOPY I,2011,AR,24000,S1,2023-01-07,S2,PL,36,12
2310,170000.0,170000.0,60,F,STREET VENDOR,30000.0,CAR,HONDA,CIVIC,2006,DD,230000,S1,2022-08-04,S1,PL,39,17
2311,110000.0,109999.24,48,M,พนักงานบริษัท,19000.0,PU,ISUZU,DRAGON POWER,2001,DL,182500,S1,2022-12-14,S2,PL,30,22
2312,160000.0,160000.0,48,F,STREET VENDOR,25000.0,CAR,MITSUBISHI,ATTRAGE,2013,BO,229000,S1,2022-08-04,S1,PL,40,10
2314,188000.0,188000.0,60,M,พนักงานบริษัท,20800.0,PU,ISUZU,D-MAX,2010,AT,269000,S2,2023-01-06,S1,PL,40,13
2315,18000.0,17176.29,36,M,STREET VENDOR,20000.0,MC,YAMAHA,FINO (MLEKE),2011,AD,24000,S1,2022-08-05,S1,PL,54,12
2316,220000.0,220000.0,60,M,พนักงานบริษัท,25000.0,PU,MITSUBISHI,TRITON,2011,BG,314500,S1,2022-08-05,S1,PL,44,12
