,Principal Approve Amount,Principal Amount,Repayment Tenor Month Number,Occupation Description,Total Income Amount (Month),Collateral Type Code,Vehicle Brand,Vehicle Model,Vehicle Release Year,Vehicle Sub Model,Evaluation Amount,System CAR Code (Daily),System CAR Code Date,Final CAR Code Previous Month,DPD,age,Vehicle Age,per_LTV,per_LTV_cate,F,M
169,222000.0,221944.36,60,พนักงานบริษัท,25000.0,PU,ISUZU,D-MAX,2007,CI,276000,S1,2022-09-23,S1,PL,45,16,80.43478260869566,75%,1,0
171,33000.0,32162.82,36,พนักงานบริษัท,15000.0,MC,HONDA,WAVE 110 I,2020,EG,44000,S1,2022-12-07,S1,PL,50,3,75.0,65-75%,1,0
172,310000.0,306255.22,60,พนักงานบริษัท,33224.0,PU,MITSUBISHI,TRITON,2017,BD,452000,S1,2022-12-08,S1,PL,35,6,68.58407079646017,65-75%,0,1
173,13000.0,13000.0,12,STREET VENDOR,40000.0,MC,YAMAHA,FINO (4DO),2010,AA,17500,S1,2022-11-23,S1,PL,42,13,74.28571428571429,65-75%,1,0
174,28000.0,27725.33,36,เกษตรกร,30000.0,PU,TOYOTA,HILUX VIGO,2006,CI,237000,S1,2022-11-15,S1,PL,53,17,11.814345991561181,30%,1,0
175,14000.0,13912.0,36,พนักงานบริษัท,14000.0,MC,HONDA,WAVE 110 I,2009,AF,19000,S1,2022-08-20,S1,PL,31,14,73.68421052631578,65-75%,1,0
176,180000.0,177060.86,60,STREET VENDOR,32000.0,CAR,TOYOTA,VIOS,2012,BF,277500,S1,2022-10-10,S1,PL,45,11,64.86486486486487,65-75%,1,0
177,29000.0,28555.29,24,พนักงานบริษัท,20000.0,MC,HONDA,MSX 125,2019,BY,39500,S1,2022-11-29,S1,PL,30,4,73.41772151898735,65-75%,1,0
178,200000.0,198981.32,60,พนักงานบริษัท,40790.0,CAR,HONDA,CITY,2013,AA,272500,S1,2022-07-16,S1,PL,49,10,73.39449541284404,65-75%,1,0
179,44200.0,44200.0,36,พนักงานบริษัท,13000.0,CAR,HONDA,ACCORD,2000,DN,147500,S1,2022-12-16,S1,PL,32,23,29.966101694915253,30%,0,1
180,20000.0,19975.21,18,อื่นๆ,10000.0,MC,HONDA,WAVE 125,2008,AP,27900,S1,2022-08-18,S1,PL,40,15,71.68458781362007,65-75%,0,1
183,278000.0,277505.35,60,พนักงานบริษัท,18000.0,PU,TOYOTA,HILUX VIGO,2014,BP,347500,S1,2022-07-11,S1,PL,41,9,80.0,75%,0,1
184,40000.0,40000.0,12,STREET VENDOR,30000.0,MC,HONDA,CLICK 160,2022,CP,57100,S1,2022-11-15,S1,PL,27,1,70.05253940455341,65-75%,1,0
187,140000.0,139982.58,60,พนักงานบริษัท,20000.0,CAR,MITSUBISHI,ATTRAGE,2013,BP,215500,S1,2022-10-11,S1,PL,33,10,64.96519721577727,65-75%,1,0
188,140000.0,140000.0,60,อื่นๆ,30000.0,PU,ISUZU,D-MAX,2005,CK,201500,S1,2022-09-12,S1,PL,54,18,69.4789081885856,65-75%,0,1
189,15000.0,14595.03,24,STREET VENDOR,10000.0,MC,HONDA,WAVE 110 I,2018,DI,43000,S1,2022-11-10,S1,PL,23,5,34.883720930232556,30-50%,0,1
190,33000.0,31539.49,36,พนักงานบริษัท,13000.0,MC,HONDA,WAVE 110 I,2019,DU,44000,S1,2022-08-22,S1,PL,26,4,75.0,65-75%,1,0
191,45000.0,44140.05,36,อื่นๆ,30000.0,PU,FORD,RANGER,2005,AR,149000,S1,2022-09-16,S1,PL,35,18,30.201342281879196,30-50%,0,1
192,30000.0,29516.2,24,STREET VENDOR,14000.0,MC,HONDA,WAVE 110 I,2017,CT,41000,S1,2022-11-01,S1,PL,41,6,73.17073170731707,65-75%,1,0
193,100000.0,96387.54,36,STREET VENDOR,30000.0,CAR,TOYOTA,YARIS,2020,FL,441000,S1,2022-12-29,S1,PL,37,3,22.67573696145125,30%,1,0
194,250000.0,249102.22,60,พนักงานบริษัท,22800.0,CAR,TOYOTA,VIOS,2014,DK,340500,S1,2022-10-03,S1,PL,39,9,73.42143906020559,65-75%,1,0
195,39000.0,36285.1,18,พนักงานบริษัท,18000.0,MC,HONDA,PCX 150,2015,CF,52000,S1,2022-08-09,S1,PL,42,8,75.0,65-75%,1,0
196,33200.0,33200.0,36,พนักงานบริษัท,12000.0,MC,HONDA,SCOOPY PRESTIGE,2021,BY,44000,S1,2022-12-19,S1,PL,25,2,75.45454545454545,75%,1,0
198,210000.0,210000.0,60,พนักงานบริษัท,12000.0,PU,TOYOTA,HILUX VIGO,2012,EG,325000,S1,2022-10-27,S1,PL,30,11,64.61538461538461,65-75%,1,0
199,15000.0,14600.38,36,อื่นๆ,10000.0,MC,HONDA,WAVE 100,2007,AI,20000,S1,2022-11-17,S1,PL,62,16,75.0,65-75%,1,0
200,180000.0,180000.0,60,STREET VENDOR,17000.0,PU,TOYOTA,HILUX VIGO,2008,EL,234000,S1,2022-12-26,S1,PL,58,15,76.92307692307693,75%,1,0
201,239200.0,238129.37,60,พนักงานบริษัท,30000.0,CAR,TOYOTA,VIOS,2015,DL,319000,S1,2022-08-05,S1,PL,33,8,74.98432601880877,65-75%,1,0
202,100000.0,94512.36,24,อื่นๆ,15000.0,PU,TOYOTA,HILUX TIGER,2004,BT,193000,S1,2022-10-11,S1,PL,56,19,51.813471502590666,50-65%,0,1
203,135000.0,135000.0,36,เกษตรกร,20000.0,PU,TOYOTA,HILUX TIGER,2002,DH,169000,S1,2022-12-19,S1,PL,66,21,79.88165680473372,75%,1,0
204,7000.0,7000.0,12,อื่นๆ,10000.0,MC,RYUKA,CRUISER,2018,AD,23300,S1,2022-11-29,S1,PL,42,5,30.042918454935624,30-50%,0,1
205,21000.0,20276.92,36,STREET VENDOR,15000.0,MC,HONDA,SCOOPY I,2018,CE,28000,S1,2022-09-21,S1,PL,33,5,75.0,65-75%,1,0
206,205000.0,205000.0,60,พนักงานบริษัท,15000.0,CAR,NISSAN,MARCH,2018,AV,291500,S1,2022-10-07,S1,PL,57,5,70.32590051457976,65-75%,0,1
208,150000.0,146231.29,60,ข้าราชการ,35000.0,CAR,HONDA,CIVIC,2007,AU,218500,S1,2022-09-19,S1,PL,49,16,68.64988558352402,65-75%,0,1
209,100000.0,100000.0,36,เลี้ยงสัตว์,30000.0,PU,ISUZU,D-MAX,2007,CV,286000,S1,2022-12-16,S1,PL,43,16,34.96503496503497,30-50%,1,0
210,200000.0,194915.6,30,STREET VENDOR,30000.0,PU,MAZDA,BT-50PRO,2014,BB,328000,S1,2022-08-01,S1,PL,44,9,60.97560975609756,65-75%,0,1
211,34000.0,28625.04,12,ข้าราชการ,12350.0,MC,HONDA,WAVE 110 I,2021,DP,46000,S1,2022-11-02,S1,PL,32,2,73.91304347826086,65-75%,0,1
213,30000.0,30000.0,36,อื่นๆ,15200.0,MC,HONDA,WAVE 110 I,2016,CM,40000,S1,2022-12-21,S1,PL,58,7,75.0,65-75%,0,1
214,35000.0,33090.15,36,พนักงานบริษัท,15000.0,MC,VESPA,LX 125,2020,AE,69500,S1,2022-09-11,S1,PL,29,3,50.35971223021583,50-65%,0,1
215,195000.0,195000.0,48,พนักงานบริษัท,24400.0,PU,NISSAN,FRONTIER NAVARA,2013,AI,280500,S1,2022-11-03,S1,PL,41,10,69.5187165775401,65-75%,1,0
217,39700.0,34969.48,24,เกษตรกร,40000.0,PU,NISSAN,FRONTIER,2005,AP,132500,S1,2022-08-04,S1,PL,56,18,29.962264150943398,30%,0,1
218,35000.0,35000.0,24,STREET VENDOR,35000.0,MC,HONDA,CLICK 150I,2018,BE,47000,S1,2022-12-27,S1,PL,34,5,74.46808510638297,65-75%,1,0
220,15000.0,14754.55,12,พนักงานบริษัท,15000.0,MC,GPX,LEGEND 200,2017,AG,24000,S1,2022-08-22,S1,PL,27,6,62.5,65-75%,0,1
222,200000.0,200000.0,60,พนักงานบริษัท,27000.0,PU,MITSUBISHI,TRITON,2011,BG,314500,S1,2022-11-07,S1,PL,34,12,63.59300476947536,65-75%,0,1
223,24000.0,24000.0,36,อื่นๆ,20000.0,MC,HONDA,SCOOPY I,2019,CM,37500,S1,2022-12-24,S1,PL,26,4,64.0,65-75%,1,0
224,29000.0,29000.0,36,อื่นๆ,10000.0,MC,HONDA,WAVE 110 I,2016,CI,39000,S1,2022-12-30,S1,PL,37,7,74.35897435897436,65-75%,0,1
225,36000.0,36000.0,36,อื่นๆ,12000.0,MC,YAMAHA,AEROX 155,2019,AD,48000,S1,2022-12-29,S1,PL,29,4,75.0,65-75%,0,1
226,17000.0,16915.71,12,อื่นๆ,12000.0,MC,SUZUKI,LETS 110 (CAST),2019,AV,26500,S1,2022-09-07,S1,PL,57,4,64.15094339622641,65-75%,1,0
227,30000.0,29011.4,18,เกษตรกร,15000.0,MC,HONDA,WAVE 110 I,2017,CR,40000,S1,2022-10-18,S1,PL,63,6,75.0,65-75%,0,1
228,175000.0,175000.0,54,พนักงานบริษัท,19000.0,PU,ISUZU,D-MAX,2006,AB,250000,S1,2022-12-21,S1,PL,26,17,70.0,65-75%,1,0
229,50000.0,50000.0,18,พนักงานบริษัท,12000.0,MC,HONDA,PCX 150,2020,ED,76500,S1,2022-12-27,S1,PL,24,3,65.359477124183,65-75%,1,0
230,35000.0,35000.0,24,STREET VENDOR,15000.0,PU,ISUZU,FASTER Z,1994,AB,67500,S1,2022-12-26,S1,PL,57,29,51.85185185185185,50-65%,1,0
231,35000.0,32427.7,24,STREET VENDOR,13000.0,MC,YAMAHA,GRAND FILANO 125,2018,AT,49000,S1,2022-11-01,S1,PL,39,5,71.42857142857143,65-75%,1,0
232,249000.0,244012.08,48,พนักงานบริษัท,20000.0,PU,ISUZU,MU-7,2011,AD,435500,S1,2022-08-06,S1,PL,36,12,57.175660160734786,50-65%,0,1
233,140000.0,140000.0,60,เลี้ยงสัตว์,30000.0,PU,TOYOTA,HILUX TIGER,2003,BD,179500,S1,2022-12-26,S1,PL,33,20,77.99442896935933,75%,0,1
234,29000.0,26831.45,24,อื่นๆ,20000.0,MC,HONDA,CLICK 125I,2018,BA,39000,S1,2022-11-03,S1,PL,56,5,74.35897435897436,65-75%,0,1
235,33000.0,32751.54,36,STREET VENDOR,18000.0,MC,HONDA,WAVE 110 I,2020,EH,45000,S1,2022-09-26,S1,PL,44,3,73.33333333333333,65-75%,1,0
236,40000.0,38317.77,24,อื่นๆ,15000.0,CAR,HONDA,CITY,2003,AC,108500,S1,2022-12-06,S1,PL,67,20,36.86635944700461,30-50%,1,0
237,18000.0,18000.0,12,พนักงานบริษัท,15000.0,MC,HONDA,CLICK 125I,2013,AI,24500,S1,2022-12-29,S1,PL,32,10,73.46938775510205,65-75%,1,0
238,200000.0,200000.0,60,STREET VENDOR,12000.0,CAR,SUZUKI,SWIFT,2013,AD,265500,S1,2022-11-29,S1,PL,35,10,75.32956685499059,75%,1,0
239,290000.0,284719.66,48,พนักงานบริษัท,25000.0,PU,ISUZU,D-MAX,2016,CE,464500,S1,2022-08-25,S1,PL,52,7,62.43272335844995,65-75%,0,1
240,12000.0,10690.6,24,พนักงานรัฐวิสาหกิจ,13000.0,MC,HONDA,WAVE 100,2009,AV,24000,S1,2022-10-29,S1,PL,35,14,50.0,30-50%,0,1
241,26000.0,26000.0,36,STREET VENDOR,13000.0,MC,HONDA,WAVE 110 I,2013,CC,35500,S1,2022-10-17,S1,PL,30,10,73.23943661971832,65-75%,1,0
242,33000.0,32930.2,18,อื่นๆ,10000.0,MC,HONDA,WAVE 110 I,2019,DU,44000,S1,2022-07-15,S1,PL,37,4,75.0,65-75%,1,0
243,12000.0,11900.44,24,อื่นๆ,18000.0,MC,YAMAHA,FINO (4DO),2008,AA,17000,S1,2022-08-26,S1,PL,34,15,70.58823529411765,65-75%,1,0
246,72000.0,72000.0,60,ข้าราชการ,36000.0,PU,SUZUKI,CARIBIAN,2005,AD,240000,S1,2022-10-29,S1,PL,40,18,30.0,30%,0,1
247,150000.0,150000.0,60,อื่นๆ,12956.0,PU,ISUZU,ADVENTURE,2004,DB,189000,S1,2022-11-05,S1,PL,39,19,79.36507936507937,75%,0,1
248,25000.0,20526.43,24,พนักงานบริษัท,12000.0,MC,HONDA,CBR 150,2016,AN,34000,S1,2022-10-19,S1,PL,28,7,73.52941176470588,65-75%,0,1
249,157000.0,157000.0,60,พนักงานบริษัท,14000.0,CAR,TOYOTA,COROLLA ALTIS,2010,EJ,209000,S1,2022-12-15,S1,PL,39,13,75.11961722488039,75%,1,0
250,173000.0,173000.0,60,พนักงานบริษัท,30000.0,PU,ISUZU,D-MAX,2005,CE,217000,S1,2022-10-27,S1,PL,31,18,79.72350230414746,75%,0,1
251,20000.0,20000.0,18,พนักงานบริษัท,15000.0,MC,HONDA,WAVE 110 I,2019,DU,44000,S1,2022-12-08,S1,PL,42,4,45.45454545454545,30-50%,1,0
252,110000.0,109424.26,60,อาจารย์,25000.0,CAR,TOYOTA,COROLLA ALTIS,2009,DO,245000,S1,2022-09-19,S1,PL,38,14,44.89795918367347,30-50%,1,0
253,20000.0,20000.0,12,เกษตรกร,10000.0,MC,HONDA,WAVE 110 I,2018,DG,42000,S1,2022-12-30,S1,PL,46,5,47.61904761904761,30-50%,1,0
255,29000.0,27834.59,24,อื่นๆ,12000.0,MC,HONDA,WAVE 110 I,2020,EI,45000,S1,2022-12-14,S1,PL,27,3,64.44444444444444,65-75%,0,1
256,150000.0,150000.0,48,อื่นๆ,30000.0,PU,TOYOTA,HILUX VIGO,2005,CO,215000,S1,2022-10-06,S1,PL,51,18,69.76744186046511,65-75%,0,1
258,111000.0,110820.49,36,พนักงานบริษัท,18000.0,CAR,HONDA,JAZZ,2005,BD,148500,S1,2022-10-28,S1,PL,33,18,74.74747474747475,65-75%,0,1
259,50000.0,47648.71,36,STREET VENDOR,16000.0,CAR,TOYOTA,VIOS,2007,AR,141000,S1,2022-10-26,S1,PL,53,16,35.46099290780142,30-50%,0,1
260,130000.0,128100.84,60,เกษตรกร,30000.0,PU,NISSAN,FRONTIER NAVARA,2007,BQ,186000,S1,2022-08-08,S1,PL,43,16,69.89247311827957,65-75%,0,1
261,20000.0,18134.3,30,อื่นๆ,9000.0,MC,HONDA,SUPER CUB 110I,2016,BQ,27500,S1,2022-07-18,S1,PL,56,7,72.72727272727273,65-75%,0,1
262,180000.0,180000.0,60,พนักงานบริษัท,15000.0,VAN,TOYOTA,HIACE,2003,ER,239000,S1,2022-11-09,S1,PL,52,20,75.31380753138075,75%,0,1
263,28500.0,28500.0,36,พนักงานบริษัท,8900.0,MC,HONDA,WAVE 110 I,2015,CL,38000,S1,2022-12-18,S1,PL,47,8,75.0,65-75%,0,1
264,133800.0,133800.0,60,STREET VENDOR,30000.0,PU,MITSUBISHI,TRITON,2011,AV,212500,S1,2022-10-27,S1,PL,32,12,62.964705882352945,65-75%,1,0
265,15000.0,15000.0,12,เกษตรกร,15000.0,MC,HONDA,WAVE 100,2007,AI,20000,S1,2022-12-20,S1,PL,38,16,75.0,65-75%,1,0
266,27000.0,25501.01,18,พนักงานบริษัท,13000.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S1,2022-08-16,S1,PL,42,11,75.0,65-75%,1,0
267,33000.0,30879.57,36,อื่นๆ,10000.0,MC,HONDA,WAVE 110 I,2019,DU,44000,S1,2022-09-11,S1,PL,47,4,75.0,65-75%,0,1
268,33000.0,32976.46,36,อื่นๆ,10000.0,MC,HONDA,WAVE 110 I,2020,EG,44000,S1,2022-10-27,S1,PL,37,3,75.0,65-75%,1,0
269,15500.0,14666.31,24,STREET VENDOR,10000.0,MC,HONDA,WAVE 110 I,2011,AI,21000,S1,2022-09-22,S1,PL,53,12,73.80952380952381,65-75%,1,0
270,20000.0,18652.73,24,อื่นๆ,15000.0,MC,HONDA,WAVE 110 I,2013,CI,36500,S1,2022-10-24,S1,PL,40,10,54.794520547945204,50-65%,0,1
271,110000.0,110000.0,60,STREET VENDOR,13000.0,CAR,MITSUBISHI,MIRAGE,2012,BF,180000,S1,2022-12-14,S1,PL,52,11,61.111111111111114,65-75%,1,0
272,80000.0,77959.35,60,เกษตรกร,40000.0,CAR,TOYOTA,YARIS,2007,AA,181500,S1,2022-11-03,S1,PL,64,16,44.0771349862259,30-50%,0,1
273,37000.0,36511.77,60,เกษตรกร,25000.0,PU,ISUZU,DRAGON EYE,1998,EN,124500,S1,2022-09-06,S1,PL,57,25,29.71887550200803,30%,1,0
274,15000.0,14638.94,24,เกษตรกร,20000.0,MC,HONDA,WAVE 110 I,2010,AG,20000,S1,2022-10-26,S1,PL,69,13,75.0,65-75%,0,1
275,24000.0,23474.21,36,STREET VENDOR,15000.0,MC,YAMAHA,FINN 115I,2019,AK,32000,S1,2022-09-20,S1,PL,41,4,75.0,65-75%,1,0
276,27500.0,26330.95,36,พนักงานบริษัท,15000.0,MC,HONDA,SCOOPY I,2019,CN,37000,S1,2022-07-25,S1,PL,27,4,74.32432432432432,65-75%,1,0
279,110000.0,109746.0,60,พนักงานบริษัท,29000.0,CAR,TOYOTA,YARIS,2006,DH,170000,S1,2022-09-28,S1,PL,37,17,64.70588235294117,65-75%,1,0
282,270000.0,270000.0,60,STREET VENDOR,30000.0,PU,ISUZU,D-MAX,2010,CI,339000,S1,2022-12-22,S1,PL,62,13,79.64601769911505,75%,1,0
283,25500.0,25194.1,24,พนักงานรัฐวิสาหกิจ,22000.0,CAR,HONDA,CITY,1999,BP,84000,S1,2022-09-01,S1,PL,51,24,30.357142857142854,30-50%,0,1
284,222000.0,222000.0,60,ข้าราชการ,31390.0,PU,MITSUBISHI,TRITON,2014,BB,318000,S1,2022-12-02,S1,PL,46,9,69.81132075471697,65-75%,1,0
285,123000.0,123000.0,60,STREET VENDOR,30000.0,CAR,HONDA,JAZZ,2005,BJ,164000,S1,2022-10-25,S1,PL,50,18,75.0,65-75%,0,1
286,70000.0,70000.0,12,พนักงานบริษัท,24000.0,PU,MITSUBISHI,TRITON,2005,BR,212000,S1,2022-11-30,S1,PL,39,18,33.0188679245283,30-50%,0,1
287,20000.0,19430.77,36,STREET VENDOR,20000.0,MC,HONDA,WAVE 110 I,2014,CJ,36000,S1,2022-10-04,S1,PL,24,9,55.55555555555556,50-65%,0,1
288,29985.66,29459.01,60,พนักงานบริษัท,11000.0,MC,HONDA,WAVE 125 I,2020,EC,40900,S2,2022-11-21,S2,PL,24,3,73.31457212713937,65-75%,1,0
289,29000.0,27774.02,24,ข้าราชการ,15000.0,MC,HONDA,PCX 150I,2013,AS,38500,S1,2022-09-12,S1,PL,26,10,75.32467532467533,75%,0,1
292,28600.0,27236.09,18,อื่นๆ,20000.0,MC,HONDA,WAVE 110 I,2019,DU,44000,S1,2022-10-25,S1,PL,49,4,65.0,65-75%,1,0
293,15000.0,15000.0,12,STREET VENDOR,20000.0,MC,HONDA,CLICK 125I,2011,AZ,22000,S1,2022-12-21,S1,PL,46,12,68.18181818181817,65-75%,1,0
294,24700.0,23590.62,24,STREET VENDOR,20000.0,MC,HONDA,WAVE 110I,2018,CO,33000,S1,2022-07-09,S1,PL,51,5,74.84848484848486,65-75%,0,1
295,20000.0,18967.15,24,STREET VENDOR,15000.0,MC,HONDA,CLICK 125I,2018,BA,39000,S1,2022-09-14,S1,PL,24,5,51.28205128205128,50-65%,1,0
296,34000.0,33221.72,36,อาจารย์,40000.0,MC,HONDA,SCOOPY CLUB 12,2021,BX,45500,S1,2022-08-02,S1,PL,40,2,74.72527472527473,65-75%,1,0
298,25000.0,25000.0,24,STREET VENDOR,20000.0,PU,ISUZU,D-MAX,2010,AL,325500,S1,2022-11-29,S1,PL,25,13,7.680491551459294,30%,1,0
299,17000.0,14626.08,12,อาจารย์,13500.0,MC,YAMAHA,GT 125,2018,AA,26000,S1,2022-10-01,S1,PL,29,5,65.38461538461539,65-75%,1,0
301,48000.0,48000.0,36,อื่นๆ,12000.0,MC,HONDA,CBR 150,2022,AP,64000,S1,2022-11-05,S1,PL,38,1,75.0,65-75%,1,0
302,170000.0,170000.0,60,เกษตรกร,20000.0,PU,TOYOTA,HILUX VIGO,2005,DU,237500,S1,2022-12-16,S1,PL,40,18,71.57894736842105,65-75%,0,1
303,25000.0,24027.71,24,อื่นๆ,20000.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S1,2022-12-07,S1,PL,59,11,69.44444444444444,65-75%,0,1
304,18000.0,17458.64,30,STREET VENDOR,10000.0,MC,YAMAHA,FINO (MLEKE),2012,AE,25000,S1,2022-07-25,S1,PL,47,11,72.0,65-75%,1,0
306,27300.0,20376.39,30,อื่นๆ,8700.0,MC,HONDA,SUPER CUB 110,2018,CA,36500,S1,2022-07-24,S1,PL,35,5,74.79452054794521,65-75%,1,0
307,39000.0,38319.73,48,อื่นๆ,14000.0,PU,ISUZU,DRAGON EYE,1997,AE,144500,S1,2022-10-10,S1,PL,51,26,26.989619377162633,30%,0,1
308,20000.0,18523.48,18,เกษตรกร,15000.0,MC,HONDA,WAVE 110 I,2012,BE,37000,S1,2022-11-08,S1,PL,63,11,54.054054054054056,50-65%,1,0
309,30000.0,28411.46,48,STREET VENDOR,25000.0,CAR,TOYOTA,SOLUNA,2002,FE,79000,S1,2022-08-29,S1,PL,68,21,37.9746835443038,30-50%,0,1
310,33000.0,33000.0,24,พนักงานบริษัท,20000.0,MC,HONDA,WAVE 110 I,2019,DU,44000,S1,2022-12-26,S1,PL,52,4,75.0,65-75%,1,0
311,180000.0,178265.2,60,STREET VENDOR,15000.0,PU,ISUZU,D-MAX,2006,CN,250000,S1,2022-09-06,S1,PL,39,17,72.0,65-75%,1,0
312,100000.0,99905.61,48,พนักงานบริษัท,16000.0,CAR,HONDA,CIVIC,2005,AW,170000,S1,2022-09-09,S1,PL,34,18,58.82352941176471,50-65%,1,0
313,33000.0,32181.81,36,อื่นๆ,8700.0,MC,HONDA,WAVE 110 I,2019,DU,44000,S1,2022-12-26,S1,PL,28,4,75.0,65-75%,1,0
314,135000.0,135000.0,60,อื่นๆ,35000.0,PU,ISUZU,ADVENTURE,2004,DI,225000,S1,2022-12-26,S1,PL,46,19,60.0,50-65%,0,1
315,27000.0,25332.89,36,อื่นๆ,12000.0,MC,HONDA,WAVE 110 I,2017,CV,42000,S1,2022-09-23,S1,PL,53,6,64.28571428571429,65-75%,0,1
316,31700.0,29661.54,18,พนักงานบริษัท,20000.0,MC,HONDA,WAVE 110 I,2017,CV,42000,S1,2022-09-05,S1,PL,47,6,75.47619047619048,75%,1,0
317,21500.0,19749.81,12,พนักงานบริษัท,20000.0,MC,YAMAHA,FINN 115I,2018,AI,28500,S1,2022-11-07,S1,PL,51,5,75.43859649122807,75%,0,1
318,150000.0,145660.79,36,พนักงานบริษัท,30000.0,CAR,TOYOTA,COROLLA ALTIS,2012,GN,280000,S1,2022-12-18,S1,PL,51,11,53.57142857142857,50-65%,1,0
319,33000.0,32884.47,36,เกษตรกร,30000.0,MC,HONDA,WAVE 110 I,2019,DU,44000,S1,2022-10-08,S1,PL,66,4,75.0,65-75%,1,0
320,100000.0,99998.05,60,อื่นๆ,15000.0,CAR,MAZDA,2,2010,AC,157000,S1,2022-11-22,S1,PL,28,13,63.69426751592356,65-75%,1,0
321,17000.0,14717.2,18,อื่นๆ,11820.0,MC,HONDA,SCOOPY I,2016,CP,32000,S1,2022-08-15,S1,PL,28,7,53.125,50-65%,1,0
322,99700.0,99700.0,48,อื่นๆ,20000.0,PU,ISUZU,DRAGON POWER,2000,ET,165000,S1,2022-10-12,S1,PL,29,23,60.42424242424242,65-75%,0,1
323,18500.0,17905.81,36,อื่นๆ,9000.0,MC,YAMAHA,FINO (MLEKE),2012,AE,25000,S1,2022-12-16,S2,PL,40,11,74.0,65-75%,1,0
324,69000.0,69000.0,36,อื่นๆ,20000.0,TRUCK,HINO,FF177,1990,BF,230000,S1,2022-11-18,S1,PL,44,33,30.0,30%,0,1
325,200000.0,187567.52,24,พนักงานบริษัท,22000.0,PU,TOYOTA,HILUX VIGO,2007,DG,305500,S1,2022-09-02,S1,PL,28,16,65.46644844517185,65-75%,1,0
326,260000.0,260000.0,60,เกษตรกร,20000.0,CAR,TOYOTA,YARIS,2016,CB,348000,S1,2022-10-20,S1,PL,48,7,74.71264367816092,65-75%,1,0
327,21000.0,20944.85,24,อื่นๆ,16000.0,MC,HONDA,MSX 125,2017,BP,28000,S1,2022-09-17,S1,PL,23,6,75.0,65-75%,1,0
328,16600.0,16197.03,36,พนักงานบริษัท,15000.0,MC,HONDA,SCOOPY I,2011,BB,22000,S1,2022-10-03,S1,PL,39,12,75.45454545454545,75%,1,0
329,92000.0,87821.01,36,STREET VENDOR,35000.0,CAR,MITSUBISHI,MIRAGE,2012,BG,155000,S1,2022-08-16,S1,PL,40,11,59.354838709677416,50-65%,1,0
331,230000.0,227122.67,60,เกษตรกร,30000.0,PU,ISUZU,D-MAX,2007,CV,286000,S1,2022-10-20,S1,PL,55,16,80.41958041958041,75%,1,0
332,18000.0,17018.0,18,เกษตรกร,20000.0,MC,YAMAHA,FINO (MLEKE),2012,AE,25000,S1,2022-10-17,S1,PL,43,11,72.0,65-75%,0,1
333,80000.0,79280.33,60,พนักงานบริษัท,40000.0,CAR,HONDA,JAZZ,2004,AN,128000,S1,2022-11-28,S1,PL,38,19,62.5,65-75%,1,0
334,130000.0,110262.06,12,พนักงานบริษัท,24000.0,CAR,TOYOTA,VIOS,2011,BE,237500,S1,2022-08-22,S1,PL,46,12,54.736842105263165,50-65%,0,1
335,26300.0,26214.56,36,อื่นๆ,9000.0,MC,HONDA,WAVE 110 I,2012,AZ,35000,S1,2022-11-22,S1,PL,36,11,75.14285714285714,75%,1,0
336,33000.0,31941.21,24,พนักงานบริษัท,17000.0,MC,HONDA,WAVE 110 I,2020,EI,45000,S1,2022-11-30,S1,PL,46,3,73.33333333333333,65-75%,0,1
337,30000.0,26237.76,24,อื่นๆ,19600.0,MC,HONDA,WAVE 110 I,2017,CV,42000,S1,2022-08-03,S1,PL,41,6,71.42857142857143,65-75%,1,0
338,187200.0,187116.3,60,อื่นๆ,20000.0,PU,TOYOTA,HILUX VIGO,2008,EL,234000,S1,2022-08-24,S1,PL,58,15,80.0,75%,0,1
340,16500.0,16500.0,36,อื่นๆ,15000.0,MC,HONDA,MSX 125,2012,BU,22000,S1,2022-12-28,S1,PL,34,11,75.0,65-75%,0,1
342,235000.0,232416.69,60,STREET VENDOR,25000.0,PU,TOYOTA,HILUX VIGO,2007,CW,292000,S1,2022-08-31,S1,PL,32,16,80.47945205479452,75%,0,1
343,23000.0,21728.73,24,อื่นๆ,15000.0,MC,GPX,DEMON 150,2018,AC,33000,S1,2022-10-01,S1,PL,37,5,69.6969696969697,65-75%,0,1
344,16000.0,15426.43,18,อื่นๆ,9000.0,MC,YAMAHA,FILANO,2011,AG,21500,S1,2022-11-05,S1,PL,52,12,74.4186046511628,65-75%,1,0
345,18000.0,16359.52,24,ข้าราชการ,35000.0,PU,MITSUBISHI,TRITON,2008,CI,271500,S1,2022-09-09,S1,PL,53,15,6.629834254143646,30%,0,1
349,84500.0,84500.0,48,STREET VENDOR,20000.0,CAR,TOYOTA,VIOS,2004,BE,112000,S1,2022-11-28,S1,PL,35,19,75.44642857142857,75%,1,0
350,27000.0,27000.0,36,STREET VENDOR,14000.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S1,2022-12-14,S1,PL,57,11,75.0,65-75%,0,1
351,12000.0,10462.97,24,พนักงานบริษัท,20000.0,MC,HONDA,CLICK 110I,2008,AU,17000,S1,2022-07-27,S1,PL,47,15,70.58823529411765,65-75%,0,1
352,50000.0,48056.29,24,พนักงานรัฐวิสาหกิจ,26530.0,CAR,TOYOTA,COROLLA ALTIS,2009,DP,211500,S1,2022-12-07,S1,PL,38,14,23.64066193853428,30%,1,0
