,Principal Approve Amount,Principal Amount,Repayment Tenor Month Number,Occupation Description,Total Income Amount (Month),Collateral Type Code,Vehicle Brand,Vehicle Model,Vehicle Release Year,Vehicle Sub Model,Evaluation Amount,System CAR Code (Daily),System CAR Code Date,Final CAR Code Previous Month,DPD,age,Vehicle Age,per_LTV,per_LTV_cate,F,M
3762,270000.0,270000.0,60,อื่นๆ,25000.0,PU,MITSUBISHI,TRITON,2015,AD,474500,S2,2022-12-07,S1,NPL,39,8,56.902002107481565,50-65%,0,1
3763,15200.0,14034.92,12,STREET VENDOR,20000.0,MC,HONDA,MSX 125,2013,AQ,23500,S2,2022-12-10,S1,NPL,34,10,64.68085106382979,65-75%,1,0
3765,19000.0,19000.0,18,STREET VENDOR,30000.0,MC,YAMAHA,FINO (MLEKE),2013,AE,25500,S2,2022-12-10,S1,NPL,30,10,74.50980392156863,65-75%,1,0
3766,33000.0,33000.0,36,STREET VENDOR,9000.0,MC,HONDA,WAVE 110 I,2019,DU,44000,S2,2022-12-10,S1,NPL,28,4,75.0,65-75%,1,0
3767,39700.0,39700.0,36,อื่นๆ,7500.0,MC,HONDA,DREAM 110I,2017,CO,53000,S2,2022-12-10,S1,NPL,25,6,74.90566037735849,65-75%,1,0
3768,12000.0,12000.0,18,พนักงานบริษัท,15000.0,MC,HONDA,CLICK 110I,2008,AW,16000,S2,2022-12-07,S1,NPL,31,15,75.0,65-75%,1,0
3769,9700.0,9700.0,12,พนักงานบริษัท,13100.0,MC,YAMAHA,MIO 125,2011,AF,13000,S2,2022-12-19,S1,NPL,35,12,74.61538461538461,65-75%,0,1
3770,80000.0,80000.0,36,อาจารย์,21000.0,CAR,MITSUBISHI,LANCER,2007,AC,148500,S2,2022-12-07,S1,NPL,39,16,53.87205387205387,50-65%,0,1
3771,31000.0,31000.0,36,เกษตรกร,12000.0,MC,HONDA,WAVE 110 I,2017,CU,42000,S2,2022-12-30,S1,NPL,43,6,73.80952380952381,65-75%,1,0
3772,250000.0,250000.0,60,STREET VENDOR,40000.0,CAR,TOYOTA,CAMRY,2009,AI,336500,S1,2023-01-04,S2,NPL,26,14,74.29420505200595,65-75%,1,0
3773,18200.0,18200.0,18,STREET VENDOR,20000.0,CAR,HONDA,CITY,1997,AM,71500,S2,2022-12-15,S1,NPL,35,26,25.454545454545453,30%,1,0
3774,28000.0,27838.13,36,STREET VENDOR,30000.0,MC,HONDA,WAVE 110 I,2018,DI,43000,S2,2022-12-10,S1,NPL,39,5,65.11627906976744,65-75%,1,0
3775,20000.0,20000.0,36,เกษตรกร,15000.0,MC,HONDA,MSX 125,2015,BK,28500,S2,2022-12-04,S1,NPL,46,8,70.17543859649122,65-75%,1,0
3776,25000.0,25000.0,36,พนักงานบริษัท,16000.0,MC,HONDA,DREAM 110I,2014,CC,42000,S2,2022-12-10,S1,NPL,27,9,59.523809523809526,50-65%,1,0
3777,15000.0,15000.0,12,อื่นๆ,15000.0,MC,HONDA,WAVE X,2007,AV,20000,S2,2022-12-04,S1,NPL,51,16,75.0,65-75%,0,1
3778,213000.0,211817.39,60,พนักงานบริษัท,20000.0,CAR,HONDA,CITY,2013,AB,282500,S1,2023-01-03,S2,NPL,34,10,75.39823008849558,75%,1,0
3779,28000.0,28000.0,30,อื่นๆ,15000.0,MC,HONDA,WAVE 110 I,2016,CI,39000,S2,2022-12-04,S1,NPL,27,7,71.7948717948718,65-75%,0,1
3780,30000.0,30000.0,24,อื่นๆ,12000.0,MC,HONDA,WAVE 110 I,2016,CM,40000,S2,2022-12-07,S1,NPL,30,7,75.0,65-75%,1,0
3781,34800.0,34800.0,36,พนักงานบริษัท,11850.0,MC,HONDA,SCOOPY I,2020,AJ,47000,S2,2022-12-07,S1,NPL,31,3,74.04255319148936,65-75%,1,0
3782,94900.0,94900.0,42,STREET VENDOR,20000.0,MC,YAMAHA,FINO (MLEKE),2009,AH,23000,S2,2022-12-19,S1,NPL,44,14,412.6086956521739,30%,1,0
3783,28500.0,28500.0,18,STREET VENDOR,20000.0,MC,HONDA,WAVE 110 I,2019,DO,42000,S2,2022-12-19,S1,NPL,46,4,67.85714285714286,65-75%,1,0
3784,34800.0,34800.0,12,STREET VENDOR,15000.0,MC,HONDA,SCOOPY I,2020,CX,46500,S2,2022-12-30,S1,NPL,37,3,74.83870967741936,65-75%,1,0
3785,30000.0,28870.45,18,เกษตรกร,12000.0,MC,HONDA,WAVE 110 I,2019,DU,44000,S2,2022-12-07,S1,NPL,24,4,68.18181818181817,65-75%,1,0
3786,7000.0,7000.0,12,พนักงานบริษัท,14000.0,MC,HONDA,WAVE 110 I,2015,CM,38000,S2,2022-12-10,S1,NPL,57,8,18.421052631578945,30%,0,1
3787,100000.0,100000.0,60,พนักงานบริษัท,15000.0,CAR,HONDA,JAZZ,2006,AU,165000,S2,2022-12-19,S1,NPL,41,17,60.60606060606061,65-75%,0,1
3788,29200.0,29200.0,36,พนักงานบริษัท,20000.0,MC,HONDA,WAVE 110 I,2016,CK,39000,S2,2022-12-10,S1,NPL,36,7,74.87179487179488,65-75%,0,1
3789,140000.0,140000.0,60,STREET VENDOR,15000.0,PU,ISUZU,D-MAX,2004,BI,185000,S2,2022-12-19,S1,NPL,38,19,75.67567567567568,75%,1,0
3790,33000.0,33000.0,24,อื่นๆ,8000.0,MC,HONDA,WAVE 110 I,2020,EI,45000,S2,2022-12-04,S1,NPL,23,3,73.33333333333333,65-75%,1,0
3791,17000.0,17000.0,24,STREET VENDOR,30000.0,MC,YAMAHA,FINO (MLEKE),2012,AE,25000,S2,2022-12-10,S1,NPL,33,11,68.0,65-75%,1,0
3792,12000.0,10952.86,24,อื่นๆ,7000.0,MC,HONDA,WAVE 100,2007,AI,20000,S1,2023-01-14,S2,NPL,52,16,60.0,50-65%,0,1
3793,55000.0,55000.0,48,เกษตรกร,16000.0,CAR,TOYOTA,SOLUNA,2002,BG,93500,S2,2022-12-10,S1,NPL,43,21,58.82352941176471,50-65%,1,0
3794,30000.0,29183.49,36,พนักงานบริษัท,15000.0,MC,HONDA,SCOOPY I,2020,AJ,47000,S2,2022-12-10,S1,NPL,33,3,63.829787234042556,65-75%,1,0
3795,31700.0,31700.0,36,STREET VENDOR,15000.0,MC,HONDA,WAVE 110 I,2017,CV,42000,S2,2022-12-10,S1,NPL,39,6,75.47619047619048,75%,1,0
3796,30000.0,30000.0,36,อื่นๆ,11000.0,MC,HONDA,DREAM 110,2014,CA,42000,S2,2022-12-07,S1,NPL,27,9,71.42857142857143,65-75%,0,1
3797,279000.0,279000.0,60,พนักงานบริษัท,30000.0,PU,TOYOTA,HILUX VIGO,2012,GT,347500,S2,2022-12-19,S1,NPL,41,11,80.28776978417265,75%,0,1
3798,46000.0,46000.0,36,อื่นๆ,30000.0,MC,HONDA,PCX 150,2017,CQ,61500,S2,2022-12-13,S1,NPL,23,6,74.79674796747967,65-75%,0,1
3799,28300.0,28300.0,18,STREET VENDOR,30000.01,MC,YAMAHA,FINN 115I,2020,AO,37500,S2,2022-12-04,S1,NPL,33,3,75.46666666666667,75%,1,0
3800,28000.0,28000.0,36,เกษตรกร,30000.0,MC,HONDA,WAVE 125,2010,BF,30500,S2,2022-12-04,S1,NPL,53,13,91.80327868852459,75%,0,1
3801,27000.0,27000.0,36,อื่นๆ,12000.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S2,2022-12-22,S1,NPL,55,11,75.0,65-75%,1,0
3802,11000.0,11000.0,24,อื่นๆ,15000.0,MC,HONDA,CLICK 110I,2008,AW,16000,S2,2022-12-19,S1,NPL,55,15,68.75,65-75%,1,0
3803,30000.0,29718.69,36,เกษตรกร,11000.0,MC,HONDA,WAVE 110 I,2017,CR,40000,S2,2023-01-14,S1,NPL,39,6,75.0,65-75%,1,0
3804,30000.0,30000.0,24,เกษตรกร,30000.0,MC,HONDA,WAVE 110 I,2019,DO,42000,S2,2022-12-15,S1,NPL,29,4,71.42857142857143,65-75%,1,0
3805,95000.0,95000.0,36,อื่นๆ,14000.0,CAR,TOYOTA,VIOS,2006,AD,147500,S2,2022-12-22,S1,NPL,48,17,64.40677966101694,65-75%,0,1
3806,23400.0,23400.0,18,อาจารย์,25000.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S2,2022-12-25,S1,NPL,60,11,65.0,65-75%,0,1
3807,143000.0,143000.0,60,พนักงานบริษัท,14000.0,CAR,TOYOTA,VIOS,2007,DO,190500,S2,2022-12-28,S1,NPL,41,16,75.06561679790026,75%,0,1
3808,167600.0,167600.0,60,พนักงานบริษัท,17300.0,CAR,TOYOTA,VIOS,2010,DX,222000,S2,2022-12-04,S1,NPL,45,13,75.49549549549549,75%,1,0
3809,26500.0,26500.0,24,พนักงานบริษัท,12000.0,MC,HONDA,WAVE 110 I,2013,CC,35500,S2,2022-12-15,S1,NPL,28,10,74.64788732394366,65-75%,1,0
3810,12000.0,11325.13,12,อื่นๆ,25000.0,MC,YAMAHA,FINO (4DO),2008,AA,17000,S1,2023-01-15,S2,NPL,30,15,70.58823529411765,65-75%,0,1
3811,30000.0,29966.23,36,พนักงานบริษัท,20000.0,CAR,TOYOTA,COROLLA ALTIS,2013,CF,288500,S2,2022-12-15,S1,NPL,47,10,10.398613518197573,30%,1,0
3812,10500.0,10199.85,36,พนักงานบริษัท,20000.0,CAR,HONDA,CITY,2003,CK,130000,S1,2023-01-07,S2,NPL,45,20,8.076923076923077,30%,1,0
3813,33000.0,31825.29,24,พนักงานบริษัท,12000.0,MC,HONDA,WAVE 110 I,2019,DU,44000,S2,2022-12-25,S1,NPL,24,4,75.0,65-75%,1,0
3814,280000.0,280000.0,60,อื่นๆ,20000.0,PU,ISUZU,D-MAX,2018,CG,400500,S2,2022-12-19,S1,NPL,53,5,69.91260923845194,65-75%,0,1
3815,164000.0,164000.0,48,พนักงานบริษัท,16100.0,CAR,HONDA,ACCORD,2005,AS,218500,S2,2022-12-04,S1,NPL,42,18,75.05720823798627,75%,0,1
3816,12500.0,12250.84,24,พนักงานบริษัท,12000.0,MC,HONDA,CLICK 110I,2008,AU,17000,S1,2023-01-11,S2,NPL,36,15,73.52941176470588,65-75%,1,0
3817,21000.0,19330.92,24,เกษตรกร,25000.0,MC,YAMAHA,GRAND FILANO 125,2015,BG,29000,S1,2023-01-05,S2,NPL,24,8,72.41379310344827,65-75%,1,0
3818,14500.0,14500.0,12,อื่นๆ,20000.0,MC,HONDA,ZOOMER X 110I,2013,BF,19500,S2,2022-12-15,S1,NPL,47,10,74.35897435897436,65-75%,0,1
3819,31000.0,31000.0,30,เกษตรกร,20000.0,MC,HONDA,WAVE 110 I,2018,DG,42000,S2,2022-12-15,S1,NPL,44,5,73.80952380952381,65-75%,1,0
3820,12000.0,12000.0,12,พนักงานบริษัท,35000.0,CAR,TOYOTA,INNOVA,2009,AV,276500,S2,2022-12-30,S1,NPL,40,14,4.3399638336347195,30%,0,1
3821,27000.0,25857.13,36,อื่นๆ,15000.0,MC,HONDA,SUPER CUB 110,2018,CA,36500,S2,2022-12-30,S1,NPL,27,5,73.97260273972603,65-75%,0,1
3822,19700.0,19700.0,36,เกษตรกร,12000.0,MC,HONDA,WAVE 110 I,2017,CU,42000,S2,2022-12-30,S1,NPL,43,6,46.904761904761905,30-50%,1,0
3823,20000.0,20000.0,12,เกษตรกร,12000.0,MC,HONDA,MSX 125,2016,BF,27000,S2,2022-12-25,S1,NPL,29,7,74.07407407407408,65-75%,0,1
3825,31500.0,31500.0,36,พนักงานบริษัท,15000.0,MC,HONDA,WAVE 110 I,2018,DG,42000,S2,2022-12-15,S1,NPL,21,5,75.0,65-75%,1,0
3826,37500.0,36873.32,36,พนักงานบริษัท,30000.0,MC,YAMAHA,GRAND FILANO 125,2019,AW,50000,S2,2023-01-06,S1,NPL,32,4,75.0,65-75%,1,0
3827,33000.0,32884.47,36,STREET VENDOR,13000.0,MC,YAMAHA,N-MAX 155,2018,DA,51000,S1,2023-01-13,S2,NPL,52,5,64.70588235294117,65-75%,0,1
3828,33000.0,32884.47,36,STREET VENDOR,13000.0,MC,YAMAHA,N-MAX 155,2018,DA,51000,S1,2023-01-13,S2,NPL,52,5,64.70588235294117,65-75%,0,1
3829,33000.0,33000.0,36,STREET VENDOR,13000.0,MC,YAMAHA,N-MAX 155,2018,DA,51000,S2,2022-12-30,S1,NPL,52,5,64.70588235294117,65-75%,0,1
3830,33000.0,33000.0,36,STREET VENDOR,13000.0,MC,YAMAHA,N-MAX 155,2018,DA,51000,S2,2022-12-30,S1,NPL,52,5,64.70588235294117,65-75%,0,1
3831,28500.0,28376.54,24,อื่นๆ,12000.0,MC,HONDA,SCOOPY I,2020,DB,38000,S1,2023-01-02,S2,NPL,26,3,75.0,65-75%,1,0
3832,15000.0,15000.0,24,STREET VENDOR,15000.0,MC,HONDA,SCOOPY I,2009,BA,20500,S2,2022-12-25,S1,NPL,28,14,73.17073170731707,65-75%,1,0
3833,300000.0,300000.0,60,พนักงานบริษัท,15000.0,PU,ISUZU,D-MAX,2019,DB,552000,S2,2022-12-04,S1,NPL,40,4,54.347826086956516,50-65%,0,1
3834,190000.0,189840.9,60,พนักงานบริษัท,25000.0,PU,TOYOTA,HILUX VIGO,2006,CI,237000,S1,2023-01-07,S2,NPL,32,17,80.16877637130801,75%,1,0
3835,16000.0,16000.0,24,อื่นๆ,12000.0,PU,MITSUBISHI,TRITON,2006,AH,222500,S2,2022-12-30,S1,NPL,36,17,7.191011235955057,30%,0,1
3837,250000.0,250000.0,48,อื่นๆ,25000.0,PU,ISUZU,D-MAX,2012,BT,461500,S2,2022-12-19,S1,NPL,29,11,54.17118093174431,50-65%,0,1
3838,33000.0,33000.0,24,STREET VENDOR,35000.0,MC,HONDA,WAVE 110 I,2019,DU,44000,S2,2022-12-07,S1,NPL,46,4,75.0,65-75%,1,0
3839,4500.0,4500.0,12,STREET VENDOR,15000.0,MC,HONDA,WAVE 100,2004,AB,15000,S2,2022-12-25,S1,NPL,39,19,30.0,30%,0,1
3840,26000.0,26000.0,36,STREET VENDOR,18500.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S2,2022-12-10,S1,NPL,58,11,72.22222222222221,65-75%,1,0
3841,13000.0,12550.0,18,STREET VENDOR,10000.0,MC,KAWASAKI,NEW KSR 110,2012,AI,19000,S1,2023-01-05,S2,NPL,39,11,68.42105263157895,65-75%,0,1
3842,31000.0,31000.0,24,พนักงานบริษัท,12000.0,MC,HONDA,WAVE 110 I,2017,CU,42000,S2,2022-12-15,S1,NPL,26,6,73.80952380952381,65-75%,1,0
3843,28500.0,28500.0,24,อื่นๆ,20000.0,MC,HONDA,DREAM 110I,2014,CC,42000,S2,2022-12-30,S1,NPL,37,9,67.85714285714286,65-75%,0,1
3844,10000.0,10000.0,12,อื่นๆ,10000.0,MC,HONDA,WAVE 110 I,2018,DG,42000,S2,2022-12-30,S1,NPL,32,5,23.809523809523807,30%,0,1
3845,25000.0,25000.0,36,อื่นๆ,15000.0,MC,HONDA,WAVE 110 I,2015,CK,37000,S2,2022-12-30,S1,NPL,24,8,67.56756756756756,65-75%,0,1
3846,23000.0,23000.0,24,STREET VENDOR,30000.0,MC,HONDA,CBR 150,2013,AF,30500,S2,2022-12-22,S1,NPL,35,10,75.40983606557377,75%,1,0
3847,40000.0,40000.0,24,พนักงานบริษัท,40000.0,MC,VESPA,S 125,2017,AI,65000,S2,2022-12-19,S1,NPL,25,6,61.53846153846154,65-75%,1,0
3848,149000.0,149000.0,36,พนักงานบริษัท,20000.0,CAR,HONDA,ACCORD,2005,CL,203000,S2,2022-12-07,S1,NPL,37,18,73.39901477832512,65-75%,0,1
3849,18700.0,18700.0,18,STREET VENDOR,19000.0,MC,YAMAHA,FINO (MLEKE),2012,AE,25000,S2,2022-12-10,S1,NPL,43,11,74.8,65-75%,0,1
3850,28500.0,28236.26,36,อาจารย์,25000.0,MC,HONDA,WAVE 110 I,2012,BF,38000,S1,2023-01-03,S2,NPL,42,11,75.0,65-75%,1,0
3852,179500.0,179500.0,60,เกษตรกร,25000.0,PU,TOYOTA,HILUX VIGO,2010,CN,256500,S1,2023-01-11,S2,NPL,56,13,69.98050682261209,65-75%,1,0
3853,20000.0,20000.0,18,STREET VENDOR,15000.0,MC,HONDA,WAVE 110 I,2013,BW,35000,S2,2022-12-07,S1,NPL,26,10,57.14285714285714,50-65%,0,1
3854,36500.0,36500.0,36,STREET VENDOR,20000.0,MC,HONDA,PCX 150,2014,CE,48500,S2,2022-12-15,S1,NPL,33,9,75.25773195876289,75%,1,0
3855,8000.0,8000.0,18,เกษตรกร,7000.0,MC,YAMAHA,SPARK NANO,2011,AE,12000,S2,2022-12-13,S1,NPL,32,12,66.66666666666666,65-75%,1,0
3856,105000.0,105000.0,60,STREET VENDOR,30000.0,CAR,HONDA,CITY,2005,CY,139500,S2,2022-12-07,S1,NPL,47,18,75.26881720430107,75%,1,0
3857,22000.0,20065.17,18,อาจารย์,38000.0,MC,HONDA,SCOOPY I,2017,CD,30000,S1,2023-01-04,S2,NPL,49,6,73.33333333333333,65-75%,1,0
3859,280000.0,280000.0,60,พนักงานบริษัท,21000.0,PU,TOYOTA,HILUX VIGO,2010,DE,348500,S2,2022-12-07,S1,NPL,39,13,80.34433285509326,75%,1,0
3860,40000.0,40000.0,36,พนักงานบริษัท,20000.0,MC,HONDA,CLICK 160,2022,CP,57100,S2,2022-12-07,S1,NPL,39,1,70.05253940455341,65-75%,0,1
3861,27000.0,25974.74,24,STREET VENDOR,30000.0,MC,YAMAHA,M-SLAZ 150,2016,AR,37000,S2,2023-01-14,S1,NPL,48,7,72.97297297297297,65-75%,0,1
3863,26400.0,25507.07,30,STREET VENDOR,12000.0,MC,YAMAHA,GRAND FILANO 125,2016,CI,35000,S2,2023-01-09,S1,NPL,37,7,75.42857142857143,75%,1,0
3864,39000.0,39000.0,36,พนักงานบริษัท,18000.0,MC,HONDA,PCX 150,2016,CF,56000,S2,2022-12-13,S1,NPL,33,7,69.64285714285714,65-75%,0,1
3865,15500.0,14351.55,24,STREET VENDOR,15000.0,MC,HONDA,WAVE 110 I,2011,AI,21000,S1,2023-01-10,S2,NPL,51,12,73.80952380952381,65-75%,0,1
3866,167600.0,166529.7,60,เกษตรกร,24000.0,CAR,TOYOTA,VIOS,2011,BD,223500,S2,2022-12-25,S1,NPL,41,12,74.98881431767337,65-75%,1,0
3867,140000.0,140000.0,60,อื่นๆ,15000.0,PU,MITSUBISHI,TRITON,2011,BF,258000,S2,2022-12-22,S1,NPL,37,12,54.263565891472865,50-65%,0,1
3868,103000.0,103000.0,60,STREET VENDOR,15000.0,CAR,MITSUBISHI,LANCER,2010,AN,175000,S2,2022-12-22,S1,NPL,52,13,58.857142857142854,50-65%,0,1
3869,26500.0,25431.43,24,STREET VENDOR,10000.0,MC,HONDA,WAVE 110 I,2013,CC,35500,S1,2023-01-15,S2,NPL,27,10,74.64788732394366,65-75%,0,1
3871,30000.0,30000.0,36,อื่นๆ,25000.0,MC,HONDA,WAVE 110 I,2016,CM,40000,S2,2022-12-25,S1,NPL,39,7,75.0,65-75%,0,1
3872,17500.0,17500.0,18,อื่นๆ,12500.0,MC,HONDA,SCOOPY I,2015,BP,23500,S2,2022-12-30,S1,NPL,42,8,74.46808510638297,65-75%,1,0
3873,16000.0,16000.0,36,เกษตรกร,13000.0,MC,HONDA,CLICK 125I,2011,AZ,22000,S2,2022-12-22,S1,NPL,66,12,72.72727272727273,65-75%,1,0
3874,14000.0,14000.0,12,อื่นๆ,8000.0,MC,HONDA,WAVE 110 I,2010,AG,20000,S2,2022-12-25,S1,NPL,41,13,70.0,65-75%,1,0
3875,34000.0,34000.0,36,STREET VENDOR,15000.0,MC,HONDA,WAVE 125 I,2022,CP,53000,S2,2022-12-30,S1,NPL,33,1,64.15094339622641,65-75%,0,1
3876,40000.0,40000.0,24,STREET VENDOR,25000.0,MC,HONDA,CLICK 160,2022,CP,57100,S2,2022-12-25,S1,NPL,47,1,70.05253940455341,65-75%,1,0
3877,27900.0,25804.97,24,STREET VENDOR,12000.0,MC,HONDA,WAVE 110 I,2015,CI,37000,S2,2022-10-31,S2,NPL,34,8,75.4054054054054,75%,1,0
3878,20000.0,18434.0,12,อื่นๆ,15000.0,MC,HONDA,WAVE 110I,2019,DB,34500,S2,2023-01-10,S3,NPL,29,4,57.971014492753625,50-65%,0,1
3879,28000.0,26483.19,24,อื่นๆ,15000.0,MC,HONDA,DREAM 110,2015,CC,44000,S2,2022-11-27,S1,NPL,34,8,63.63636363636363,65-75%,1,0
3880,70000.0,66449.75,24,พนักงานบริษัท,30000.0,CAR,TOYOTA,COROLLA ALTIS,2005,BJ,153000,S3,2023-01-02,S2,NPL,45,18,45.751633986928105,30-50%,0,1
3882,10000.0,9996.01,12,STREET VENDOR,18200.0,MC,HONDA,CLICK 110,2007,AC,14000,S3,2023-01-08,S2,NPL,41,16,71.42857142857143,65-75%,0,1
3884,159000.0,159000.0,60,เกษตรกร,20000.0,CAR,TOYOTA,COROLLA ALTIS,2009,DP,211500,S3,2023-01-11,S2,NPL,37,14,75.177304964539,75%,0,1
3885,100000.0,97932.23,24,อื่นๆ,25000.0,PU,TOYOTA,HILUX TIGER,2003,BF,163000,S3,2023-01-05,S2,NPL,47,20,61.34969325153374,65-75%,0,1
3886,54300.0,54179.92,36,STREET VENDOR,15000.0,MC,YAMAHA,N-MAX 155,2020,BJ,72500,S2,2022-10-19,S1,NPL,27,3,74.89655172413792,65-75%,1,0
3887,23000.0,22506.24,24,STREET VENDOR,15000.0,MC,HONDA,WAVE 110 I,2013,BW,35000,S3,2023-01-08,S2,NPL,38,10,65.71428571428571,65-75%,0,1
3888,53000.0,53000.0,36,อื่นๆ,40000.0,CAR,TOYOTA,VIOS,2005,BY,133500,S2,2022-10-22,S1,NPL,44,18,39.70037453183521,30-50%,1,0
3889,75000.0,65796.25,24,อื่นๆ,13000.0,CAR,TOYOTA,VIOS,2004,FE,116000,S1,2023-01-12,S2,NPL,39,19,64.65517241379311,65-75%,0,1
3891,25000.0,24866.29,36,อื่นๆ,20000.0,MC,HONDA,WAVE 110 I,2012,AZ,35000,S2,2022-11-18,S1,NPL,51,11,71.42857142857143,65-75%,1,0
3892,97800.0,94964.67,42,STREET VENDOR,25000.0,CAR,TOYOTA,VIOS,2006,AJ,130500,S2,2023-01-12,S3,NPL,66,17,74.94252873563218,65-75%,0,1
3893,50000.0,49857.68,36,อื่นๆ,12000.0,MC,VESPA,SPRINT 125,2020,AM,85000,S2,2022-11-24,S1,NPL,40,3,58.82352941176471,50-65%,0,1
3894,14000.0,13967.4,36,พนักงานบริษัท,20000.0,MC,HONDA,SCOOPY I,2013,BH,19000,S2,2022-11-29,S1,NPL,42,10,73.68421052631578,65-75%,1,0
3895,12000.0,11979.73,18,พนักงานบริษัท,9000.0,MC,GPX,DEMON 125,2017,AF,17000,S1,2023-01-06,S2,NPL,22,6,70.58823529411765,65-75%,0,1
3896,25000.0,24765.58,36,STREET VENDOR,15000.0,MC,HONDA,PCX 150,2013,BS,41500,S2,2022-11-18,S1,NPL,26,10,60.24096385542169,65-75%,0,1
3897,31500.0,30413.24,24,ข้าราชการ,19430.0,MC,HONDA,CLICK 125I,2019,BD,42000,S2,2022-11-29,S1,NPL,33,4,75.0,65-75%,1,0
3898,18000.0,17938.8,36,พนักงานบริษัท,13000.0,MC,HONDA,CLICK 125I,2013,AI,24500,S2,2022-11-29,S1,NPL,23,10,73.46938775510205,65-75%,1,0
3899,40000.0,38719.34,24,อื่นๆ,10000.0,MC,HONDA,PCX 150,2016,CF,56000,S3,2023-01-02,S2,NPL,28,7,71.42857142857143,65-75%,0,1
3900,15000.0,14518.31,18,อื่นๆ,9000.0,MC,HONDA,WAVE 110 I,2021,DM,44000,S2,2022-11-27,S1,NPL,32,2,34.090909090909086,30-50%,0,1
3901,27700.0,27700.0,36,STREET VENDOR,15000.0,MC,YAMAHA,M-SLAZ 150,2016,AR,37000,S3,2023-01-02,S2,NPL,38,7,74.86486486486487,65-75%,0,1
3902,25000.0,24779.96,36,STREET VENDOR,10000.0,MC,HONDA,WAVE 110 I,2013,CC,35500,S2,2022-11-21,S1,NPL,32,10,70.4225352112676,65-75%,1,0
3903,140000.0,138829.83,60,พนักงานบริษัท,20000.0,CAR,MAZDA,3,2008,BY,225000,S2,2022-11-29,S1,NPL,39,15,62.22222222222222,65-75%,1,0
3904,28500.0,28500.0,18,พนักงานบริษัท,18000.0,MC,YAMAHA,GRAND FILANO 125,2017,AR,38000,S3,2023-01-02,S2,NPL,31,6,75.0,65-75%,1,0
3905,20800.0,20385.43,12,พนักงานบริษัท,20000.0,MC,HONDA,SCOOPY I,2018,AO,45000,S3,2023-01-02,S2,NPL,31,5,46.22222222222222,30-50%,0,1
3906,91000.0,90941.18,60,STREET VENDOR,15000.0,CAR,NISSAN,MARCH,2010,CA,140000,S3,2023-01-05,S2,NPL,32,13,65.0,65-75%,1,0
3907,15000.0,14902.51,36,STREET VENDOR,20000.0,MC,HONDA,WAVE 100,2007,AI,20000,S2,2022-11-29,S1,NPL,44,16,75.0,65-75%,0,1
3908,48000.0,46687.86,36,พนักงานบริษัท,40000.0,MC,HONDA,PCX 150,2018,DD,64500,S2,2022-11-27,S1,NPL,55,5,74.4186046511628,65-75%,0,1
3909,250000.0,250000.0,54,พนักงานบริษัท,17983.0,CAR,HONDA,JAZZ,2014,CJ,410000,S3,2023-01-02,S2,NPL,40,9,60.97560975609756,65-75%,1,0
3910,300000.0,290455.23,60,พนักงานบริษัท,30000.0,PU,ISUZU,D-MAX,2012,BQ,431500,S2,2022-10-30,S1,NPL,38,11,69.52491309385863,65-75%,0,1
3911,70000.0,70000.0,36,พนักงานบริษัท,18000.0,MC,HONDA,PCX 160,2021,BR,95500,S3,2023-01-02,S2,NPL,31,2,73.29842931937172,65-75%,1,0
3912,27300.0,27300.0,12,STREET VENDOR,25000.0,MC,HONDA,SUPER CUB 110,2018,CA,36500,S3,2023-01-13,S2,NPL,34,5,74.79452054794521,65-75%,1,0
3913,200000.0,199020.27,60,เกษตรกร,25000.0,PU,TOYOTA,HILUX VIGO,2005,CM,301500,S2,2022-10-30,S1,NPL,61,18,66.33499170812604,65-75%,1,0
3914,33000.0,33000.0,36,อื่นๆ,19000.0,MC,HONDA,WAVE 110 I,2019,DU,44000,S3,2023-01-02,S2,NPL,44,4,75.0,65-75%,0,1
3915,50000.0,50000.0,36,STREET VENDOR,20000.0,MC,YAMAHA,N-MAX 155,2020,BJ,72500,S3,2023-01-13,S2,NPL,41,3,68.96551724137932,65-75%,1,0
3916,30000.0,30000.0,36,อื่นๆ,18000.0,MC,HONDA,WAVE 110 I,2017,CT,41000,S3,2023-01-02,S2,NPL,32,6,73.17073170731707,65-75%,1,0
3917,15700.0,15700.0,24,อื่นๆ,15000.0,MC,HONDA,WAVE 110 I,2011,AI,21000,S2,2022-11-18,S1,NPL,41,12,74.76190476190476,65-75%,0,1
3918,28000.0,27364.81,24,พนักงานบริษัท,19000.0,MC,HONDA,MSX 125,2018,BP,37500,S2,2022-11-29,S1,NPL,40,5,74.66666666666667,65-75%,1,0
3919,27000.0,27000.0,36,พนักงานบริษัท,20000.0,MC,YAMAHA,FINO 125,2018,AN,36500,S3,2023-01-08,S2,NPL,34,5,73.97260273972603,65-75%,1,0
3920,80500.0,80500.0,48,เกษตรกร,30000.0,CAR,HONDA,JAZZ,2005,BI,161500,S3,2023-01-02,S2,NPL,25,18,49.84520123839009,30-50%,1,0
3921,180000.0,180000.0,60,บุคลากรทางการแพทย์,26690.0,PU,TOYOTA,FORTUNER,2015,FP,831000,S3,2023-01-08,S2,NPL,44,8,21.660649819494584,30%,1,0
